Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Belize,"7,601",NA,0,0%,4,172,NA,0,0%,"42,424","3,677","3,752",NA,"400,701"
Benin,"3,055",249,0,0%,NA,44,4,0,0%,"345,560",104,"2,907",237,"12,257,311"
Bhutan,426,NA,2,0.47%,NA,NA,NA,0,0%,"208,728",NA,387,NA,"775,250"
Bolivia,"145,492","12,392",167,0.11%,71,"8,992",766,5,0.06%,"368,251","11,904","124,596","10,612","11,741,110"
Bosnia and Herzegovina,"93,768","28,658",0,0%,NA,"2,922",893,0,0%,"435,795","32,812","58,034","17,737","3,271,939"
Botswana,"11,531","4,862",0,0%,1,34,14,0,0%,"438,332","2,519","8,978","3,785","2,371,802"
Brunei,151,NA,0,0%,NA,3,NA,0,0%,"77,829",2,146,NA,"439,277"
Bulgaria,"160,844","23,224",0,0%,516,"4,729",683,0,0%,"1,015,383","95,442","60,673","8,761","6,925,661"
Burkina Faso,"3,156",149,0,0%,NA,68,3,0,0%,NA,NA,"2,697",128,"21,145,051"
Myanmar,"98,047","1,797",0,0%,NA,"2,081",38,0,0%,"1,269,824","19,584","76,382","1,400","54,566,779"
Burundi,694,58,0,0%,NA,1,NA,0,0%,"62,215",118,575,48,"12,039,804"
Cape Verde,"11,036",NA,0,0%,23,109,NA,0,0%,"105,444",386,"10,541",NA,"558,576"
Cambodia,346,21,1,0.29%,NA,NA,NA,0,0%,"240,491",NA,306,18,"16,817,889"
Cameroon,"24,752",923,0,0%,52,443,17,0,0%,"149,000",965,"23,344",870,"26,825,311"
Central African Republic,"4,922","1,012",0,0%,2,63,13,0,0%,"32,711","2,935","1,924",395,"4,865,546"
Chad,"1,722",104,0,0%,NA,102,6,0,0%,NA,NA,"1,561",94,"16,624,422"
Hong Kong,"6,898",917,95,1.4%,31,112,15,0,0%,"4,382,709","1,219","5,567",740,"7,523,124"
Macao,46,NA,0,0%,NA,NA,NA,0,0%,"4,238",NA,46,NA,"653,120"
Comoros,616,NA,0,0%,NA,7,NA,0,0%,NA,NA,600,NA,"877,463"
Congo,"5,774","1,036",0,0%,NA,94,17,0,0%,NA,NA,"4,988",895,"5,575,542"
DR Congo,"13,413",148,0,0%,NA,342,4,0,0%,NA,NA,"11,857",131,"90,706,416"
Costa Rica,"143,685","28,096",0,0%,212,"1,773",347,0,0%,"404,440","46,123","95,789","18,730","5,114,093"
Ivory Coast,"21,441",804,0,0%,NA,132,5,0,0%,"223,877",219,"21,090",791,"26,654,550"
Croatia,"150,353","36,723","2,899",1.97%,264,"2,174",531,72,3.43%,"810,885","23,740","124,439","30,394","4,094,251"
Cuba,"8,714",770,0,0%,4,136,12,0,0%,"1,166,513",669,"7,909",698,"11,323,622"
Cyprus,"12,181","10,057",0,0%,15,57,47,0,0%,"632,950","10,067","2,057","1,698","1,211,140"
Czechia,"544,179","50,774",0,0%,586,"8,815",822,0,0%,"3,174,461","58,695","476,669","44,475","10,717,568"
Denmark,"88,858","15,318",0,0%,39,878,151,0,0%,"7,824,928","18,111","69,869","12,044","5,801,005"
Djibouti,"5,692",NA,0,0%,NA,61,61,0,0%,"93,286",39,"5,592",NA,"994,138"
Dominica,85,NA,0,0%,NA,NA,NA,0,0%,"5,655",NA,72,NA,"72,063"
Dominican Republic,"147,655","13,553",0,0%,185,"2,345",215,0,0%,"746,654","28,981","116,329","10,678","10,894,585"
Ecuador,"197,391","11,116",0,0%,356,"13,756",775,0,0%,"669,871","13,831","169,804","9,562","17,757,446"
Egypt,"118,014","1,144",0,0%,46,"6,750",65,0,0%,"1,000,000","7,940","103,324","1,002","103,155,589"
El Salvador,"40,131","6,174",201,0.5%,65,"1,159",178,6,0.52%,"564,906","2,447","36,525","5,619","6,500,311"
Equatorial Guinea,"5,159","3,627",0,0%,NA,85,60,0,0%,"70,998",51,"5,023","3,532","1,422,319"
Eritrea,632,177,0,0%,NA,NA,NA,0,0%,"21,655",NA,508,142,"3,567,406"
Estonia,"14,978","11,288",479,3.3%,17,131,99,5,3.97%,"511,618","5,888","8,959","6,752","1,326,921"
Eswatini,"6,495","5,574",0,0%,11,122,105,0,0%,"63,144",295,"6,078","5,216","1,165,317"
Ethiopia,"112,740",970,0,0%,317,"1,745",15,0,0%,"1,664,375","31,416","79,579",685,"116,168,018"
Fiji,44,NA,0,0%,NA,2,2,0,0%,"16,703",9,33,NA,"899,239"
Finland,"27,631","4,984",413,1.52%,21,415,75,0,0%,"2,049,857","9,116","18,100","3,265","5,544,441"
France,"2,281,475","34,919",0,0%,"3,230","54,981",842,0,0%,"20,957,718","2,057,136","169,358","2,592","65,335,918"
Gabon,"9,254","4,117",0,0%,6,60,27,0,0%,"311,091",88,"9,106","4,051","2,247,973"
The Gambia,"3,770","1,542",0,0%,2,123,50,0,0%,"26,072",32,"3,615","1,478","2,445,287"
Georgia,"162,475","40,763","4,321",2.73%,NA,"1,504",377,42,2.87%,"1,586,536","27,460","133,511","33,496","3,985,847"
Ghana,"52,096","1,662",0,0%,19,325,10,0,0%,"601,007",847,"50,924","1,624","31,348,349"
Greece,"114,568","11,015",0,0%,594,"2,902",279,0,0%,"2,469,947","88,592","23,074","2,218","10,400,924"
Grenada,41,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,39,NA,"112,748"
Guatemala,"125,352","6,942",0,0%,5,"4,239",235,0,0%,"555,213","7,243","113,870","6,306","18,056,618"
Guinea,"13,233",996,0,0%,24,76,6,0,0%,"79,810",802,"12,355",930,"13,283,100"
Guinea-Bissau,"2,441","1,228",0,0%,5,44,22,0,0%,"29,037",70,"2,327","1,171","1,987,697"
Guyana,"5,637",NA,0,0%,5,151,NA,0,0%,"31,684",753,"4,733",NA,"788,188"
Haiti,"9,370",817,0,0%,NA,233,20,0,0%,"34,734",991,"8,146",711,"11,462,049"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"109,960","11,027",0,0%,121,"2,941",295,0,0%,"271,223","57,923","49,096","4,923","9,971,823"
Hungary,"250,278","25,936","6,697",2.75%,656,"5,868",608,162,2.84%,"1,941,724","172,728","71,682","7,428","9,649,710"
Iceland,"5,476",NA,0,0%,2,27,NA,0,0%,"397,527",196,"5,253",NA,"342,196"
Indonesia,"575,796","2,096","6,089",1.07%,NA,"17,740",65,151,0.86%,"5,981,908","83,285","474,771","1,728","274,763,993"
Iran,"1,028,986","12,184",0,0%,"5,817","50,016",592,0,0%,"6,342,628","259,262","719,708","8,522","84,453,032"
Iraq,"562,520","13,853",0,0%,239,"12,411",306,0,0%,"3,639,831","58,452","491,657","12,108","40,605,145"
Ireland,"73,948","14,905",0,0%,28,"2,099",423,0,0%,"2,010,334","48,485","23,364","4,709","4,961,427"
Israel,"344,066","37,408",240,0.07%,311,"2,909",316,0,0%,"5,605,071","13,189","327,968","35,658","9,197,590"
Jamaica,"11,063","3,729",0,0%,7,261,88,0,0%,"118,398","3,936","6,866","2,314","2,966,741"
Jordan,"237,513","23,180",0,0%,406,"3,010",294,0,0%,"2,667,541","52,040","182,463","17,807","10,246,599"
Kazakhstan,"179,344","9,503",773,0.43%,221,"2,488",132,0,0%,"4,206,738","25,722","151,134","8,008","18,872,900"
Kenya,"87,984","1,621",0,0%,76,"1,518",28,0,0%,"927,082","17,934","68,532","1,263","54,273,641"
South Korea,"37,546",732,631,1.71%,125,545,11,5,0.93%,"3,194,867","7,873","29,128",568,"51,288,272"
Kosovo,"42,337",NA,0,0%,NA,"1,087",NA,0,0%,NA,NA,"27,821",NA,NA
Kuwait,"144,164","33,546",0,0%,83,889,207,0,0%,"1,137,692","3,665","139,610","32,486","4,297,548"
Kyrgyzstan,"74,973","11,411",199,0.27%,133,"1,295",197,5,0.39%,"519,585","6,685","66,993","10,197","6,570,097"
Laos,39,5,0,0%,NA,NA,NA,0,0%,"80,962",NA,26,4,"7,320,668"
Latvia,"20,787","11,074",0,0%,46,253,135,0,0%,"666,781","18,668","1,866",994,"1,877,089"
Lebanon,"135,876","19,946",0,0%,379,"1,090",160,0,0%,"1,672,623","46,690","88,096","12,932","6,812,164"
Lesotho,"2,150","1,000",0,0%,NA,44,20,0,0%,"26,557",828,"1,278",595,"2,149,550"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,108,024"
Libya,"85,529","12,375",0,0%,NA,"1,219",176,0,0%,"450,525","28,262","56,048","8,110","6,911,249"
Liechtenstein,"1,378",NA,0,0%,16,17,NA,0,0%,"15,235",178,"1,183",NA,"38,175"
Lithuania,"74,649","27,590","2,219",3.06%,132,626,231,15,2.45%,"1,327,648","43,633","30,390","11,232","2,705,659"
Luxembourg,"37,684",NA,0,0%,40,350,NA,0,0%,"1,418,680","9,305","28,029",NA,"630,322"
Madagascar,"17,513",626,0,0%,16,255,9,0,0%,"95,472",331,"16,927",605,"27,991,823"
Malawi,"6,049",313,0,0%,4,185,10,0,0%,"75,984",388,"5,476",283,"19,338,802"
Malaysia,"71,359","2,193",0,0%,130,380,12,0,0%,"2,769,720","10,775","60,204","1,850","32,543,464"
Maldives,"13,159",NA,0,0%,12,47,NA,0,0%,"248,889",848,"12,264",NA,"544,599"
Mali,"5,062",247,0,0%,NA,163,8,0,0%,"104,321","1,565","3,334",163,"20,496,522"
Malta,"10,423",NA,0,0%,18,149,NA,0,0%,"442,487","1,985","8,289",NA,"442,051"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,362"
Mauritania,"9,359","1,991",0,0%,30,184,39,0,0%,"106,996","1,340","7,835","1,667","4,701,271"
Mauritius,508,399,0,0%,NA,10,8,0,0%,"289,552",33,465,365,"1,272,680"
Moldova,"115,557","28,675",0,0%,269,"2,403",596,0,0%,"480,248","13,548","99,606","24,717","4,029,896"
Monaco,637,NA,0,0%,4,3,NA,0,0%,"51,953",62,572,NA,"39,362"
Mongolia,849,257,7,0.83%,2,NA,NA,0,0%,"270,528",NA,384,116,"3,300,812"
Montenegro,"37,879",NA,0,0%,68,530,NA,0,0%,"142,221","10,540","26,809",NA,"628,100"
Morocco,"376,738","10,155",0,0%,960,"6,184",167,0,0%,"4,058,751","42,861","327,693","8,833","37,097,956"
Mozambique,"16,133",510,0,0%,NA,133,4,0,0%,"237,408","1,657","14,343",454,"31,624,580"
Namibia,"14,950","5,839",0,0%,5,152,59,0,0%,"163,135",890,"13,908","5,432","2,560,497"
Nepal,"239,885","8,170",0,0%,NA,"1,577",54,0,0%,"1,778,024","14,255","224,053","7,631","29,359,962"
New Zealand,"2,078",415,0,0%,NA,25,5,0,0%,"1,309,992",56,"1,997",399,"5,002,100"
Nicaragua,"5,838",877,0,0%,NA,161,24,0,0%,NA,NA,"4,225",635,"6,658,312"
Niger,"1,789",73,0,0%,9,77,3,0,0%,"47,907",475,"1,237",50,"24,572,889"
Nigeria,"68,937",331,0,0%,10,"1,180",6,0,0%,"791,539","3,107","64,650",310,"208,300,510"
North Macedonia,"67,311","32,309",0,0%,138,"1,901",912,0,0%,"347,080","22,538","42,872","20,579","2,083,337"
Norway,"38,073","6,999",0,0%,37,354,65,0,0%,"2,350,736","10,305","27,414","5,040","5,439,466"
Oman,"124,886","24,196",557,0.45%,88,"1,444",280,9,0.63%,"571,472","7,088","116,354","22,543","5,161,520"
Panama,"175,907","40,497",0,0%,161,"3,173",730,0,0%,"970,591","21,487","151,247","34,819","4,343,753"
Papua New Guinea,671,74,0,0%,NA,7,1,0,0%,"32,221",67,597,66,"9,019,125"
Paraguay,"87,213","12,164",0,0%,140,"1,833",256,0,0%,"469,346","24,097","61,283","8,547","7,170,051"
Philippines,"439,834","3,991","1,768",0.4%,"1,401","8,554",78,29,0.34%,"5,942,296","22,646","408,634","3,708","110,204,949"
Poland,"1,063,449","28,112","9,176",0.87%,"1,900","20,089",531,228,1.15%,"6,456,364","336,640","706,720","18,682","37,828,650"
Portugal,"318,640","31,289",0,0%,517,"4,876",479,0,0%,"4,722,013","73,561","240,203","23,587","10,183,807"
Qatar,"139,783","49,784",0,0%,36,239,85,0,0%,"1,133,075","2,484","137,060","48,814","2,807,805"
Romania,"508,345","26,501",0,0%,"1,280","12,186",635,0,0%,"4,237,925","96,952","399,207","20,812","19,181,829"
Rwanda,"6,084",465,0,0%,NA,51,4,0,0%,"642,657",337,"5,696",435,"13,088,013"
Saint Kitts and Nevis,25,NA,0,0%,NA,NA,NA,0,0%,"4,313",NA,20,NA,"53,361"
Saint Lucia,265,NA,0,0%,NA,2,NA,0,0%,"16,641",105,158,NA,"183,989"
Saint Vincent and the Grenadines,87,NA,0,0%,NA,NA,NA,0,0%,"10,423",NA,80,NA,"111,092"
San Marino,"1,789",NA,0,0%,8,48,NA,0,0%,"19,028",329,"1,412",NA,"33,962"
SÃ£o TomÃ© and PrÃ­ncipe,999,NA,0,0%,NA,17,NA,0,0%,"7,498",45,937,NA,"220,891"
Saudi Arabia,"358,526","10,230",0,0%,603,"5,954",170,0,0%,"9,830,703","4,010","348,562","9,946","35,045,284"
Senegal,"16,397",969,0,0%,8,337,20,0,0%,"235,788",329,"15,731",929,"16,930,251"
Serbia,"213,843","24,517",0,0%,279,"1,891",217,0,0%,"1,885,460","180,416","31,536","3,616","8,722,084"
Seychelles,184,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,609"
Sierra Leone,"2,420",301,0,0%,NA,74,9,0,0%,NA,NA,"1,843",229,"8,045,900"
Singapore,"58,260","9,925",5,0.01%,NA,29,5,0,0%,"4,658,858",73,"58,158","9,907","5,870,123"
Slovakia,"116,731","21,376","1,269",1.1%,247,996,182,15,1.53%,"1,135,111","33,069","82,666","15,138","5,460,786"
Slovenia,"84,775","40,776",0,0%,193,"1,700",818,0,0%,"552,142","20,475","62,600","30,110","2,079,062"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"694,010"
Somalia,"4,525",281,0,0%,NA,121,8,0,0%,NA,NA,"3,480",216,"16,080,166"
South Africa,"810,449","13,592",0,0%,546,"22,067",370,0,0%,"5,565,928","44,084","744,298","12,482","59,628,760"
South Sudan,"3,166",281,0,0%,1,62,6,0,0%,"61,964",127,"2,977",265,"11,249,945"
Sri Lanka,"27,228","1,269",0,0%,NA,137,6,0,0%,"903,280","6,631","20,460",954,"21,451,975"
Sudan,"19,196",433,0,0%,NA,"1,290",29,0,0%,NA,NA,"10,942",247,"44,282,906"
Suriname,"5,324",NA,0,0%,2,117,NA,0,0%,"22,171",0,"5,207",NA,"588,889"
Switzerland,"344,497","39,680",0,0%,479,"5,324",613,0,0%,"2,836,245","78,573","260,600","30,017","8,681,846"
Syria,"8,320",471,0,0%,NA,442,25,0,0%,NA,NA,"3,879",219,"17,680,556"
Taiwan,716,30,23,3.32%,NA,7,NA,0,0%,"112,558",135,574,24,"23,835,407"
Tajikistan,"12,389","1,287",0,0%,NA,87,9,0,0%,NA,NA,"11,796","1,225","9,628,462"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,451,126"
Thailand,"4,086",58,14,0.34%,1,60,1,0,0%,"977,854",173,"3,853",55,"69,875,636"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,127"
Togo,"3,085",369,0,0%,NA,65,8,0,0%,"153,945",396,"2,624",314,"8,360,900"
Trinidad and Tobago,"6,751","4,817",0,0%,38,122,87,0,0%,"37,410",722,"5,907","4,215","1,401,444"
Tunisia,"102,991","8,675",0,0%,288,"3,526",297,0,0%,"481,662","23,024","76,441","6,439","11,871,659"
Turkey,"797,893","9,417",0,0%,"5,800","14,705",174,0,0%,"19,517,084","355,946","427,242","5,043","84,728,194"
Uganda,"22,188",479,0,0%,NA,206,4,0,0%,"638,787","12,865","9,117",197,"46,347,726"
United Arab Emirates,"175,276","17,631",0,0%,NA,589,59,0,0%,"17,323,578","16,189","158,498","15,943","9,941,576"
Uruguay,"6,965","2,002",0,0%,28,81,23,0,0%,"460,820","1,938","4,946","1,422","3,478,926"
Uzbekistan,"73,904","2,195",153,0.21%,177,611,18,0,0%,"1,377,915","2,120","71,173","2,113","33,676,453"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,185"
Venezuela,"104,177","3,668",0,0%,117,916,32,0,0%,"2,317,442","4,382","98,879","3,482","28,400,979"
Vietnam,"1,365",14,0,0%,NA,35,NA,0,0%,"1,339,465",110,"1,220",12,"97,714,718"
Palestine,"96,098","18,654",0,0%,69,812,158,0,0%,"722,951","24,050","71,236","13,828","5,151,649"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,552"
Yemen,"2,304",77,0,0%,4,633,21,0,0%,"17,157",124,"1,547",51,"30,104,569"
Zambia,"17,898",962,0,0%,NA,364,20,0,0%,"436,525",366,"17,168",923,"18,600,999"
Zimbabwe,"10,617",710,0,0%,NA,291,19,0,0%,"186,397","1,482","8,844",591,"14,955,363"
United States,"14,983,425","45,153",0,0%,"26,261","287,825",867,0,0%,"205,841,812","5,907,862","8,787,738","26,482","331,838,624"
India,"9,644,529","6,959",0,0%,"8,944","140,216",101,0,0%,"146,986,575","403,521","9,100,792","6,567","1,385,826,873"
Brazil,"6,577,177","30,848",0,0%,"8,318","176,641",828,0,0%,"25,700,000","639,173","5,761,363","27,022","213,209,454"
Russia,"2,460,770","16,859","29,039",1.19%,"2,300","43,141",296,457,1.07%,"79,300,000","479,891","1,937,738","13,276","145,961,541"
Italy,"1,709,991","28,300",0,0%,"3,517","754,169","12,481",0,0%,"22,962,114","59,514","896,308","14,834","60,423,291"
United Kingdom,"1,705,971","25,073",0,0%,"1,274","61,014",897,0,0%,"44,812,139",NA,NA,NA,"68,039,683"
Spain,"1,684,647","36,026",0,0%,"2,371","46,252",989,0,0%,"22,992,742","1,488,019","150,376","3,216","46,762,615"
Colombia,"1,362,249","26,650",0,0%,"2,376","37,633",736,0,0%,"6,702,477","74,914","1,249,702","24,449","51,115,456"
Germany,"1,170,095","13,946",0,0%,"4,051","18,975",226,0,0%,"29,141,172","315,420","835,700","9,961","83,899,597"
Mexico,"1,168,395","9,021","11,625",1%,"3,363","109,456",845,593,0.54%,"3,005,228","199,476","859,463","6,636","129,513,719"
Peru,"972,688","29,326",0,0%,976,"36,231","1,092",0,0%,"5,154,919","30,761","905,696","27,306","33,168,204"
Ukraine,"813,306","18,645","11,590",1.45%,177,"13,588",312,167,1.24%,"4,702,234","381,137","418,581","9,596","43,619,452"
Belgium,"589,942","50,807","2,503",0.43%,753,"17,254","1,486",112,0.65%,"6,082,316","533,503","39,185","3,375","11,611,376"
Chile,"558,668","29,117",0,0%,664,"15,592",813,0,0%,"5,495,597","11,533","531,543","27,704","19,186,701"
Netherlands,"550,445","32,094",0,0%,486,"9,662",563,0,0%,"4,043,482",NA,NA,NA,"17,151,253"
Pakistan,"416,499","1,870","3,308",0.8%,"2,436","8,361",38,58,0.7%,"5,754,986","53,126","355,012","1,594","222,716,185"
Canada,"412,530","10,889",0,0%,530,"12,606",333,0,0%,"11,905,770","70,261","329,663","8,702","37,884,304"
Sweden,"278,912","27,543",0,0%,249,"7,067",698,0,0%,"3,457,247",NA,NA,NA,"10,126,378"
Japan,"157,674","1,248",0,0%,520,"2,283",18,0,0%,"3,715,130","21,948","133,443","1,056","126,308,421"
Australia,"27,965","1,091",9,0.03%,NA,908,35,0,0%,"10,184,257","1,418","25,639","1,000","25,626,645"
French Polynesia,"15,107",NA,0,0%,25,79,NA,0,0%,"26,355","10,186","4,842",NA,"281,607"
French Guiana,"11,407",NA,0,0%,1,71,NA,0,0%,"85,265","1,341","9,995",NA,"301,953"
Guadeloupe,"8,427",NA,0,0%,7,149,NA,0,0%,"77,192","6,036","2,242",NA,"400,154"
Reunion,"8,200",NA,0,0%,17,41,NA,0,0%,"48,859",430,"7,729",NA,"898,061"
Martinique,"5,520",NA,0,0%,9,41,NA,0,0%,"65,748","5,381",98,NA,"375,139"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,601"
Aruba,"4,957",NA,0,0%,4,45,NA,0,0%,"52,200",149,"4,763",NA,"106,962"
Curacao,"3,011",NA,0,0%,13,7,NA,0,0%,"25,045","1,676","1,328",NA,"164,382"
Channel Islands,"1,549",NA,0,0%,10,48,NA,0,0%,"199,491",489,"1,012",NA,"174,551"
Sint Maarten,"1,139",NA,19,1.7%,6,26,NA,0,0%,"7,893",96,"1,017",NA,"43,085"
Gibraltar,"1,048",NA,0,0%,1,5,NA,0,0%,"95,790",63,980,NA,"33,687"
Turks and Caicos Islands,756,NA,0,0%,1,6,NA,0,0%,"9,247",10,740,NA,"38,941"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,947"
Faroe Islands,506,NA,0,0%,NA,NA,NA,0,0%,"170,817",NA,500,NA,"48,943"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"18,834",1,344,NA,"85,227"
Bermuda,288,NA,0,0%,1,9,NA,0,0%,"111,870",63,216,NA,"62,178"
Cayman Islands,288,NA,0,0%,1,2,NA,0,0%,"53,727",29,257,NA,"66,053"
Caribbean Netherlands,164,NA,0,0%,NA,3,NA,0,0%,"3,681",3,158,NA,"26,328"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,72,NA,0,0%,NA,1,NA,0,0%,"6,431",0,71,NA,"30,318"
New Caledonia,35,NA,0,0%,NA,NA,NA,0,0%,"17,928",NA,32,NA,"286,676"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,813"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,454",NA,15,NA,"3,523"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,7,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,061"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,153"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"198,981"
China,"86,619",60,18,0.02%,6,"4,634",3,0,0%,"160,000,000",279,"81,706",57,"1,439,323,776"
