Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Czechia,"563,333","52,561","6,402",1.15%,550,"9,226",861,38,0.41%,"3,269,653","60,161","493,946","46,087","10,717,784"
Denmark,"100,489","17,322","3,132",3.22%,40,918,158,14,1.55%,"8,256,533","23,907","75,664","13,043","5,801,228"
Djibouti,"5,717",NA,0,0%,NA,61,61,0,0%,"94,295",57,"5,599",NA,"994,296"
Dominica,85,NA,0,0%,NA,NA,NA,0,0%,"6,175",NA,76,NA,"72,065"
Dominican Republic,"151,721","13,925","1,560",1.04%,218,"2,358",216,8,0.34%,"774,387","30,593","118,770","10,901","10,895,773"
Ecuador,"199,228","11,218",0,0%,348,"13,814",778,0,0%,"676,955","11,226","174,188","9,808","17,760,376"
Egypt,"119,702","1,160",0,0%,46,"6,832",66,0,0%,"1,000,000","8,796","104,074","1,009","103,176,715"
El Salvador,"40,741","6,267",0,0%,71,"1,180",182,6,0.51%,"572,266","2,389","37,172","5,718","6,500,668"
Equatorial Guinea,"5,183","3,643",0,0%,NA,85,60,0,0%,"72,105",50,"5,048","3,548","1,422,825"
Eritrea,656,184,7,1.08%,NA,NA,NA,0,0%,"22,647",NA,525,147,"3,567,942"
Estonia,"16,598","12,509",544,3.39%,24,141,106,2,1.44%,"529,988","6,512","9,945","7,495","1,326,931"
Eswatini,"6,612","5,673",0,0%,11,125,107,0,0%,"63,144",312,"6,175","5,298","1,165,448"
Ethiopia,"114,834",988,0,0%,326,"1,769",15,0,0%,"1,683,558","25,821","87,244",751,"116,199,234"
Fiji,44,NA,0,0%,NA,2,2,0,0%,"17,576",7,35,NA,"899,310"
Finland,"29,572","5,334",840,2.92%,25,442,80,9,2.08%,"2,136,400","9,130","20,000","3,607","5,544,535"
France,"2,324,216","35,572",0,0%,"3,041","56,648",867,0,0%,"28,023,593","2,094,321","173,247","2,652","65,337,492"
Gabon,"9,300","4,136",0,0%,9,62,28,0,0%,"322,361",83,"9,155","4,072","2,248,549"
The Gambia,"3,776","1,544",0,0%,1,123,50,0,0%,"26,604",22,"3,631","1,484","2,446,032"
Georgia,"178,953","44,898","4,570",2.62%,NA,"1,657",416,43,2.66%,"1,647,979","28,964","148,332","37,215","3,985,763"
Ghana,"52,738","1,682",116,0.22%,15,326,10,0,0%,"616,231",894,"51,518","1,643","31,355,452"
Greece,"119,720","11,511",0,0%,578,"3,289",316,0,0%,"2,522,718","93,357","23,074","2,219","10,400,371"
Grenada,43,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,41,NA,"112,753"
Guatemala,"127,786","7,076",659,0.52%,5,"4,345",241,34,0.79%,"571,129","6,999","116,442","6,447","18,060,245"
Guinea,"13,325","1,003",0,0%,24,79,6,0,0%,"82,528",698,"12,548",944,"13,287,007"
Guinea-Bissau,"2,444","1,229",0,0%,5,44,22,0,0%,"33,033",63,"2,337","1,175","1,988,206"
Guyana,"5,732",NA,0,0%,5,154,NA,0,0%,"32,782",690,"4,888",NA,"788,230"
Haiti,"9,434",823,0,0%,NA,233,20,0,0%,"34,734","1,031","8,170",713,"11,463,568"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"112,792","11,309",617,0.55%,112,"2,961",297,9,0.3%,"277,350","58,943","50,888","5,102","9,973,546"
Hungary,"265,003","27,463","5,415",2.09%,645,"6,451",669,171,2.72%,"2,216,880","181,190","77,362","8,017","9,649,443"
Iceland,"5,524",NA,8,0.15%,3,28,NA,0,0%,"403,640",183,"5,313",NA,"342,220"
Indonesia,"598,933","2,180","6,033",1.02%,NA,"18,336",67,165,0.91%,"6,200,252","88,622","491,975","1,790","274,795,584"
Iran,"1,083,023","12,822","10,403",0.97%,"5,768","51,496",610,284,0.55%,"6,568,472","253,360","778,167","9,213","84,464,781"
Iraq,"571,253","14,065","1,380",0.24%,218,"12,526",308,25,0.2%,"3,803,674","56,760","501,967","12,359","40,615,033"
Ireland,"74,900","15,095",0,0%,38,"2,102",424,0,0%,"2,063,450","49,434","23,364","4,709","4,962,029"
Israel,"351,579","38,225","1,308",0.37%,321,"2,937",319,3,0.1%,"64,578,189","15,997","332,645","36,167","9,197,590"
Jamaica,"11,443","3,857",74,0.65%,9,270,91,4,1.5%,"122,930","3,651","7,522","2,535","2,966,882"
Jordan,"253,121","24,700","2,902",1.16%,373,"3,250",317,44,1.37%,"2,777,801","43,233","206,638","20,164","10,247,705"
Kazakhstan,"182,657","9,677",777,0.43%,221,"2,546",135,0,0%,"4,795,216","25,679","154,432","8,182","18,875,354"
Kenya,"90,305","1,663",644,0.72%,55,"1,568",29,16,1.03%,"945,747","17,483","71,254","1,313","54,286,616"
South Korea,"40,098",782,682,1.73%,172,564,11,8,1.44%,"3,277,947","8,897","30,637",597,"51,288,752"
Kosovo,"44,442",NA,0,0%,NA,"1,148",NA,0,0%,NA,NA,"31,041",NA,NA
Kuwait,"145,204","33,782",0,0%,79,905,211,0,0%,"1,158,859","3,310","140,989","32,802","4,298,239"
Kyrgyzstan,"76,391","11,625",379,0.5%,106,"1,306",199,3,0.23%,"537,462","6,191","68,894","10,484","6,571,274"
Laos,41,6,0,0%,NA,NA,NA,0,0%,"83,753",NA,33,5,"7,321,822"
Latvia,"23,706","12,631",890,3.9%,45,304,162,11,3.75%,"704,053","21,536","1,866",994,"1,876,862"
Lebanon,"140,409","20,613",0,0%,385,"1,156",170,0,0%,"1,728,980","45,211","94,042","13,806","6,811,831"
Lesotho,"2,178","1,013",14,0.65%,NA,44,20,0,0%,"27,391",851,"1,283",597,"2,149,735"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,109,326"
Libya,"89,183","12,902",661,0.75%,NA,"1,273",184,12,0.95%,"474,223","28,688","59,222","8,568","6,912,270"
Liechtenstein,"1,441",NA,9,0.63%,20,19,NA,0,0%,"15,808",140,"1,282",NA,"38,176"
Lithuania,"83,883","31,008","3,330",4.13%,173,735,272,31,4.4%,"1,372,990","48,173","34,975","12,929","2,705,247"
Luxembourg,"38,864",NA,0,0%,43,369,NA,0,0%,"1,446,528","8,703","29,792",NA,"630,433"
Madagascar,"17,473",624,0,0%,16,255,9,0,0%,"95,472",291,"16,927",605,"27,999,629"
Malawi,"6,051",313,0,0%,4,186,10,0,0%,"77,323",378,"5,487",284,"19,344,222"
Malaysia,"78,499","2,412","2,234",2.93%,124,396,12,3,0.76%,"2,871,261","11,867","66,236","2,035","32,547,996"
Maldives,"13,274",NA,0,0%,12,47,NA,0,0%,"261,047",636,"12,591",NA,"544,704"
Mali,"5,469",267,0,0%,NA,181,9,0,0%,"108,259","1,834","3,454",168,"20,502,923"
Malta,"10,884",NA,106,0.98%,18,164,NA,4,2.5%,"455,897","1,872","8,848",NA,"442,064"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,366"
Mauritania,"10,105","2,149",0,0%,37,202,43,0,0%,"106,996","1,978","7,925","1,685","4,702,611"
Mauritius,515,405,0,0%,NA,10,8,0,0%,"289,552",27,478,376,"1,272,703"
Moldova,"122,685","30,444","1,715",1.42%,286,"2,500",620,19,0.77%,"496,181","14,947","105,238","26,115","4,029,794"
Monaco,655,NA,0,0%,4,3,NA,0,0%,"51,953",67,585,NA,"39,365"
Mongolia,898,272,5,0.56%,6,NA,NA,0,0%,"366,851",NA,384,116,"3,301,389"
Montenegro,"39,607",NA,0,0%,68,556,NA,0,0%,"148,056","10,590","28,461",NA,"628,101"
Morocco,"388,184","10,462",0,0%,945,"6,427",173,0,0%,"4,122,663","40,072","341,685","9,209","37,102,736"
Mozambique,"16,521",522,81,0.49%,NA,139,4,1,0.72%,"243,314","1,667","14,715",465,"31,634,187"
Namibia,"15,773","6,159",301,1.95%,10,158,62,3,1.94%,"170,817","1,397","14,218","5,552","2,561,001"
Nepal,"245,650","8,365","1,217",0.5%,NA,"1,663",57,12,0.73%,"1,813,204","12,386","231,601","7,887","29,365,697"
New Zealand,"2,088",417,0,0%,NA,25,5,0,0%,"1,321,598",55,"2,008",401,"5,002,100"
Nicaragua,"5,887",884,0,0%,NA,162,24,0,0%,NA,NA,"4,225",634,"6,659,174"
Niger,"2,078",85,0,0%,9,79,3,0,0%,"50,488",758,"1,241",50,"24,582,524"
Nigeria,"70,669",339,0,0%,10,"1,184",6,0,0%,"817,913","4,243","65,242",313,"208,356,517"
North Macedonia,"69,954","33,578",0,0%,138,"2,023",971,0,0%,"354,205","21,579","46,352","22,249","2,083,336"
Norway,"39,768","7,310",243,0.61%,34,382,70,21,5.82%,"2,421,445","4,923","34,463","6,335","5,439,929"
Oman,"125,669","24,341",179,0.14%,65,"1,463",283,2,0.14%,"571,472","6,879","117,327","22,725","5,162,944"
Panama,"182,977","42,117",0,0%,170,"3,264",751,0,0%,"1,007,599","22,843","156,870","36,108","4,344,496"
Papua New Guinea,684,76,0,0%,NA,7,1,0,0%,"32,221",76,601,67,"9,020,980"
Paraguay,"90,146","12,571",0,0%,149,"1,901",265,0,0%,"485,100","24,354","63,891","8,910","7,171,008"
Philippines,"445,540","4,042","1,383",0.31%,"1,401","8,701",79,24,0.28%,"6,122,123","27,781","409,058","3,711","110,220,891"
Poland,"1,102,096","29,134","13,749",1.26%,"1,775","21,630",572,470,2.22%,"6,586,361","288,347","792,119","20,940","37,828,199"
Portugal,"335,207","32,917","3,134",0.94%,509,"5,278",518,86,1.66%,"4,805,677","70,381","259,548","25,487","10,183,483"
Qatar,"140,516","50,045",163,0.12%,24,240,85,0,0%,"1,154,919","2,243","138,033","49,160","2,807,805"
Romania,"539,107","28,107","7,067",1.33%,"1,288","12,948",675,127,0.99%,"4,356,567","91,480","434,679","22,663","19,180,434"
Rwanda,"6,278",480,0,0%,NA,53,4,0,0%,"654,322",510,"5,715",437,"13,091,533"
Saint Kitts and Nevis,25,NA,0,0%,NA,NA,NA,0,0%,"4,332",NA,23,NA,"53,365"
Saint Lucia,271,NA,0,0%,NA,3,NA,0,0%,"17,063",91,177,NA,"183,998"
Saint Vincent and the Grenadines,91,NA,1,1.11%,NA,NA,NA,0,0%,"11,526",NA,80,NA,"111,096"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"198,996"
San Marino,"1,868",NA,34,1.85%,7,49,NA,0,0%,"20,145",295,"1,524",NA,"33,963"
SÃ£o TomÃ© and PrÃ­ncipe,"1,005",NA,0,0%,NA,17,NA,0,0%,"7,498",42,946,NA,"220,936"
Saudi Arabia,"359,274","10,250",0,0%,550,"6,002",171,0,0%,"9,990,424","3,648","349,624","9,975","35,051,213"
Senegal,"16,766",990,101,0.61%,12,343,20,2,0.59%,"241,073",473,"15,950",942,"16,935,090"
Serbia,"249,224","28,575","7,393",3.06%,323,"2,172",249,56,2.65%,"1,980,272","215,516","31,536","3,616","8,721,701"
Seychelles,184,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,616"
Sierra Leone,"2,434",302,0,0%,NA,74,9,0,0%,NA,NA,"1,847",230,"8,047,676"
Singapore,"58,297","9,930",6,0.01%,NA,29,5,0,0%,"4,834,370",80,"58,188","9,912","5,870,625"
Slovakia,"124,921","22,876","3,125",2.57%,286,"1,104",202,20,1.85%,"1,177,178","32,362","91,455","16,748","5,460,815"
Slovenia,"91,922","44,213","1,849",2.05%,187,"1,949",937,49,2.58%,"577,208","20,803","69,170","33,270","2,079,065"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"694,195"
Somalia,"4,579",285,0,0%,NA,121,8,0,0%,NA,NA,"3,529",219,"16,085,031"
South Africa,"828,598","13,894",0,0%,546,"22,574",379,0,0%,"5,690,263","51,366","754,658","12,654","59,636,931"
South Sudan,"3,181",283,0,0%,1,62,6,0,0%,"62,494",116,"3,003",267,"11,251,379"
Sri Lanka,"30,613","1,427",541,1.8%,NA,146,7,2,1.39%,"941,468","8,206","22,261","1,038","21,452,954"
Sudan,"20,468",462,172,0.85%,NA,"1,319",30,10,0.76%,NA,NA,"11,673",264,"44,294,125"
Suriname,"5,333",NA,0,0%,2,117,NA,0,0%,"22,391",NA,"5,217",NA,"588,947"
Switzerland,"368,695","42,464","5,041",1.39%,456,"5,791",667,81,1.42%,"2,985,976","74,504","288,400","33,216","8,682,537"
Syria,"8,675",491,0,0%,NA,465,26,0,0%,NA,NA,"4,114",233,"17,685,216"
Taiwan,724,30,4,0.56%,NA,7,NA,0,0%,"113,526",127,590,25,"23,835,877"
Tajikistan,"12,588","1,307",37,0.29%,NA,88,9,0,0%,NA,NA,"12,009","1,247","9,630,809"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,469,795"
Thailand,"4,169",60,18,0.43%,1,60,1,0,0%,"977,854",221,"3,888",56,"69,877,544"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,402"
Togo,"3,151",377,0,0%,NA,65,8,0,0%,"157,074",387,"2,699",323,"8,363,026"
Trinidad and Tobago,"6,808","4,858",0,0%,2,122,87,0,0%,"37,942",650,"6,036","4,307","1,401,494"
Tunisia,"106,856","9,000",0,0%,276,"3,717",313,0,0%,"495,913","21,935","81,204","6,839","11,873,009"
Turkey,"925,342","10,920",0,0%,"5,901","15,531",183,0,0%,"20,294,377","462,450","447,361","5,279","84,738,106"
Uganda,"25,059",540,0,0%,NA,219,5,0,0%,"660,758","15,330","9,510",205,"46,363,589"
United Arab Emirates,"181,405","18,245","1,255",0.7%,NA,602,61,4,0.67%,"17,955,603","19,062","161,741","16,267","9,942,882"
Uruguay,"8,104","2,329",0,0%,28,87,25,0,0%,"484,274","2,453","5,564","1,599","3,479,057"
Uzbekistan,"74,498","2,212",146,0.2%,179,611,18,0,0%,"1,377,915","2,147","71,740","2,130","33,681,756"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,264"
Venezuela,"105,852","3,727",0,0%,117,933,33,0,0%,"2,331,439","3,967","100,952","3,555","28,400,102"
Vietnam,"1,385",14,4,0.29%,NA,35,NA,0,0%,"1,339,465",125,"1,225",13,"97,724,280"
Palestine,"104,879","20,353","1,887",1.83%,81,910,177,20,2.25%,"753,340","25,254","78,715","15,276","5,152,948"
Yemen,"2,079",69,0,0%,23,606,20,0,0%,"17,404",90,"1,383",46,"30,111,765"
Zambia,"18,091",972,29,0.16%,NA,364,20,0,0%,"467,787",420,"17,307",930,"18,606,648"
Zimbabwe,"11,007",736,0,0%,NA,304,20,0,0%,"187,667","1,556","9,147",612,"14,957,728"
United States,"15,838,431","47,726","16,817",0.11%,"27,312","296,959",895,239,0.08%,"213,241,813","6,306,156","9,235,316","27,829","331,859,797"
India,"9,780,486","7,057","18,160",0.19%,"8,944","141,977",102,242,0.17%,"150,759,726","370,017","9,268,492","6,687","1,385,975,035"
Brazil,"6,730,118","31,563",0,0%,"8,318","179,032",840,0,0%,"25,700,000","649,575","5,901,511","27,677","213,225,942"
Russia,"2,569,126","17,601","27,927",1.1%,"2,300","45,280",310,562,1.26%,"81,021,364","490,177","2,033,669","13,933","145,962,223"
Italy,"1,770,149","29,296",0,0%,"3,517","61,739","1,022",0,0%,"23,504,588","710,515","997,895","16,515","60,422,323"
United Kingdom,"1,766,819","25,966",0,0%,"1,272","62,566",919,0,0%,"46,344,703",NA,NA,NA,"68,043,572"
Spain,"1,712,101","36,612",0,0%,"2,179","47,019","1,005",0,0%,"24,101,272","1,514,706","150,376","3,216","46,762,812"
Colombia,"1,392,133","27,232",0,0%,"2,376","38,308",749,0,0%,"6,855,035","66,228","1,287,597","25,187","51,121,380"
Germany,"1,251,868","14,921","9,615",0.77%,"4,278","20,871",249,167,0.81%,"30,494,036","308,897","922,100","10,990","83,902,518"
Mexico,"1,205,229","9,305","11,974",1%,"3,515","111,655",862,781,0.7%,"3,086,510","204,406","889,168","6,865","129,528,514"
Peru,"977,312","29,461",0,0%,"1,016","36,455","1,099",0,0%,"5,204,299","28,356","912,501","27,507","33,173,225"
Ukraine,"858,714","19,688","13,371",1.58%,177,"14,470",332,266,1.87%,"4,838,979","379,223","465,021","10,662","43,616,596"
Belgium,"597,643","51,468","3,071",0.52%,662,"17,603","1,516",96,0.55%,"6,191,181","539,499","40,541","3,491","11,611,926"
Netherlands,"585,685","34,147","8,720",1.51%,491,"9,902",577,61,0.62%,"5,077,285",NA,NA,NA,"17,151,667"
Chile,"566,440","29,520","1,662",0.29%,671,"15,774",822,84,0.54%,"5,659,403","10,378","540,288","28,157","19,188,492"
Canada,"439,129","11,590",0,0%,530,"13,008",343,0,0%,"12,226,406","70,733","355,388","9,380","37,887,917"
Pakistan,"429,280","1,927","3,138",0.74%,"2,575","8,603",39,56,0.66%,"5,906,146","46,376","374,301","1,680","222,763,138"
Sweden,"312,728","30,880",0,0%,252,"7,354",726,21,0.29%,"3,718,476",NA,NA,NA,"10,127,065"
Japan,"168,573","1,335","2,733",1.65%,543,"2,465",20,45,1.86%,"3,898,969","23,102","143,006","1,132","126,304,208"
Australia,"28,000","1,092",7,0.03%,NA,908,35,0,0%,"10,299,601","1,428","25,664","1,001","25,629,877"
French Polynesia,"15,411",NA,0,0%,25,90,NA,0,0%,"26,355","10,479","4,842",NA,"281,625"
French Guiana,"11,600",NA,0,0%,NA,71,NA,0,0%,"87,120","1,534","9,995",NA,"302,037"
Guadeloupe,"8,472",NA,0,0%,7,151,NA,0,0%,"78,966","6,079","2,242",NA,"400,154"
Reunion,"8,345",NA,0,0%,8,41,NA,0,0%,"48,859",575,"7,729",NA,"898,130"
Martinique,"5,575",NA,0,0%,10,42,NA,0,0%,"67,378","5,435",98,NA,"375,136"
Mayotte,"5,499",NA,0,0%,4,51,NA,0,0%,"27,129","2,484","2,964",NA,"275,673"
Aruba,"4,996",NA,0,0%,4,45,NA,0,0%,"53,920",95,"4,856",NA,"106,966"
Curacao,"3,325",NA,0,0%,18,8,NA,0,0%,"26,604","1,829","1,488",NA,"164,390"
Channel Islands,"1,786",NA,0,0%,10,48,NA,0,0%,"199,491",650,"1,088",NA,"174,569"
Sint Maarten,"1,185",NA,24,2.07%,4,26,NA,0,0%,"8,306",112,"1,047",NA,"43,090"
Gibraltar,"1,065",NA,0,0%,1,5,NA,0,0%,"98,775",51,"1,009",NA,"33,687"
Saint Martin,801,NA,0,0%,7,12,NA,0,0%,"7,838",114,675,NA,"38,954"
Turks and Caicos Islands,768,NA,7,0.92%,1,6,NA,0,0%,"10,171",22,740,NA,"38,947"
Faroe Islands,519,NA,0,0%,NA,NA,NA,0,0%,"174,047",NA,503,NA,"48,945"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"19,138",1,344,NA,"85,232"
Bermuda,340,NA,0,0%,1,9,NA,0,0%,"115,019",103,228,NA,"62,176"
Cayman Islands,292,NA,0,0%,1,2,NA,0,0%,"55,240",24,266,NA,"66,061"
Caribbean Netherlands,172,NA,0,0%,NA,3,NA,0,0%,"3,873",9,160,NA,"26,330"
Saint Barthelemy,162,NA,0,0%,NA,1,NA,0,0%,"5,315",34,127,NA,"9,890"
British Virgin Islands,75,NA,2,2.74%,NA,1,NA,0,0%,"8,846",2,72,NA,"30,320"
New Caledonia,36,NA,0,0%,NA,NA,NA,0,0%,"18,012",NA,32,NA,"286,706"
Greenland,19,NA,0,0%,NA,NA,NA,0,0%,"13,742",NA,18,NA,"56,814"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,746",NA,17,NA,"3,524"
Saint Pierre and Miquelon,14,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,781"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,626,0,12,NA,"4,993"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,713"
Anguilla,10,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,062"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,150"
China,"86,673",60,12,0.01%,5,"4,634",3,0,0%,"160,000,000",285,"81,754",57,"1,439,323,776"
