Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Finland,"28,242","5,094",361,1.29%,30,424,76,0,0%,"2,101,955","9,718","18,100","3,265","5,544,488"
France,"2,295,908","35,140",0,0%,"3,198","55,521",850,0,0%,"21,145,554","2,070,102","170,285","2,606","65,336,705"
Gabon,"9,278","4,127",0,0%,6,60,27,0,0%,"315,464",86,"9,132","4,062","2,248,261"
The Gambia,"3,772","1,542",2,0.05%,2,123,50,0,0%,"26,448",31,"3,618","1,479","2,445,659"
Georgia,"169,649","42,563","4,673",2.83%,NA,"1,576",395,36,2.34%,"1,610,374","26,681","141,392","35,474","3,985,805"
Ghana,"52,274","1,667",0,0%,20,325,10,0,0%,"606,736",886,"51,063","1,629","31,351,900"
Greece,"116,721","11,222",0,0%,600,"3,092",297,0,0%,"2,485,266","90,555","23,074","2,219","10,400,647"
Grenada,43,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,41,NA,"112,751"
Guatemala,"125,674","6,959",0,0%,5,"4,274",237,0,0%,"557,235","6,703","114,697","6,351","18,058,431"
Guinea,"13,264",998,0,0%,24,79,6,0,0%,"79,810",720,"12,465",938,"13,285,054"
Guinea-Bissau,"2,444","1,229",0,0%,5,44,22,0,0%,"33,033",63,"2,337","1,176","1,987,952"
Guyana,"5,697",NA,0,0%,4,154,NA,0,0%,"32,221",764,"4,779",NA,"788,209"
Haiti,"9,399",820,0,0%,NA,233,20,0,0%,"34,734","1,018","8,148",711,"11,462,809"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"111,023","11,133",0,0%,121,"2,946",295,0,0%,"271,223","58,621","49,456","4,959","9,972,684"
Hungary,"256,367","26,568","2,219",0.87%,656,"6,120",634,136,2.27%,"2,158,818","174,966","75,281","7,801","9,649,576"
Iceland,"5,496",NA,0,0%,3,27,NA,0,0%,"399,472",197,"5,272",NA,"342,208"
Indonesia,"586,842","2,136","5,292",0.91%,NA,"18,000",66,133,0.74%,"6,112,234","85,345","483,497","1,760","274,779,789"
Iran,"1,051,374","12,448",0,0%,"5,796","50,594",599,0,0%,"6,432,228","257,825","742,955","8,797","84,458,906"
Iraq,"566,015","13,938",0,0%,226,"12,460",307,0,0%,"3,705,069","57,830","495,725","12,207","40,610,089"
Ireland,"74,468","15,008",0,0%,28,"2,099",423,0,0%,"2,010,334","49,005","23,364","4,709","4,961,728"
Israel,"346,797","37,705",0,0%,332,"2,924",318,0,0%,"5,605,071","13,685","330,188","35,899","9,197,590"
Jamaica,"11,184","3,770",0,0%,9,265,89,0,0%,"120,139","3,773","7,146","2,409","2,966,811"
Jordan,"244,069","23,818",0,0%,403,"3,116",304,0,0%,"2,709,571","48,920","192,033","18,740","10,247,152"
Kazakhstan,"180,777","9,578",670,0.37%,221,"2,490",132,0,0%,"4,206,738","25,908","152,379","8,073","18,874,127"
Kenya,"88,579","1,632",0,0%,76,"1,531",28,0,0%,"927,082","17,634","69,414","1,279","54,280,128"
South Korea,"38,755",756,594,1.56%,134,552,11,3,0.55%,"3,221,325","8,553","29,650",578,"51,288,512"
Kosovo,"43,324",NA,0,0%,NA,"1,120",NA,0,0%,NA,NA,"29,430",NA,NA
Kuwait,"144,599","33,644",0,0%,84,897,209,0,0%,"1,146,420","3,361","140,341","32,653","4,297,894"
Kyrgyzstan,"75,690","11,519",295,0.39%,133,"1,301",198,4,0.31%,"526,749","6,516","67,873","10,330","6,570,685"
Laos,41,6,0,0%,NA,NA,NA,0,0%,"82,824",NA,28,4,"7,321,245"
Latvia,"21,520","11,465",0,0%,45,272,145,0,0%,"675,899","19,382","1,866",994,"1,876,975"
Lebanon,"138,096","20,272",0,0%,385,"1,115",164,0,0%,"1,703,246","46,752","90,229","13,246","6,811,998"
Lesotho,"2,150","1,000",0,0%,NA,44,20,0,0%,"26,557",828,"1,278",595,"2,149,642"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,108,675"
Libya,"87,986","12,730",889,1.02%,NA,"1,255",182,12,0.97%,"466,435","28,894","57,837","8,368","6,911,759"
Liechtenstein,"1,397",NA,0,0%,21,19,NA,0,0%,"15,235",143,"1,235",NA,"38,176"
Lithuania,"77,426","28,618","1,388",1.83%,161,673,249,36,5.65%,"1,343,964","44,354","32,399","11,975","2,705,453"
Luxembourg,"38,476",NA,0,0%,39,360,NA,0,0%,"1,446,528","8,324","29,792",NA,"630,378"
Madagascar,"17,513",626,0,0%,16,255,9,0,0%,"95,472",331,"16,927",605,"27,995,726"
Malawi,"6,051",313,0,0%,4,185,10,0,0%,"76,148",390,"5,476",283,"19,341,512"
Malaysia,"75,306","2,314","1,012",1.36%,126,388,12,4,1.04%,"2,806,767","10,862","64,056","1,968","32,545,730"
Maldives,"13,213",NA,0,0%,12,47,NA,0,0%,"251,156",729,"12,437",NA,"544,652"
Mali,"5,290",258,0,0%,NA,175,9,0,0%,"108,259","1,738","3,377",165,"20,499,722"
Malta,"10,659",NA,0,0%,18,155,NA,0,0%,"448,586","2,007","8,497",NA,"442,057"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,364"
Mauritania,"9,679","2,059",0,0%,30,194,41,0,0%,"106,996","1,636","7,849","1,669","4,701,941"
Mauritius,511,402,0,0%,NA,10,8,0,0%,"289,552",23,478,376,"1,272,692"
Moldova,"117,495","29,156",0,0%,281,"2,438",605,0,0%,"484,392","13,119","101,938","25,296","4,029,845"
Monaco,641,NA,0,0%,4,3,NA,0,0%,"51,953",61,577,NA,"39,363"
Mongolia,888,269,1,0.11%,1,NA,NA,0,0%,"321,357",NA,384,116,"3,301,100"
Montenegro,"38,562",NA,0,0%,68,543,NA,0,0%,"144,500","10,368","27,651",NA,"628,101"
Morocco,"381,188","10,275",0,0%,937,"6,320",170,0,0%,"4,086,436","40,599","334,269","9,010","37,100,346"
Mozambique,"16,326",516,0,0%,NA,136,4,0,0%,"239,164","1,761","14,429",456,"31,629,384"
Namibia,"15,219","5,943",0,0%,12,152,59,0,0%,"165,214","1,118","13,949","5,447","2,560,749"
Nepal,"241,995","8,242",0,0%,NA,"1,614",55,0,0%,"1,790,739","12,948","227,433","7,746","29,362,830"
New Zealand,"2,085",417,6,0.29%,NA,25,5,0,0%,"1,315,201",54,"2,006",401,"5,002,100"
Nicaragua,"5,838",877,0,0%,NA,161,24,0,0%,NA,NA,"4,225",635,"6,658,743"
Niger,"1,894",77,0,0%,9,78,3,0,0%,"47,907",577,"1,239",50,"24,577,706"
Nigeria,"69,645",334,0,0%,10,"1,181",6,0,0%,"803,621","3,517","64,947",312,"208,328,514"
North Macedonia,"68,332","32,799",0,0%,138,"1,949",936,0,0%,"349,742","21,678","44,705","21,458","2,083,337"
Norway,"38,703","7,115",0,0%,37,359,66,0,0%,"2,387,044","10,930","27,414","5,040","5,439,698"
Oman,"125,325","24,277",210,0.17%,72,"1,454",282,2,0.14%,"571,472","7,151","116,720","22,610","5,162,232"
Panama,"179,230","41,258",0,0%,175,"3,212",739,0,0%,"988,059","21,688","154,330","35,526","4,344,125"
Papua New Guinea,684,76,13,1.94%,NA,7,1,0,0%,"32,221",76,601,67,"9,020,053"
Paraguay,"88,723","12,373",0,0%,149,"1,872",261,0,0%,"477,350","24,248","62,603","8,731","7,170,530"
Philippines,"442,785","4,018","1,400",0.32%,"1,401","8,670",79,98,1.14%,"6,017,141","25,325","408,790","3,709","110,212,920"
Poland,"1,076,180","28,449","8,312",0.78%,"1,835","20,592",544,411,2.04%,"6,506,710","316,743","738,845","19,531","37,828,425"
Portugal,"325,071","31,921",0,0%,513,"5,041",495,0,0%,"4,805,677","74,187","245,843","24,141","10,183,645"
Qatar,"140,086","49,892",0,0%,30,239,85,0,0%,"1,140,455","2,353","137,494","48,969","2,807,805"
Romania,"517,236","26,966",0,0%,"1,280","12,447",649,0,0%,"4,264,272","95,668","409,121","21,329","19,181,131"
Rwanda,"6,191",473,0,0%,NA,51,4,0,0%,"646,813",444,"5,696",435,"13,089,773"
Saint Kitts and Nevis,25,NA,0,0%,NA,NA,NA,0,0%,"4,325",NA,21,NA,"53,363"
Saint Lucia,270,NA,0,0%,NA,2,NA,0,0%,"16,774",103,165,NA,"183,993"
Saint Vincent and the Grenadines,87,NA,0,0%,NA,NA,NA,0,0%,"10,423",NA,80,NA,"111,094"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"198,989"
San Marino,"1,800",NA,0,0%,8,48,NA,0,0%,"19,281",314,"1,438",NA,"33,962"
SÃ£o TomÃ© and PrÃ­ncipe,"1,002",NA,0,0%,NA,17,NA,0,0%,"7,498",45,940,NA,"220,913"
Saudi Arabia,"358,922","10,241",0,0%,577,"5,977",171,0,0%,"9,903,864","3,777","349,168","9,962","35,048,249"
Senegal,"16,553",978,0,0%,11,340,20,0,0%,"237,944",407,"15,806",933,"16,932,671"
Serbia,"226,209","25,936",0,0%,283,"2,005",230,0,0%,"1,915,643","192,668","31,536","3,616","8,721,893"
Seychelles,184,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,612"
Sierra Leone,"2,428",302,0,0%,NA,74,9,0,0%,NA,NA,"1,846",229,"8,046,788"
Singapore,"58,285","9,929",12,0.02%,NA,29,5,0,0%,"4,658,858",88,"58,168","9,909","5,870,374"
Slovakia,"119,232","21,834","1,949",1.66%,270,"1,046",192,28,2.75%,"1,148,771","30,753","87,433","16,011","5,460,801"
Slovenia,"87,915","42,286","1,627",1.89%,193,"1,862",896,66,3.67%,"563,795","20,813","65,240","31,380","2,079,063"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"694,102"
Somalia,"4,579",285,0,0%,NA,121,8,0,0%,NA,NA,"3,529",219,"16,082,598"
South Africa,"817,878","13,715",0,0%,546,"22,249",373,0,0%,"5,611,915","49,879","745,750","12,506","59,632,845"
South Sudan,"3,181",283,0,0%,1,62,6,0,0%,"62,494",142,"2,977",265,"11,250,662"
Sri Lanka,"28,580","1,332",0,0%,NA,142,7,0,0%,"917,741","7,634","20,804",970,"21,452,465"
Sudan,"19,747",446,0,0%,NA,"1,301",29,0,0%,NA,NA,"11,184",253,"44,288,515"
Suriname,"5,325",NA,0,0%,2,117,NA,0,0%,"22,231",NA,"5,214",NA,"588,918"
Switzerland,"354,306","40,808",0,0%,454,"5,495",633,0,0%,"2,896,303","68,911","279,900","32,238","8,682,191"
Syria,"8,490",480,0,0%,NA,452,26,0,0%,NA,NA,"4,000",226,"17,682,886"
Taiwan,718,30,2,0.28%,NA,7,NA,0,0%,"112,939",129,582,24,"23,835,642"
Tajikistan,"12,469","1,295",0,0%,NA,87,9,0,0%,NA,NA,"11,881","1,234","9,629,636"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,460,460"
Thailand,"4,126",59,19,0.46%,1,60,1,0,0%,"977,854",192,"3,874",55,"69,876,590"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,264"
Togo,"3,111",372,0,0%,NA,65,8,0,0%,"155,211",369,"2,677",320,"8,361,963"
Trinidad and Tobago,"6,775","4,834",0,0%,2,122,87,0,0%,"37,523",691,"5,962","4,254","1,401,469"
Tunisia,"104,329","8,788",0,0%,298,"3,596",303,0,0%,"486,415","22,935","77,798","6,553","11,872,334"
Turkey,"860,432","10,155",0,0%,"5,836","15,103",178,0,0%,"19,888,747","409,059","436,270","5,149","84,733,150"
Uganda,"23,200",500,0,0%,NA,207,4,0,0%,"647,471","13,619","9,374",202,"46,355,657"
United Arab Emirates,"178,837","17,988","1,260",0.71%,NA,596,60,2,0.34%,"17,649,380","17,946","160,295","16,123","9,942,229"
Uruguay,"7,505","2,157",0,0%,27,83,24,0,0%,"472,299","2,182","5,240","1,506","3,478,992"
Uzbekistan,"74,206","2,203",153,0.21%,177,611,18,0,0%,"1,377,915","2,113","71,482","2,122","33,679,104"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,224"
Venezuela,"104,904","3,694",0,0%,117,924,33,0,0%,"2,325,906","3,998","99,982","3,520","28,400,540"
Vietnam,"1,367",14,0,0%,NA,35,NA,0,0%,"1,339,465",108,"1,224",13,"97,719,499"
Palestine,"99,758","19,362",0,0%,76,848,165,0,0%,"735,622","24,857","74,053","14,373","5,152,299"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,632"
Yemen,"2,383",79,0,0%,4,649,22,0,0%,"17,157",180,"1,554",52,"30,108,167"
Zambia,"17,931",964,0,0%,NA,364,20,0,0%,"450,333",356,"17,211",925,"18,603,824"
Zimbabwe,"10,839",725,0,0%,NA,294,20,0,0%,"187,667","1,573","8,972",600,"14,956,546"
United States,"15,370,339","46,317",0,0%,"26,455","290,474",875,0,0%,"209,499,273","6,096,224","8,983,641","27,071","331,849,210"
India,"9,705,005","7,003","1,097",0.01%,"8,944","141,005",102,11,0.01%,"148,814,055","384,954","9,179,046","6,623","1,385,900,954"
Brazil,"6,628,065","31,086",0,0%,"8,318","177,388",832,0,0%,"25,700,000","649,610","5,801,067","27,207","213,217,698"
Russia,"2,515,009","17,231","26,097",1.05%,"2,300","44,159",303,562,1.29%,"80,095,220","489,324","1,981,526","13,576","145,961,882"
Italy,"1,742,557","28,839",0,0%,"3,517","60,606","1,003",0,0%,"23,236,881","748,819","933,132","15,443","60,422,807"
United Kingdom,"1,737,960","25,543",0,0%,"1,274","61,434",903,0,0%,"45,826,753",NA,NA,NA,"68,041,627"
Spain,"1,702,328","36,404",0,0%,"2,371","46,646",998,0,0%,"24,101,272","1,505,306","150,376","3,216","46,762,714"
Colombia,"1,377,100","26,939",0,0%,"2,376","37,995",743,0,0%,"6,775,084","71,510","1,267,595","24,797","51,118,418"
Germany,"1,200,006","14,303",0,0%,"4,179","19,539",233,0,0%,"29,141,172","317,167","863,300","10,290","83,901,058"
Mexico,"1,182,249","9,128","6,399",0.54%,"3,279","110,074",850,357,0.33%,"3,023,227","198,620","873,555","6,744","129,521,116"
Peru,"975,116","29,397",0,0%,"1,012","36,324","1,095",0,0%,"5,179,331","29,403","909,389","27,415","33,170,715"
Ukraine,"832,758","19,092","10,811",1.32%,177,"13,928",319,195,1.42%,"4,838,979","382,266","436,564","10,009","43,618,024"
Belgium,"592,615","51,036",859,0.15%,723,"17,386","1,497",66,0.38%,"6,116,392","535,291","39,938","3,439","11,611,651"
Netherlands,"564,291","32,900",0,0%,491,"9,704",566,0,0%,"5,077,285",NA,NA,NA,"17,151,460"
Chile,"562,142","29,297",0,0%,657,"15,663",816,0,0%,"5,576,517","10,212","536,267","27,949","19,187,597"
Pakistan,"423,179","1,900","2,885",0.69%,"2,486","8,487",38,89,1.06%,"5,827,852","44,218","370,474","1,663","222,739,662"
Canada,"426,559","11,259",0,0%,530,"12,795",338,0,0%,"12,069,537","69,743","344,021","9,080","37,886,111"
Sweden,"278,912","27,542",0,0%,249,"7,067",698,0,0%,"3,457,247",NA,NA,NA,"10,126,722"
Japan,"162,067","1,283",0,0%,530,"2,335",18,0,0%,"3,760,305","22,829","136,903","1,084","126,306,315"
Australia,"27,987","1,092",15,0.05%,NA,908,35,0,0%,"10,228,773","1,433","25,646","1,001","25,628,261"
French Polynesia,"15,107",NA,0,0%,25,79,NA,0,0%,"26,355","10,186","4,842",NA,"281,616"
French Guiana,"11,458",NA,0,0%,NA,71,NA,0,0%,"85,763","1,392","9,995",NA,"301,995"
Guadeloupe,"8,427",NA,0,0%,7,149,NA,0,0%,"77,192","6,036","2,242",NA,"400,154"
Reunion,"8,294",NA,0,0%,8,41,NA,0,0%,"48,859",524,"7,729",NA,"898,096"
Martinique,"5,520",NA,0,0%,9,41,NA,0,0%,"65,748","5,381",98,NA,"375,137"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,637"
Aruba,"4,966",NA,0,0%,4,45,NA,0,0%,"53,107",120,"4,801",NA,"106,964"
Curacao,"3,174",NA,0,0%,15,8,NA,0,0%,"25,701","1,814","1,352",NA,"164,386"
Channel Islands,"1,676",NA,0,0%,10,48,NA,0,0%,"199,491",540,"1,088",NA,"174,560"
Sint Maarten,"1,155",NA,14,1.23%,4,26,NA,0,0%,"8,306",99,"1,030",NA,"43,087"
Gibraltar,"1,055",NA,0,0%,2,5,NA,0,0%,"96,367",60,990,NA,"33,687"
Turks and Caicos Islands,756,NA,0,0%,1,6,NA,0,0%,"9,247",10,740,NA,"38,944"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,951"
Faroe Islands,510,NA,0,0%,NA,NA,NA,0,0%,"171,453",NA,501,NA,"48,944"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"18,834",1,344,NA,"85,229"
Bermuda,306,NA,0,0%,1,9,NA,0,0%,"113,328",75,222,NA,"62,177"
Cayman Islands,290,NA,0,0%,1,2,NA,0,0%,"54,591",26,262,NA,"66,057"
Caribbean Netherlands,164,NA,0,0%,NA,3,NA,0,0%,"3,681",3,158,NA,"26,329"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,72,NA,0,0%,NA,1,NA,0,0%,"6,431",0,71,NA,"30,319"
New Caledonia,35,NA,0,0%,NA,NA,NA,0,0%,"17,928",NA,32,NA,"286,691"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,813"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,454",NA,15,NA,"3,523"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,10,NA,1,11.11%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,061"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,152"
China,"86,646",60,12,0.01%,6,"4,634",3,0,0%,"160,000,000",280,"81,732",57,"1,439,323,776"
