Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Ivory Coast,"21,618",811,0,0%,NA,133,5,0,0%,"230,799",251,"21,234",796,"26,665,291"
Croatia,"172,523","42,142","4,135",2.46%,295,"2,562",626,78,3.14%,"872,515","25,270","144,691","35,344","4,093,839"
Cuba,"9,267",818,0,0%,10,136,12,0,0%,"1,229,513",841,"8,290",732,"11,323,509"
Cyprus,"14,476","11,951",827,6.06%,20,75,62,5,7.14%,"659,089","12,344","2,057","1,698","1,211,283"
Czechia,"575,422","53,688","6,202",1.09%,563,"9,450",882,54,0.57%,"3,323,551","62,955","503,017","46,932","10,717,893"
Denmark,"107,116","18,464","3,552",3.43%,54,935,161,8,0.86%,"8,483,883","27,945","78,236","13,486","5,801,339"
Djibouti,"5,725",NA,4,0.07%,NA,61,61,0,0%,"95,102",52,"5,612",NA,"994,374"
Dominica,87,NA,0,0%,NA,NA,NA,0,0%,"6,175",NA,76,NA,"72,066"
Dominican Republic,"153,585","14,095","1,133",0.74%,230,"2,360",217,1,0.04%,"784,626","31,609","119,616","10,978","10,896,367"
Ecuador,"200,765","11,303",0,0%,337,"13,858",780,0,0%,"684,488","12,719","174,188","9,807","17,761,840"
Egypt,"120,611","1,169",0,0%,46,"6,877",67,0,0%,"1,000,000","9,235","104,499","1,013","103,187,278"
El Salvador,"41,163","6,332",217,0.53%,71,"1,193",184,7,0.59%,"577,237","2,499","37,471","5,764","6,500,846"
Equatorial Guinea,"5,185","3,644",2,0.04%,NA,85,60,0,0%,"72,627",42,"5,058","3,554","1,423,078"
Eritrea,711,199,55,8.38%,NA,NA,NA,0,0%,"23,693",NA,564,158,"3,568,210"
Estonia,"17,713","13,349",760,4.48%,24,148,112,6,4.23%,"541,151","6,939","10,626","8,008","1,326,936"
Eswatini,"6,685","5,736",0,0%,11,126,108,0,0%,"63,144",280,"6,279","5,387","1,165,513"
Ethiopia,"115,782",996,0,0%,326,"1,791",15,0,0%,"1,695,106","22,782","91,209",785,"116,214,842"
Fiji,44,NA,0,0%,NA,2,2,0,0%,"17,576",7,35,NA,"899,346"
Finland,"30,450","5,492",377,1.25%,26,453,82,0,0%,"2,163,079","9,997","20,000","3,607","5,544,582"
France,"2,351,372","35,988",0,0%,"2,884","57,567",881,0,0%,"28,508,991","2,117,914","175,891","2,692","65,338,279"
Gabon,"9,330","4,149",0,0%,5,63,28,0,0%,"329,481",85,"9,182","4,083","2,248,836"
The Gambia,"3,779","1,545",0,0%,1,123,50,0,0%,"26,851",11,"3,645","1,490","2,446,404"
Georgia,"187,006","46,919","3,907",2.13%,NA,"1,744",438,50,2.95%,"1,667,615","31,021","154,241","38,698","3,985,722"
Ghana,"52,738","1,682",0,0%,15,326,10,0,0%,"616,231",894,"51,518","1,643","31,359,003"
Greece,"122,648","11,793",0,0%,583,"3,472",334,0,0%,"2,557,145","96,102","23,074","2,219","10,400,094"
Grenada,43,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,41,NA,"112,756"
Guatemala,"129,099","7,148",558,0.43%,5,"4,405",244,29,0.66%,"580,139","7,079","117,615","6,512","18,062,058"
Guinea,"13,398","1,008",0,0%,24,79,6,0,0%,"84,951",693,"12,626",950,"13,288,961"
Guinea-Bissau,"2,444","1,229",0,0%,5,44,22,0,0%,"33,033",63,"2,337","1,175","1,988,461"
Guyana,"5,839",NA,0,0%,6,154,NA,0,0%,"33,350",741,"4,944",NA,"788,250"
Haiti,"9,491",828,26,0.27%,NA,233,20,0,0%,"34,734","1,017","8,241",719,"11,464,328"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"113,708","11,400",501,0.44%,112,"2,971",298,3,0.1%,"282,300","59,493","51,244","5,138","9,974,407"
Hungary,"276,247","28,629","5,047",1.86%,610,"6,784",703,162,2.45%,"2,275,935","189,694","79,769","8,267","9,649,309"
Iceland,"5,552",NA,13,0.23%,3,28,NA,0,0%,"406,296",178,"5,346",NA,"342,233"
Indonesia,"611,631","2,226","6,388",1.06%,NA,"18,653",68,142,0.77%,"6,331,331","91,602","501,376","1,824","274,811,380"
Iran,"1,100,818","13,032","8,201",0.75%,"5,739","51,949",615,221,0.43%,"6,657,974","248,016","800,853","9,481","84,470,655"
Iraq,"573,622","14,122","1,022",0.18%,193,"12,565",309,16,0.13%,"3,867,170","55,388","505,669","12,449","40,619,977"
Ireland,"75,507","15,216",0,0%,35,"2,120",427,0,0%,"2,063,450","50,023","23,364","4,708","4,962,331"
Israel,"355,252","38,624","1,983",0.56%,322,"2,979",324,10,0.34%,"5,605,071","17,180","335,093","36,433","9,197,590"
Jamaica,"11,608","3,912",99,0.86%,7,271,91,1,0.37%,"124,240","3,538","7,799","2,629","2,966,952"
Jordan,"257,275","25,104","1,816",0.71%,340,"3,335",325,49,1.49%,"2,810,294","40,596","213,344","20,818","10,248,258"
Kazakhstan,"184,557","9,777",789,0.43%,221,"2,551",135,0,0%,"4,871,752","25,913","156,093","8,269","18,876,581"
Kenya,"91,526","1,686",548,0.6%,44,"1,586",29,4,0.25%,"967,317","17,344","72,596","1,337","54,293,103"
South Korea,"41,736",814,950,2.33%,179,578,11,6,1.05%,"3,349,864","9,665","31,493",614,"51,288,993"
Kosovo,"45,594",NA,0,0%,NA,"1,174",NA,0,0%,NA,NA,"32,498",NA,NA
Kuwait,"146,044","33,975",255,0.17%,68,911,212,1,0.11%,"1,176,983","3,308","141,825","32,993","4,298,584"
Kyrgyzstan,"77,059","11,726",341,0.44%,90,"1,307",199,0,0%,"544,247","5,958","69,794","10,620","6,571,863"
Laos,41,6,0,0%,NA,NA,NA,0,0%,"83,753",NA,33,5,"7,322,399"
Latvia,"25,046","13,345",660,2.71%,40,324,173,5,1.57%,"723,345","22,856","1,866",994,"1,876,749"
Lebanon,"143,705","21,097",0,0%,390,"1,182",174,0,0%,"1,757,731","44,876","97,647","14,335","6,811,665"
Lesotho,"2,250","1,047",36,1.63%,NA,44,20,0,0%,"27,964",887,"1,319",614,"2,149,828"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,109,978"
Libya,"89,880","13,002",0,0%,NA,"1,278",185,0,0%,"478,198","28,763","59,839","8,656","6,912,781"
Liechtenstein,"1,482",NA,16,1.09%,21,20,NA,0,0%,"15,808",166,"1,296",NA,"38,177"
Lithuania,"90,252","33,364","3,303",3.8%,178,791,292,27,3.53%,"1,403,151","50,693","38,768","14,332","2,705,041"
Luxembourg,"40,755",NA,0,0%,47,392,NA,0,0%,"1,495,056","8,685","31,678",NA,"630,489"
Madagascar,"17,587",628,114,0.65%,16,259,9,4,1.57%,"96,565",336,"16,992",607,"28,003,532"
Malawi,"6,063",313,8,0.13%,4,186,10,0,0%,"78,863",386,"5,491",284,"19,346,932"
Malaysia,"82,246","2,527","1,937",2.41%,121,411,13,9,2.24%,"2,918,977","13,751","68,084","2,092","32,550,262"
Maldives,"13,326",NA,0,0%,12,48,NA,0,0%,"265,469",638,"12,640",NA,"544,756"
Mali,"5,721",279,72,1.27%,NA,189,9,4,2.16%,"113,248","1,966","3,566",174,"20,506,123"
Malta,"11,101",NA,121,1.1%,18,166,NA,0,0%,"461,770","1,856","9,079",NA,"442,070"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,368"
Mauritania,"10,501","2,233",0,0%,37,210,45,0,0%,"108,500","2,334","7,957","1,692","4,703,281"
Mauritius,515,405,0,0%,NA,10,8,0,0%,"289,552",27,478,376,"1,272,715"
Moldova,"125,723","31,199","1,459",1.17%,288,"2,547",632,26,1.03%,"503,321","15,443","107,733","26,734","4,029,743"
Monaco,659,NA,0,0%,4,3,NA,0,0%,"51,953",62,594,NA,"39,366"
Mongolia,906,274,1,0.11%,6,NA,NA,0,0%,"405,013",NA,384,116,"3,301,678"
Montenegro,"40,546",NA,0,0%,68,569,NA,0,0%,"151,375","10,515","29,462",NA,"628,102"
Morocco,"394,564","10,634",0,0%,982,"6,542",176,0,0%,"4,161,069","38,201","349,821","9,428","37,105,126"
Mozambique,"16,680",527,0,0%,NA,139,4,0,0%,"245,388","1,748","14,793",468,"31,638,991"
Namibia,"16,269","6,352",172,1.07%,15,160,62,0,0%,"174,200","1,527","14,582","5,693","2,561,252"
Nepal,"247,593","8,431",899,0.36%,NA,"1,689",58,15,0.9%,"1,825,860","11,673","234,231","7,976","29,368,565"
New Zealand,"2,092",418,0,0%,NA,25,5,0,0%,"1,332,470",57,"2,010",402,"5,002,100"
Nicaragua,"5,887",884,0,0%,NA,162,24,0,0%,NA,NA,"4,225",634,"6,659,604"
Niger,"2,160",88,0,0%,9,80,3,0,0%,"50,488",811,"1,269",52,"24,587,341"
Nigeria,"72,140",346,0,0%,10,"1,190",6,0,0%,"833,755","5,228","65,722",315,"208,384,521"
North Macedonia,"72,044","34,581",0,0%,138,"2,077",997,0,0%,"360,216","21,797","48,170","23,122","2,083,336"
Norway,"40,439","7,433",0,0%,31,387,71,0,0%,"2,421,445","5,589","34,463","6,335","5,440,160"
Oman,"125,669","24,337",0,0%,65,"1,463",283,0,0%,"571,472","6,879","117,327","22,722","5,163,656"
Panama,"187,779","43,219",0,0%,172,"3,309",762,0,0%,"1,034,667","25,400","159,070","36,611","4,344,867"
Papua New Guinea,720,80,0,0%,NA,8,1,0,0%,"32,221",111,601,67,"9,021,908"
Paraguay,"92,113","12,844",0,0%,150,"1,927",269,0,0%,"493,080","25,010","65,176","9,088","7,171,487"
Philippines,"448,331","4,067","1,301",0.29%,"1,401","8,730",79,35,0.4%,"6,195,558","30,168","409,433","3,714","110,228,861"
Poland,"1,126,700","29,785","11,497",1.03%,"1,765","22,676",599,502,2.26%,"6,653,788","263,483","840,541","22,220","37,827,973"
Portugal,"340,287","33,416",0,0%,507,"5,373",528,0,0%,"4,939,014","71,266","263,648","25,890","10,183,322"
Qatar,"140,827","50,156",147,0.1%,24,240,85,0,0%,"1,163,120","2,240","138,347","49,272","2,807,805"
Romania,"551,900","28,775","6,333",1.16%,"1,288","13,264",692,148,1.13%,"4,413,212","87,159","451,477","23,539","19,179,736"
Rwanda,"6,428",491,0,0%,NA,54,4,0,0%,"661,637",548,"5,826",445,"13,093,292"
Saint Kitts and Nevis,27,NA,0,0%,NA,NA,NA,0,0%,"4,376",NA,23,NA,"53,367"
Saint Lucia,274,NA,0,0%,NA,4,NA,0,0%,"17,231",84,186,NA,"184,003"
Saint Vincent and the Grenadines,94,NA,0,0%,NA,NA,NA,0,0%,"11,720",NA,81,NA,"111,098"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"199,003"
San Marino,"1,932",NA,24,1.26%,5,51,NA,1,2%,"21,402",306,"1,575",NA,"33,963"
SÃ£o TomÃ© and PrÃ­ncipe,"1,009",NA,0,0%,NA,17,NA,0,0%,"7,498",45,947,NA,"220,958"
Saudi Arabia,"359,749","10,263",166,0.05%,517,"6,036",172,13,0.22%,"10,349,590","3,366","350,347","9,994","35,054,178"
Senegal,"17,061","1,007",104,0.61%,13,349,21,4,1.16%,"243,798",653,"16,059",948,"16,937,510"
Serbia,"261,437","29,976","5,679",2.22%,318,"2,275",261,48,2.16%,"2,016,984","227,626","31,536","3,616","8,721,510"
Seychelles,187,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,182,NA,"98,619"
Sierra Leone,"2,438",303,0,0%,NA,75,9,0,0%,NA,NA,"1,850",230,"8,048,564"
Singapore,"58,313","9,933",8,0.01%,NA,29,5,0,0%,"4,834,370",87,"58,197","9,913","5,870,876"
Slovakia,"127,087","23,272",0,0%,282,"1,122",205,0,0%,"1,188,116","32,432","93,533","17,128","5,460,830"
Slovenia,"95,481","45,925","1,744",1.86%,192,"2,041",982,43,2.15%,"589,788","21,150","72,290","34,770","2,079,066"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"694,287"
Somalia,"4,579",285,0,0%,NA,121,8,0,0%,NA,NA,"3,529",219,"16,087,463"
South Africa,"845,083","14,169",0,0%,546,"22,952",385,0,0%,"5,779,544","63,758","758,373","12,716","59,641,017"
South Sudan,"3,181",283,0,0%,1,62,6,0,0%,"62,494",116,"3,003",267,"11,252,096"
Sri Lanka,"32,135","1,498",760,2.42%,NA,147,7,0,0%,"988,964","8,684","23,304","1,086","21,453,444"
Sudan,"20,844",471,0,0%,NA,"1,340",30,0,0%,NA,NA,"11,855",268,"44,299,734"
Suriname,"5,339",NA,0,0%,2,117,NA,0,0%,"22,561",2,"5,220",NA,"588,976"
Switzerland,"373,831","43,054",0,0%,448,"5,970",688,42,0.71%,"3,019,837","76,361","291,500","33,572","8,682,882"
Syria,"8,911",504,0,0%,NA,491,28,0,0%,NA,NA,"4,243",240,"17,687,546"
Taiwan,733,31,8,1.1%,NA,7,NA,0,0%,"114,742",125,601,25,"23,836,112"
Tajikistan,"12,624","1,311",36,0.29%,NA,89,9,1,1.14%,NA,NA,"12,050","1,251","9,631,982"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,479,130"
Thailand,"4,192",60,12,0.29%,1,60,1,0,0%,"977,854",217,"3,915",56,"69,878,499"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,539"
Togo,"3,202",383,0,0%,NA,66,8,0,0%,"158,810",410,"2,726",326,"8,364,089"
Trinidad and Tobago,"6,852","4,889",0,0%,2,122,87,0,0%,"38,252",627,"6,103","4,355","1,401,518"
Tunisia,"109,104","9,189",0,0%,280,"3,801",320,0,0%,"503,966","22,141","83,162","7,004","11,873,685"
Turkey,"1,780,673","21,013",0,0%,"5,952","15,977",189,0,0%,"20,709,452","610,363","1,154,333","13,622","84,743,063"
Uganda,"27,071",584,702,2.66%,NA,220,5,0,0%,"676,531","17,107","9,744",210,"46,371,521"
United Arab Emirates,"183,755","18,480","1,154",0.63%,NA,609,61,2,0.33%,"18,275,468","20,098","163,048","16,397","9,943,535"
Uruguay,"8,849","2,543",0,0%,37,90,26,0,0%,"496,704","2,818","5,941","1,708","3,479,123"
Uzbekistan,"74,811","2,221",147,0.2%,179,612,18,1,0.16%,"1,377,915","2,115","72,084","2,140","33,684,408"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,303"
Venezuela,"106,715","3,758",0,0%,35,944,33,0,0%,"2,337,527","3,948","101,823","3,585","28,399,663"
Vietnam,"1,395",14,4,0.29%,NA,35,NA,0,0%,"1,339,465",122,"1,238",13,"97,729,061"
Palestine,"108,099","20,975","1,477",1.39%,83,961,186,30,3.22%,"767,501","24,015","83,123","16,129","5,153,598"
Yemen,"2,082",69,0,0%,23,606,20,0,0%,"17,404",93,"1,383",46,"30,115,363"
Zambia,"18,217",979,56,0.31%,NA,366,20,1,0.27%,"477,174",512,"17,339",932,"18,609,472"
Zimbabwe,"11,162",746,0,0%,NA,306,20,0,0%,"189,370","1,532","9,324",623,"14,958,911"
United States,"16,308,192","49,140","12,478",0.08%,"27,314","302,904",913,142,0.05%,"217,324,573","6,493,377","9,511,911","28,662","331,870,384"
India,"9,844,322","7,102","17,296",0.18%,"8,944","142,841",103,179,0.13%,"152,697,399","358,425","9,343,056","6,741","1,386,049,115"
Brazil,"6,836,313","32,060",0,0%,"8,318","180,453",846,0,0%,"25,700,000","701,115","5,954,745","27,926","213,234,186"
Russia,"2,625,848","17,990","28,137",1.08%,"2,300","46,453",318,560,1.22%,"82,100,000","493,437","2,085,958","14,291","145,962,563"
United Kingdom,"1,809,455","26,592",0,0%,"1,267","63,506",933,0,0%,"47,141,344",NA,NA,NA,"68,045,517"
Italy,"1,805,873","29,888",0,0%,"11,663","63,387","1,049",0,0%,"23,866,590","690,323","1,052,163","17,414","60,421,839"
Spain,"1,730,575","37,007",0,0%,"2,100","47,624","1,018",0,0%,"24,101,272","1,532,575","150,376","3,216","46,762,911"
Colombia,"1,408,909","27,558",0,0%,"2,376","38,669",756,0,0%,"6,968,618","65,941","1,304,299","25,512","51,124,342"
Germany,"1,304,200","15,544","5,424",0.42%,"4,432","21,889",261,69,0.32%,"30,494,036","324,811","957,500","11,412","83,903,978"
Mexico,"1,229,379","9,491","12,253",1.01%,"3,550","113,019",872,693,0.62%,"3,150,804","212,318","904,042","6,979","129,535,912"
Peru,"980,943","29,568",0,0%,"1,016","36,544","1,102",0,0%,"5,232,485","28,150","916,249","27,618","33,175,736"
Ukraine,"885,039","20,292","12,811",1.47%,177,"14,998",344,243,1.65%,"4,957,299","376,040","494,001","11,326","43,615,168"
Netherlands,"603,603","35,192","9,080",1.53%,496,"10,019",584,53,0.53%,"5,077,285",NA,NA,NA,"17,151,873"
Belgium,"603,159","51,942","2,762",0.46%,646,"17,792","1,532",100,0.57%,"6,231,437","544,578","40,789","3,513","11,612,201"
Chile,"569,781","29,693","1,807",0.32%,651,"15,846",826,64,0.41%,"5,727,305","10,852","543,083","28,301","19,189,388"
Canada,"452,530","11,943",0,0%,596,"13,266",350,0,0%,"12,399,310","71,440","367,824","9,708","37,889,723"
Pakistan,"435,056","1,953","2,729",0.63%,"2,470","8,724",39,71,0.82%,"5,990,168","45,124","381,208","1,711","222,786,615"
Sweden,"320,098","31,607",0,0%,258,"7,514",742,0,0%,"3,718,476",NA,NA,NA,"10,127,409"
Japan,"174,299","1,380","2,757",1.61%,578,"2,534",20,32,1.28%,"4,001,554","24,241","147,524","1,168","126,302,102"
Australia,"28,025","1,093",12,0.04%,NA,908,35,0,0%,"10,356,077","1,446","25,671","1,002","25,631,493"
French Polynesia,"15,618",NA,0,0%,25,91,NA,0,0%,"26,355","10,685","4,842",NA,"281,634"
French Guiana,"11,755",NA,0,0%,NA,71,NA,0,0%,"89,064","1,689","9,995",NA,"302,080"
Guadeloupe,"8,472",NA,0,0%,7,151,NA,0,0%,"78,966","6,079","2,242",NA,"400,155"
Reunion,"8,431",NA,0,0%,8,41,NA,0,0%,"48,859",353,"8,037",NA,"898,165"
Martinique,"5,575",NA,0,0%,10,42,NA,0,0%,"67,378","5,435",98,NA,"375,134"
Mayotte,"5,551",NA,0,0%,4,52,NA,0,0%,"28,914","2,535","2,964",NA,"275,709"
Aruba,"5,031",NA,0,0%,4,46,NA,0,0%,"54,861",106,"4,879",NA,"106,969"
Curacao,"3,501",NA,0,0%,14,10,NA,0,0%,"27,708","1,853","1,638",NA,"164,393"
Channel Islands,"1,926",NA,0,0%,10,48,NA,0,0%,"199,491",790,"1,088",NA,"174,577"
Sint Maarten,"1,225",NA,24,2%,4,26,NA,0,0%,"8,306",129,"1,070",NA,"43,093"
Gibraltar,"1,072",NA,2,0.19%,1,5,NA,0,0%,"101,865",39,"1,028",NA,"33,686"
Saint Martin,801,NA,0,0%,7,12,NA,0,0%,"7,838",114,675,NA,"38,958"
Turks and Caicos Islands,769,NA,0,0%,1,6,NA,0,0%,"10,461",22,741,NA,"38,950"
Faroe Islands,525,NA,5,0.96%,NA,NA,NA,0,0%,"175,642",NA,506,NA,"48,946"
Bermuda,391,NA,0,0%,2,9,NA,0,0%,"117,415",149,233,NA,"62,174"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"19,325",1,344,NA,"85,234"
Cayman Islands,298,NA,0,0%,1,2,NA,0,0%,"55,584",29,267,NA,"66,065"
Caribbean Netherlands,175,NA,3,1.74%,NA,3,NA,0,0%,"3,966",7,165,NA,"26,332"
Saint Barthelemy,162,NA,0,0%,NA,1,NA,0,0%,"5,315",34,127,NA,"9,890"
British Virgin Islands,76,NA,0,0%,NA,1,NA,0,0%,"9,229",3,72,NA,"30,321"
New Caledonia,36,NA,0,0%,NA,NA,NA,0,0%,"18,012",NA,32,NA,"286,721"
Greenland,19,NA,0,0%,NA,NA,NA,0,0%,"13,742",NA,18,NA,"56,814"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,746",NA,17,NA,"3,524"
Saint Pierre and Miquelon,14,NA,0,0%,NA,NA,NA,0,0%,"2,946",NA,14,NA,"5,781"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,626,0,12,NA,"4,993"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,793"
Anguilla,10,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,063"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,149"
China,"86,701",60,13,0.01%,5,"4,634",3,0,0%,"160,000,000",293,"81,774",57,"1,439,323,776"
