Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Haiti,"9,347",816,0,0%,NA,233,20,0,0%,"34,734",990,"8,124",709,"11,461,670"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"109,760","11,007",0,0%,121,"2,938",295,0,0%,"271,223","57,869","48,953","4,909","9,971,392"
Hungary,"243,581","25,242","5,525",2.32%,637,"5,706",591,193,3.5%,"1,918,043","167,479","70,396","7,295","9,649,776"
Iceland,"5,462",NA,0,0%,2,27,NA,0,0%,"396,283",212,"5,223",NA,"342,190"
Indonesia,"569,707","2,074","6,027",1.07%,NA,"17,589",64,110,0.63%,"5,926,986","81,669","470,449","1,712","274,756,096"
Iran,"1,016,835","12,041",0,0%,"5,824","49,695",588,0,0%,"6,256,715","259,034","708,106","8,385","84,450,095"
Iraq,"560,622","13,808",0,0%,256,"12,387",305,0,0%,"3,609,466","58,463","489,772","12,063","40,602,673"
Ireland,"73,491","14,813",0,0%,29,"2,086",420,0,0%,"2,010,334","48,041","23,364","4,709","4,961,276"
Israel,"342,101","37,195",0,0%,324,"2,896",315,0,0%,"5,605,071","12,043","327,162","35,570","9,197,590"
Jamaica,"10,987","3,703",0,0%,10,260,88,0,0%,"117,668","3,997","6,730","2,269","2,966,706"
Jordan,"234,353","22,872",0,0%,409,"2,960",289,0,0%,"2,648,917","54,198","177,195","17,294","10,246,322"
Kazakhstan,"178,378","9,452",792,0.45%,221,"2,484",132,0,0%,"4,206,738","25,623","150,271","7,963","18,872,287"
Kenya,"87,249","1,608",0,0%,77,"1,506",28,0,0%,"919,411","17,633","68,110","1,255","54,270,397"
South Korea,"36,915",720,583,1.6%,121,540,11,4,0.75%,"3,180,496","7,458","28,917",564,"51,288,151"
Kosovo,"40,117",NA,0,0%,NA,"1,026",NA,0,0%,NA,NA,"25,586",NA,NA
Kuwait,"143,917","33,490",0,0%,84,886,206,0,0%,"1,130,744","3,883","139,148","32,380","4,297,376"
Kyrgyzstan,"74,774","11,381",401,0.54%,133,"1,290",196,5,0.39%,"509,160","6,946","66,538","10,128","6,569,802"
Laos,39,5,0,0%,NA,NA,NA,0,0%,"80,962",NA,26,4,"7,320,379"
Latvia,"19,993","10,651",0,0%,46,242,129,0,0%,"658,086","17,902","1,849",985,"1,877,145"
Lebanon,"134,295","19,714",0,0%,374,"1,078",158,0,0%,"1,672,623","47,198","86,019","12,627","6,812,247"
Lesotho,"2,150","1,000",0,0%,NA,44,20,0,0%,"26,557",828,"1,278",595,"2,149,503"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,107,698"
Libya,"85,529","12,376",0,0%,NA,"1,219",176,0,0%,"450,525","28,262","56,048","8,110","6,910,993"
Liechtenstein,"1,351",NA,0,0%,16,17,NA,0,0%,"14,040",151,"1,183",NA,"38,175"
Lithuania,"69,582","25,716",0,0%,132,590,218,0,0%,"1,304,400","41,232","27,760","10,260","2,705,762"
Luxembourg,"37,017",NA,0,0%,41,345,NA,0,0%,"1,418,680","8,643","28,029",NA,"630,294"
Madagascar,"17,513",626,0,0%,16,255,9,0,0%,"93,734",601,"16,657",595,"27,989,872"
Malawi,"6,047",313,0,0%,4,185,10,0,0%,"75,634",390,"5,472",283,"19,337,447"
Malaysia,"70,236","2,158",0,0%,129,376,12,0,0%,"2,748,881","10,799","59,061","1,815","32,542,331"
Maldives,"13,143",NA,0,0%,12,47,NA,0,0%,"248,889",897,"12,199",NA,"544,573"
Mali,"4,938",241,0,0%,NA,163,8,0,0%,"104,321","1,468","3,307",161,"20,494,922"
Malta,"10,320",NA,0,0%,18,149,NA,0,0%,"439,477","2,051","8,120",NA,"442,048"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,361"
Mauritania,"9,181","1,953",0,0%,30,182,39,0,0%,"106,996","1,187","7,812","1,662","4,700,936"
Mauritius,508,399,0,0%,NA,10,8,0,0%,"289,552",33,465,365,"1,272,675"
Moldova,"113,829","28,246",0,0%,267,"2,384",592,0,0%,"476,316","13,169","98,276","24,387","4,029,922"
Monaco,630,NA,0,0%,4,3,NA,0,0%,"51,953",56,571,NA,"39,361"
Mongolia,842,255,11,1.32%,2,NA,NA,0,0%,"256,509",NA,368,111,"3,300,667"
Montenegro,"37,467",NA,0,0%,68,522,NA,0,0%,"140,874","10,531","26,414",NA,"628,100"
Morocco,"372,620","10,045",0,0%,955,"6,136",165,0,0%,"4,038,601","42,670","323,814","8,729","37,096,761"
Mozambique,"16,038",507,0,0%,NA,133,4,0,0%,"236,555","1,745","14,160",448,"31,622,178"
Namibia,"14,804","5,782",0,0%,8,152,59,0,0%,"161,479",778,"13,874","5,419","2,560,371"
Nepal,"238,861","8,136",0,0%,NA,"1,567",53,0,0%,"1,771,950","15,447","221,847","7,556","29,358,529"
New Zealand,"2,078",415,9,0.43%,NA,25,5,0,0%,"1,304,502",59,"1,994",399,"5,002,100"
Nicaragua,"5,838",877,0,0%,NA,161,24,0,0%,NA,NA,"4,225",635,"6,658,097"
Niger,"1,726",70,0,0%,9,77,3,0,0%,"47,907",412,"1,237",50,"24,570,480"
Nigeria,"68,627",329,0,0%,10,"1,179",6,0,0%,"791,539","2,981","64,467",310,"208,286,509"
North Macedonia,"66,330","31,838",0,0%,138,"1,877",901,0,0%,"344,085","22,212","42,241","20,276","2,083,337"
Norway,"37,801","6,950",0,0%,38,354,65,0,0%,"2,350,736","10,033","27,414","5,040","5,439,351"
Oman,"124,329","24,089",0,0%,106,"1,435",278,0,0%,"571,472","7,028","115,866","22,450","5,161,164"
Panama,"173,607","39,969",0,0%,161,"3,154",726,0,0%,"955,664","20,402","150,051","34,546","4,343,567"
Papua New Guinea,671,74,0,0%,NA,7,1,0,0%,"32,221",67,597,66,"9,018,661"
Paraguay,"86,499","12,064",0,0%,144,"1,813",253,0,0%,"465,266","24,042","60,644","8,458","7,169,812"
Philippines,"436,345","3,960",0,0%,"1,401","8,509",77,0,0%,"5,906,862","28,491","399,345","3,624","110,200,964"
Poland,"1,041,846","27,541",0,0%,"1,961","19,359",512,0,0%,"6,396,712","356,074","666,413","17,617","37,828,763"
Portugal,"312,553","30,691",0,0%,526,"4,803",472,0,0%,"4,722,013","73,712","234,038","22,981","10,183,888"
Qatar,"139,643","49,734",0,0%,33,239,85,0,0%,"1,129,685","2,532","136,872","48,747","2,807,805"
Romania,"500,273","26,080",0,0%,"1,275","12,052",628,0,0%,"4,205,480","98,009","390,212","20,342","19,182,177"
Rwanda,"6,043",462,0,0%,NA,51,4,0,0%,"638,972",320,"5,672",433,"13,087,133"
Saint Kitts and Nevis,22,NA,0,0%,NA,NA,NA,0,0%,"3,677",NA,19,NA,"53,360"
Saint Lucia,262,NA,0,0%,NA,2,NA,0,0%,"16,500",119,141,NA,"183,987"
Saint Vincent and the Grenadines,87,NA,0,0%,NA,NA,NA,0,0%,"10,423",NA,80,NA,"111,091"
San Marino,"1,756",NA,0,0%,8,47,NA,0,0%,"18,682",328,"1,381",NA,"33,962"
SÃ£o TomÃ© and PrÃ­ncipe,999,NA,0,0%,NA,17,NA,0,0%,"7,498",45,937,NA,"220,880"
Saudi Arabia,"358,336","10,225",0,0%,596,"5,940",170,0,0%,"9,796,082","4,158","348,238","9,937","35,043,802"
Senegal,"16,297",963,0,0%,7,336,20,0,0%,"234,564",254,"15,707",928,"16,929,042"
Serbia,"206,940","23,726",0,0%,270,"1,834",210,0,0%,"1,867,228","173,570","31,536","3,616","8,722,180"
Seychelles,184,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,607"
Sierra Leone,"2,420",301,0,0%,NA,74,9,0,0%,NA,NA,"1,842",229,"8,045,456"
Singapore,"58,255","9,924",13,0.02%,NA,29,5,0,0%,"4,658,858",74,"58,152","9,907","5,869,997"
Slovakia,"113,392","20,765",0,0%,246,957,175,0,0%,"1,115,246","35,293","77,142","14,127","5,460,779"
Slovenia,"83,133","39,986",0,0%,199,"1,653",795,0,0%,"538,770","20,523","60,957","29,319","2,079,061"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"693,964"
Somalia,"4,525",281,0,0%,NA,121,8,0,0%,NA,NA,"3,480",216,"16,078,950"
South Africa,"805,804","13,514",0,0%,546,"21,963",368,0,0%,"5,534,084","43,391","740,450","12,418","59,626,717"
South Sudan,"3,154",280,0,0%,NA,62,6,0,0%,"61,101",115,"2,977",265,"11,249,587"
Sri Lanka,"26,559","1,238",0,0%,NA,130,6,0,0%,"876,044","6,991","19,438",906,"21,451,731"
Sudan,"18,535",419,0,0%,NA,"1,271",29,0,0%,NA,NA,"10,672",241,"44,280,101"
Suriname,"5,322",NA,0,0%,2,117,NA,0,0%,"22,054",0,"5,205",NA,"588,875"
Switzerland,"344,497","39,681",0,0%,479,"5,293",610,0,0%,"2,836,245","78,604","260,600","30,017","8,681,673"
Syria,"8,233",466,0,0%,NA,437,25,0,0%,NA,NA,"3,811",216,"17,679,391"
Taiwan,693,29,3,0.43%,NA,7,NA,0,0%,"112,412",112,574,24,"23,835,290"
Tajikistan,"12,349","1,283",0,0%,NA,87,9,0,0%,NA,NA,"11,758","1,221","9,627,875"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,446,459"
Thailand,"4,072",58,19,0.47%,1,60,1,0,0%,"977,854",164,"3,848",55,"69,875,158"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,058"
Togo,"3,051",365,0,0%,NA,65,8,0,0%,"152,789",387,"2,599",311,"8,360,369"
Trinidad and Tobago,"6,735","4,806",0,0%,38,121,86,0,0%,"37,279",730,"5,884","4,199","1,401,432"
Tunisia,"101,900","8,584",0,0%,299,"3,481",293,0,0%,"477,656","22,955","75,464","6,357","11,871,321"
Turkey,"765,997","9,041",0,0%,"5,703","14,509",171,0,0%,"19,338,181","328,346","423,142","4,994","84,725,715"
Uganda,"21,898",473,0,0%,NA,206,4,0,0%,"637,124","12,575","9,117",197,"46,343,760"
United Arab Emirates,"174,062","17,509",0,0%,NA,586,59,0,0%,"17,240,432","15,648","157,828","15,876","9,941,250"
Uruguay,"6,731","1,935",0,0%,25,80,23,0,0%,"455,859","1,825","4,826","1,387","3,478,893"
Uzbekistan,"73,751","2,190",159,0.22%,174,611,18,0,0%,"1,377,915","2,138","71,002","2,108","33,675,127"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,165"
Venezuela,"103,877","3,657",0,0%,117,913,32,0,0%,"2,317,442","4,085","98,879","3,482","28,401,198"
Vietnam,"1,361",14,0,0%,NA,35,NA,0,0%,"1,339,465",106,"1,220",12,"97,712,328"
Palestine,"94,676","18,379",0,0%,71,797,155,0,0%,"714,525","23,673","70,206","13,629","5,151,324"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,512"
Yemen,"2,267",75,0,0%,4,627,21,0,0%,"16,855",106,"1,534",51,"30,102,770"
Zambia,"17,857",960,0,0%,NA,364,20,0,0%,"430,655",348,"17,145",922,"18,599,587"
Zimbabwe,"10,547",705,0,0%,NA,281,19,0,0%,"184,820","1,464","8,802",589,"14,954,771"
United States,"14,774,167","44,523","1,632",0.01%,"26,153","285,656",861,106,0.04%,"203,887,324","5,824,908","8,663,603","26,108","331,833,330"
India,"9,608,418","6,934",0,0%,"8,944","139,736",101,0,0%,"145,885,512","409,860","9,058,822","6,537","1,385,789,833"
Brazil,"6,534,951","30,651",0,0%,"8,318","175,981",825,0,0%,"25,700,000","614,601","5,744,369","26,943","213,205,332"
Russia,"2,431,731","16,660","28,782",1.2%,"2,300","42,684",292,508,1.2%,"78,700,000","472,651","1,916,396","13,129","145,961,371"
Spain,"1,684,647","36,026",0,0%,"2,371","46,252",989,0,0%,"22,992,742","1,488,019","150,376","3,216","46,762,566"
United Kingdom,"1,690,432","24,845",0,0%,"1,261","60,617",891,0,0%,"44,812,139",NA,NA,NA,"68,038,710"
Italy,"1,688,939","27,952",0,0%,"3,567","58,852",974,0,0%,"22,767,130","757,702","872,385","14,438","60,423,533"
Colombia,"1,352,607","26,463",0,0%,"2,376","37,467",733,0,0%,"6,649,697","74,150","1,240,990","24,279","51,113,975"
Mexico,"1,156,770","8,932","12,127",1.06%,"3,377","108,863",841,690,0.64%,"2,977,002","195,188","852,719","6,584","129,510,020"
Germany,"1,152,283","13,734",0,0%,"4,011","18,691",223,0,0%,"29,141,172","312,992","820,600","9,781","83,898,867"
Peru,"970,860","29,272",0,0%,965,"36,195","1,091",0,0%,"5,136,390","30,707","903,958","27,255","33,166,949"
Ukraine,"801,716","18,379","13,825",1.75%,177,"13,421",308,226,1.71%,"4,702,234","375,762","412,533","9,457","43,620,167"
Belgium,"587,439","50,592","2,582",0.44%,789,"17,142","1,476",109,0.64%,"6,046,837","531,439","38,858","3,347","11,611,238"
Chile,"557,135","29,038",0,0%,683,"15,558",811,0,0%,"5,455,436","10,034","531,543","27,704","19,186,253"
Netherlands,"543,924","31,714",0,0%,488,"9,623",561,0,0%,"4,043,482",NA,NA,NA,"17,151,150"
Pakistan,"413,191","1,855","3,119",0.76%,"2,441","8,303",37,43,0.52%,"5,713,341","52,359","352,529","1,583","222,704,447"
Canada,"406,176","10,722",0,0%,530,"12,518",330,0,0%,"11,826,099","68,869","324,789","8,573","37,883,401"
Sweden,"278,912","27,544",0,0%,249,"7,067",698,0,0%,"3,457,247",NA,NA,NA,"10,126,207"
Japan,"155,232","1,229",0,0%,505,"2,240",18,0,0%,"3,675,244","21,816","131,176","1,039","126,309,474"
Australia,"27,956","1,091",7,0.03%,NA,908,35,0,0%,"10,160,853","1,414","25,634","1,000","25,625,837"
French Polynesia,"15,107",NA,0,0%,25,79,NA,0,0%,"26,355","10,186","4,842",NA,"281,603"
French Guiana,"11,334",NA,0,0%,1,71,NA,0,0%,"84,570","1,268","9,995",NA,"301,931"
Guadeloupe,"8,427",NA,0,0%,7,149,NA,0,0%,"77,192","6,036","2,242",NA,"400,153"
Reunion,"8,200",NA,0,0%,17,41,NA,0,0%,"48,859",430,"7,729",NA,"898,043"
Martinique,"5,520",NA,0,0%,9,41,NA,0,0%,"65,748","5,381",98,NA,"375,140"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,583"
Aruba,"4,942",NA,0,0%,4,45,NA,0,0%,"51,728",151,"4,746",NA,"106,960"
Curacao,"2,890",NA,0,0%,12,7,NA,0,0%,"24,381","1,591","1,292",NA,"164,381"
Channel Islands,"1,526",NA,0,0%,10,48,NA,0,0%,"199,491",466,"1,012",NA,"174,547"
Sint Maarten,"1,120",NA,15,1.36%,6,26,NA,1,4%,"7,893",87,"1,007",NA,"43,083"
Gibraltar,"1,042",NA,0,0%,NA,5,NA,0,0%,"94,777",68,969,NA,"33,687"
Turks and Caicos Islands,755,NA,0,0%,1,6,NA,0,0%,"9,247",11,738,NA,"38,940"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,945"
Faroe Islands,505,NA,0,0%,NA,NA,NA,0,0%,"169,645",NA,500,NA,"48,943"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"18,834",1,344,NA,"85,226"
Cayman Islands,288,NA,0,0%,1,2,NA,0,0%,"53,727",29,257,NA,"66,051"
Bermuda,278,NA,0,0%,1,9,NA,0,0%,"110,808",53,216,NA,"62,179"
Caribbean Netherlands,164,NA,0,0%,NA,3,NA,0,0%,"3,681",3,158,NA,"26,327"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,72,NA,0,0%,NA,1,NA,0,0%,"6,431",0,71,NA,"30,317"
New Caledonia,35,NA,0,0%,NA,NA,NA,0,0%,"17,928",NA,32,NA,"286,669"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,812"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,454",NA,15,NA,"3,522"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,7,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,060"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,153"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"198,978"
China,"86,601",60,17,0.02%,6,"4,634",3,0,0%,"160,000,000",273,"81,694",57,"1,439,323,776"
