Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Finland,"24,912","4,493",0,0%,18,399,72,0,0%,"1,934,470","7,713","16,800","3,030","5,544,324"
France,"2,222,488","34,017",0,0%,"3,751","52,731",807,0,0%,"20,618,607","2,007,476","162,281","2,484","65,333,951"
Gabon,"9,214","4,100",0,0%,7,60,27,0,0%,"303,373",88,"9,066","4,034","2,247,254"
The Gambia,"3,742","1,531",0,0%,2,123,50,0,0%,"25,226",18,"3,601","1,473","2,444,356"
Georgia,"139,343","34,959","3,759",2.77%,NA,"1,303",327,36,2.84%,"1,183,319","20,480","117,560","29,494","3,985,951"
Ghana,"51,667","1,649",0,0%,16,323,10,0,0%,"592,285",797,"50,547","1,613","31,339,470"
Greece,"105,271","10,121",0,0%,600,"2,406",231,0,0%,"2,373,566","79,791","23,074","2,218","10,401,616"
Grenada,41,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,30,NA,"112,741"
Guatemala,"122,062","6,762",0,0%,5,"4,171",231,0,0%,"533,871","6,947","110,944","6,146","18,052,084"
Guinea,"13,119",988,0,0%,24,76,6,0,0%,"73,155",998,"12,045",907,"13,278,216"
Guinea-Bissau,"2,441","1,228",0,0%,5,44,22,0,0%,"29,037",70,"2,327","1,171","1,987,059"
Guyana,"5,406",NA,0,0%,3,151,NA,0,0%,"30,096",863,"4,392",NA,"788,136"
Haiti,"9,294",811,0,0%,NA,233,20,0,0%,"34,734","1,038","8,023",700,"11,460,151"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"108,253","10,858",365,0.34%,128,"2,918",293,9,0.31%,"267,616","57,262","48,073","4,822","9,969,669"
Hungary,"221,073","22,909","3,951",1.82%,662,"4,977",516,154,3.19%,"1,653,780","151,294","64,802","6,715","9,650,043"
Iceland,"5,392",NA,0,0%,2,26,NA,0,0%,"390,068",187,"5,179",NA,"342,166"
Indonesia,"543,975","1,980","5,092",0.94%,NA,"17,081",62,136,0.8%,"5,695,747","72,015","454,879","1,656","274,724,505"
Iran,"962,070","11,394",0,0%,"5,852","48,246",571,0,0%,"6,125,348","245,673","668,151","7,913","84,438,345"
Iraq,"552,549","13,612",0,0%,293,"12,258",302,0,0%,"3,483,319","57,617","482,674","11,891","40,592,785"
Ireland,"72,544","14,624",0,0%,30,"2,053",414,0,0%,"1,964,711","47,127","23,364","4,710","4,960,674"
Israel,"337,373","36,681",527,0.16%,264,"2,865",311,0,0%,"5,605,071","10,513","323,995","35,226","9,197,590"
Jamaica,"10,763","3,628",0,0%,9,257,87,0,0%,"114,694","4,287","6,219","2,096","2,966,565"
Jordan,"219,430","21,418",0,0%,462,"2,751",269,0,0%,"2,551,231","61,653","155,026","15,132","10,245,216"
Kazakhstan,"132,348","7,014",689,0.52%,221,"1,990",105,0,0%,"4,206,738","13,495","116,863","6,193","18,869,833"
Kenya,"83,618","1,541",0,0%,72,"1,469",27,0,0%,"888,971","26,805","55,344","1,020","54,257,423"
South Korea,"34,652",676,451,1.32%,97,526,10,0,0%,"3,083,997","6,241","27,885",544,"51,287,671"
Kosovo,"39,596",NA,0,0%,NA,"1,016",NA,0,0%,NA,NA,"25,001",NA,NA
Kuwait,"142,635","33,197",0,0%,84,880,205,0,0%,"1,095,574","4,684","137,071","31,902","4,296,685"
Kyrgyzstan,"73,178","11,141",371,0.51%,133,"1,275",194,4,0.31%,"504,891","7,192","64,711","9,852","6,568,625"
Laos,39,5,0,0%,NA,NA,NA,0,0%,"79,000",NA,26,4,"7,319,225"
Latvia,"17,075","9,095",0,0%,36,206,110,0,0%,"624,539","15,074","1,795",956,"1,877,372"
Lebanon,"127,944","18,781",0,0%,368,"1,018",149,0,0%,"1,620,913","43,892","83,034","12,188","6,812,579"
Lesotho,"2,109",981,0,0%,NA,44,20,0,0%,"25,687",787,"1,278",595,"2,149,318"
Liberia,"1,595",312,0,0%,2,83,16,0,0%,"34,105",169,"1,343",263,"5,106,395"
Libya,"82,809","11,984",0,0%,NA,"1,183",171,0,0%,"431,561","27,808","53,818","7,788","6,909,972"
Liechtenstein,"1,270",NA,0,0%,11,16,NA,0,0%,"14,040",166,"1,088",NA,"38,174"
Lithuania,"62,515","23,101","1,187",1.94%,132,519,192,13,2.57%,"1,264,577","46,919","15,077","5,571","2,706,174"
Luxembourg,"34,678",NA,0,0%,42,321,NA,0,0%,"1,374,203","8,271","26,086",NA,"630,183"
Madagascar,"17,341",620,0,0%,16,251,9,0,0%,"93,734",433,"16,657",595,"27,982,067"
Malawi,"6,028",312,0,0%,4,185,10,0,0%,"74,010",388,"5,455",282,"19,332,026"
Malaysia,"65,697","2,019",0,0%,113,360,11,0,0%,"2,667,756","10,578","54,759","1,683","32,537,799"
Maldives,"13,011",NA,0,0%,12,46,NA,0,0%,"248,889","1,026","11,939",NA,"544,469"
Mali,"4,710",230,0,0%,NA,156,8,0,0%,"100,284","1,348","3,206",156,"20,488,521"
Malta,"9,873",NA,0,0%,18,137,NA,0,0%,"428,014","2,071","7,665",NA,"442,035"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,356"
Mauritania,"8,601","1,830",0,0%,10,177,38,0,0%,"103,754",692,"7,732","1,645","4,699,595"
Mauritius,504,396,0,0%,NA,10,8,0,0%,"289,552",38,456,358,"1,272,652"
Moldova,"107,364","26,641",0,0%,303,"2,304",572,0,0%,"460,937","9,706","95,354","23,661","4,030,024"
Monaco,609,NA,0,0%,4,3,NA,0,0%,"51,953",50,556,NA,"39,358"
Mongolia,801,243,10,1.26%,6,NA,NA,0,0%,"188,044",NA,358,108,"3,300,090"
Montenegro,"35,265",NA,0,0%,68,499,NA,0,0%,"133,604","10,635","24,131",NA,"628,099"
Morocco,"356,336","9,607",0,0%,"1,038","5,846",158,0,0%,"3,953,900","45,199","305,291","8,231","37,091,981"
Mozambique,"15,701",497,0,0%,NA,131,4,0,0%,"231,131","1,841","13,729",434,"31,612,571"
Namibia,"14,380","5,617",0,0%,5,151,59,0,0%,"156,723",694,"13,535","5,287","2,559,868"
Nepal,"233,452","7,953",0,0%,NA,"1,508",51,0,0%,"1,737,747","17,423","214,521","7,308","29,352,794"
New Zealand,"2,059",412,3,0.15%,NA,25,5,0,0%,"1,278,690",72,"1,962",392,"5,002,100"
Nicaragua,"5,784",869,0,0%,NA,160,24,0,0%,NA,NA,"4,225",635,"6,657,236"
Niger,"1,548",63,0,0%,9,72,3,0,0%,"46,310",266,"1,210",49,"24,560,845"
Nigeria,"67,557",324,0,0%,10,"1,173",6,0,0%,"756,237","3,102","63,282",304,"208,230,502"
North Macedonia,"61,878","29,701",0,0%,138,"1,763",846,0,0%,"332,286","21,169","38,946","18,694","2,083,338"
Norway,"36,150","6,647",0,0%,35,332,61,0,0%,"2,224,045","14,862","20,956","3,853","5,438,888"
Oman,"123,699","23,974",0,0%,108,"1,423",276,0,0%,"571,472","7,060","115,216","22,330","5,159,740"
Panama,"165,806","38,179",0,0%,167,"3,079",709,0,0%,"907,285","18,265","144,462","33,265","4,342,825"
Papua New Guinea,656,73,1,0.15%,NA,7,1,0,0%,"32,221",52,597,66,"9,016,806"
Paraguay,"82,424","11,498",0,0%,133,"1,756",245,0,0%,"449,057","22,215","58,453","8,154","7,168,854"
Philippines,"432,925","3,929","1,298",0.3%,"1,401","8,418",76,27,0.32%,"5,781,326","25,725","398,782","3,619","110,185,022"
Poland,"990,811","26,192",0,0%,"2,118","17,150",453,0,0%,"6,236,988","396,147","577,514","15,266","37,829,214"
Portugal,"298,061","29,267",0,0%,525,"4,505",442,0,0%,"4,353,234","80,614","212,942","20,909","10,184,211"
Qatar,"138,833","49,445",0,0%,32,237,84,0,0%,"1,112,430","2,506","136,090","48,468","2,807,805"
Romania,"475,362","24,780",0,0%,"1,251","11,331",591,0,0%,"4,107,567","110,843","353,188","18,411","19,183,572"
Rwanda,"5,934",454,0,0%,NA,49,4,0,0%,"626,311",369,"5,516",422,"13,083,614"
Saint Kitts and Nevis,22,NA,0,0%,NA,NA,NA,0,0%,"3,677",NA,19,NA,"53,356"
Saint Lucia,259,NA,0,0%,NA,2,NA,0,0%,"16,074",126,131,NA,"183,977"
Saint Vincent and the Grenadines,85,NA,0,0%,NA,NA,NA,0,0%,"9,555",NA,79,NA,"111,087"
San Marino,"1,612",NA,0,0%,8,46,NA,0,0%,"17,194",267,"1,299",NA,"33,961"
SÃ£o TomÃ© and PrÃ­ncipe,991,NA,0,0%,NA,17,NA,0,0%,"7,498",41,933,NA,"220,835"
Saudi Arabia,"357,360","10,199",0,0%,659,"5,896",168,0,0%,"9,615,942","4,662","346,802","9,898","35,037,872"
Senegal,"16,089",951,0,0%,6,333,20,0,0%,"230,861",149,"15,607",922,"16,924,203"
Serbia,"175,438","20,113",0,0%,253,"1,604",184,0,0%,"1,777,582","142,298","31,536","3,615","8,722,563"
Seychelles,183,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,162,NA,"98,601"
Sierra Leone,"2,412",300,0,0%,NA,74,9,0,0%,NA,NA,"1,836",228,"8,043,679"
Singapore,"58,228","9,920",10,0.02%,NA,29,5,0,0%,"4,448,110",65,"58,134","9,904","5,869,495"
Slovakia,"107,183","19,628","1,254",1.18%,243,868,159,29,3.46%,"1,082,625","37,456","68,859","12,610","5,460,750"
Slovenia,"75,814","36,466",0,0%,202,"1,435",690,0,0%,"519,120","20,241","54,138","26,040","2,079,058"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"693,779"
Somalia,"4,451",277,0,0%,NA,113,7,0,0%,NA,NA,"3,417",213,"16,074,085"
South Africa,"790,004","13,251",0,0%,546,"21,535",361,0,0%,"5,383,078","37,227","731,242","12,265","59,618,545"
South Sudan,"3,109",276,0,0%,NA,61,5,0,0%,"58,576",94,"2,954",263,"11,248,153"
Sri Lanka,"23,987","1,118",0,0%,NA,118,6,0,0%,"827,928","6,309","17,560",819,"21,450,752"
Sudan,"17,810",402,0,0%,NA,"1,249",28,0,0%,NA,NA,"10,302",233,"44,268,882"
Suriname,"5,312",NA,0,0%,2,117,NA,0,0%,"21,648",1,"5,194",NA,"588,818"
Switzerland,"327,072","37,677",0,0%,490,"4,815",555,0,0%,"2,734,165","72,057","250,200","28,822","8,680,983"
Syria,"7,887",446,0,0%,NA,417,24,0,0%,NA,NA,"3,560",201,"17,674,732"
Taiwan,679,28,4,0.59%,NA,7,NA,0,0%,"110,685",104,568,24,"23,834,820"
Tajikistan,"12,194","1,267",0,0%,NA,86,9,0,0%,NA,NA,"11,599","1,205","9,625,529"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,427,789"
Thailand,"4,008",57,10,0.25%,1,60,1,0,0%,"977,854",137,"3,811",55,"69,873,250"
Timor-Leste,30,23,0,0%,NA,NA,NA,0,0%,"13,842",NA,30,23,"1,328,783"
Togo,"2,974",356,0,0%,NA,64,8,0,0%,"148,863",432,"2,478",296,"8,358,242"
Trinidad and Tobago,"6,669","4,759",0,0%,38,120,86,0,0%,"36,792",778,"5,771","4,118","1,401,383"
Tunisia,"96,769","8,152",0,0%,295,"3,260",275,0,0%,"460,624","22,658","70,851","5,969","11,869,970"
Turkey,"638,847","7,541",0,0%,"5,190","13,746",162,0,0%,"18,592,292","220,374","404,727","4,777","84,715,803"
Uganda,"20,459",442,0,0%,NA,205,4,0,0%,"625,029","11,265","8,989",194,"46,327,896"
United Arab Emirates,"168,860","16,988",0,0%,NA,572,58,0,0%,"16,727,741","13,389","154,899","15,583","9,939,944"
Uruguay,"5,857","1,684",0,0%,18,77,22,0,0%,"433,899","1,423","4,357","1,252","3,478,762"
Uzbekistan,"73,094","2,171",53,0.07%,172,610,18,2,0.33%,"1,377,915","2,147","70,337","2,089","33,669,824"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,NA,NA,"310,087"
Venezuela,"102,394","3,605",0,0%,117,897,32,0,0%,"2,297,557","4,171","97,326","3,427","28,402,074"
Vietnam,"1,347",14,0,0%,NA,35,NA,0,0%,"1,339,465",133,"1,179",12,"97,702,766"
Palestine,"85,647","16,630",0,0%,67,732,142,0,0%,"667,160","19,928","64,987","12,619","5,150,025"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,351"
Yemen,"2,191",73,0,0%,4,619,21,0,0%,"16,855",62,"1,510",50,"30,095,574"
Zambia,"17,647",949,0,0%,NA,357,19,0,0%,"404,471",292,"16,998",914,"18,593,939"
Zimbabwe,"10,034",671,0,0%,NA,277,19,0,0%,"178,913","1,268","8,489",568,"14,952,406"
United States,"13,920,038","41,952",0,0%,"25,307","274,332",827,0,0%,"194,909,340","5,422,315","8,223,391","24,783","331,812,157"
India,"9,463,254","6,830",0,0%,"8,944","137,659",99,0,0%,"141,349,298","436,010","8,889,585","6,416","1,385,641,672"
Brazil,"6,336,278","29,721",0,0%,"8,318","173,165",812,0,0%,"21,900,000","561,309","5,601,804","26,276","213,188,844"
Russia,"2,322,056","15,909","26,402",1.15%,"2,300","40,464",277,569,1.43%,"76,755,901","478,125","1,803,467","12,356","145,960,689"
Spain,"1,648,187","35,246",0,0%,"2,629","45,069",964,0,0%,"22,992,742","1,452,742","150,376","3,216","46,762,368"
United Kingdom,"1,629,657","23,953",0,0%,"1,417","58,448",859,0,0%,"43,479,023",NA,NA,NA,"68,034,821"
Italy,"1,601,554","26,505",0,0%,"3,744","55,576",920,0,0%,"21,945,099","788,471","757,507","12,536","60,424,501"
Colombia,"1,316,806","25,765",0,0%,"2,376","36,766",719,0,0%,"6,429,234","69,551","1,210,489","23,685","51,108,051"
Mexico,"1,113,543","8,599","6,472",0.58%,"3,335","105,940",818,285,0.27%,"2,866,225","184,017","823,586","6,360","129,495,225"
Germany,"1,069,763","12,751",0,0%,"3,926","16,862",201,0,0%,"27,859,242","313,801","739,100","8,810","83,895,947"
Peru,"963,605","29,058",0,0%,965,"35,966","1,085",0,0%,"5,069,698","32,898","894,741","26,981","33,161,928"
Ukraine,"745,123","17,081","12,498",1.71%,177,"12,548",288,221,1.79%,"4,528,772","377,403","355,172","8,142","43,623,023"
Belgium,"577,345","49,725",746,0.13%,900,"16,645","1,434",98,0.59%,"5,906,234","523,226","37,474","3,228","11,610,688"
Chile,"551,743","28,760",0,0%,690,"15,410",803,0,0%,"5,333,453","9,729","526,604","27,450","19,184,462"
Netherlands,"523,478","30,522",0,0%,512,"9,376",547,0,0%,"4,043,482",NA,NA,NA,"17,150,737"
Pakistan,"400,482","1,799","2,458",0.62%,"2,165","8,091",36,66,0.82%,"5,549,779","49,105","343,286","1,542","222,657,494"
Canada,"381,544","10,072",0,0%,492,"12,146",321,0,0%,"11,475,642","64,816","304,582","8,041","37,879,788"
Sweden,"243,129","24,012",0,0%,221,"6,681",660,0,0%,"3,174,798",NA,NA,NA,"10,125,520"
Japan,"146,760","1,162",0,0%,472,"2,119",17,0,0%,"3,502,536","21,196","123,445",977,"126,313,687"
Australia,"27,912","1,089",8,0.03%,NA,908,35,0,0%,"10,026,696","1,402","25,602",999,"25,622,604"
French Polynesia,"14,372",NA,0,0%,24,75,NA,0,0%,"26,355","9,455","4,842",NA,"281,585"
French Guiana,"11,204",NA,0,0%,1,70,NA,0,0%,"82,983","1,139","9,995",NA,"301,846"
Guadeloupe,"8,344",NA,0,0%,9,149,NA,0,0%,"74,138","5,953","2,242",NA,"400,153"
Reunion,"8,054",NA,0,0%,17,40,NA,0,0%,"48,859",842,"7,172",NA,"897,974"
Martinique,"5,413",NA,0,0%,16,40,NA,0,0%,"63,774","5,275",98,NA,"375,143"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,511"
Aruba,"4,845",NA,0,0%,4,45,NA,0,0%,"50,129",108,"4,692",NA,"106,955"
Curacao,"2,379",NA,0,0%,16,4,NA,0,0%,"21,902","1,224","1,151",NA,"164,373"
Channel Islands,"1,299",NA,0,0%,10,48,NA,0,0%,"199,491",239,"1,012",NA,"174,529"
Sint Maarten,"1,069",NA,3,0.28%,6,25,NA,0,0%,"7,586",80,964,NA,"43,078"
Gibraltar,"1,020",NA,0,0%,3,5,NA,0,0%,"90,317",76,939,NA,"33,687"
Turks and Caicos Islands,748,NA,0,0%,1,6,NA,0,0%,"8,650",25,717,NA,"38,934"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,938"
Faroe Islands,503,NA,0,0%,NA,NA,NA,0,0%,"167,731",NA,498,NA,"48,941"
Isle of Man,369,NA,0,0%,1,25,NA,0,0%,"18,159",6,338,NA,"85,221"
Cayman Islands,274,NA,0,0%,1,2,NA,0,0%,"52,620",20,252,NA,"66,042"
Bermuda,260,NA,0,0%,1,9,NA,0,0%,"107,890",37,214,NA,"62,181"
Caribbean Netherlands,162,NA,0,0%,NA,3,NA,0,0%,"3,637",2,157,NA,"26,324"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,71,NA,0,0%,NA,1,NA,0,0%,"5,193",0,70,NA,"30,315"
New Caledonia,33,NA,0,0%,NA,NA,NA,0,0%,"17,565",NA,32,NA,"286,639"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,811"
Falkland Islands,16,NA,0,0%,NA,NA,NA,0,0%,"4,245",NA,13,NA,"3,521"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,814",NA,12,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,6,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,059"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,155"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,NA,NA,"198,963"
China,"86,542",60,12,0.01%,8,"4,634",3,0,0%,"160,000,000",277,"81,631",57,"1,439,323,776"
