Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Egypt,"120,147","1,164",0,0%,46,"6,854",66,0,0%,"1,000,000","9,012","104,281","1,011","103,181,996"
El Salvador,"40,741","6,267",0,0%,71,"1,186",182,6,0.51%,"572,266","2,383","37,172","5,718","6,500,757"
Equatorial Guinea,"5,183","3,642",0,0%,NA,85,60,0,0%,"72,105",50,"5,048","3,548","1,422,952"
Eritrea,656,184,0,0%,NA,NA,NA,0,0%,"22,647",NA,525,147,"3,568,076"
Estonia,"16,598","12,509",0,0%,24,141,106,0,0%,"529,988","6,512","9,945","7,495","1,326,933"
Eswatini,"6,633","5,691",0,0%,11,126,108,0,0%,"63,144",286,"6,221","5,338","1,165,481"
Ethiopia,"115,360",993,0,0%,326,"1,779",15,0,0%,"1,689,299","24,606","88,975",766,"116,207,038"
Fiji,44,NA,0,0%,NA,2,2,0,0%,"17,576",7,35,NA,"899,328"
Finland,"29,572","5,334",0,0%,25,442,80,0,0%,"2,136,400","9,130","20,000","3,607","5,544,558"
France,"2,337,966","35,783",0,0%,"2,959","56,940",871,0,0%,"28,282,874","2,106,368","174,658","2,673","65,337,886"
Gabon,"9,300","4,136",0,0%,9,62,28,0,0%,"322,361",83,"9,155","4,071","2,248,693"
The Gambia,"3,779","1,545",0,0%,1,123,50,0,0%,"26,714",11,"3,645","1,490","2,446,218"
Georgia,"183,099","45,938","4,146",2.32%,NA,"1,694",425,37,2.23%,"1,667,615","30,944","150,461","37,750","3,985,743"
Ghana,"52,738","1,682",0,0%,15,326,10,0,0%,"616,231",894,"51,518","1,643","31,357,228"
Greece,"121,253","11,659",0,0%,571,"3,370",324,0,0%,"2,540,044","94,809","23,074","2,219","10,400,232"
Grenada,43,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,41,NA,"112,755"
Guatemala,"127,786","7,075",0,0%,5,"4,345",241,0,0%,"571,129","6,999","116,442","6,447","18,061,152"
Guinea,"13,368","1,006",0,0%,24,79,6,0,0%,"84,951",691,"12,598",948,"13,287,984"
Guinea-Bissau,"2,444","1,229",0,0%,5,44,22,0,0%,"33,033",63,"2,337","1,175","1,988,334"
Guyana,"5,811",NA,0,0%,6,154,NA,0,0%,"33,020",732,"4,925",NA,"788,240"
Haiti,"9,434",823,0,0%,NA,233,20,0,0%,"34,734","1,031","8,170",713,"11,463,948"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"113,207","11,350",415,0.37%,112,"2,968",298,7,0.24%,"282,300","59,291","50,948","5,108","9,973,976"
Hungary,"271,200","28,105","6,197",2.34%,610,"6,622",686,171,2.65%,"2,245,483","185,878","78,700","8,156","9,649,376"
Iceland,"5,524",NA,0,0%,3,28,NA,0,0%,"403,640",183,"5,313",NA,"342,227"
Indonesia,"598,933","2,179",0,0%,NA,"18,336",67,0,0%,"6,200,252","88,622","491,975","1,790","274,803,482"
Iran,"1,083,023","12,822",0,0%,"5,768","51,496",610,0,0%,"6,568,472","253,360","778,167","9,213","84,467,718"
Iraq,"571,253","14,064",0,0%,218,"12,526",308,0,0%,"3,803,674","56,760","501,967","12,358","40,617,505"
Ireland,"75,203","15,155",0,0%,36,"2,117",427,0,0%,"2,063,450","49,722","23,364","4,708","4,962,180"
Israel,"352,860","38,364",463,0.13%,320,"2,962",322,1,0.03%,"5,605,071","16,198","333,700","36,281","9,197,590"
Jamaica,"11,443","3,857",0,0%,9,270,91,0,0%,"122,930","3,651","7,522","2,535","2,966,917"
Jordan,"253,121","24,700",0,0%,373,"3,250",317,0,0%,"2,777,801","43,233","206,638","20,164","10,247,981"
Kazakhstan,"183,630","9,728",836,0.46%,221,"2,550",135,0,0%,"4,795,216","25,742","155,338","8,229","18,875,968"
Kenya,"90,305","1,663",0,0%,55,"1,568",29,0,0%,"945,747","17,483","71,254","1,312","54,289,859"
South Korea,"40,786",795,688,1.72%,169,572,11,8,1.42%,"3,311,213","9,057","31,157",607,"51,288,872"
Kosovo,"45,004",NA,0,0%,NA,"1,161",NA,0,0%,NA,NA,"31,802",NA,NA
Kuwait,"145,495","33,849",0,0%,72,910,212,0,0%,"1,165,434","3,326","141,259","32,863","4,298,412"
Kyrgyzstan,"76,718","11,674",327,0.43%,106,"1,307",199,1,0.08%,"541,098","6,070","69,341","10,552","6,571,568"
Laos,41,6,0,0%,NA,NA,NA,0,0%,"83,753",NA,33,5,"7,322,111"
Latvia,"23,706","12,631",0,0%,45,304,162,0,0%,"704,053","21,536","1,866",994,"1,876,806"
Lebanon,"142,187","20,874",0,0%,371,"1,170",172,0,0%,"1,745,713","45,280","95,737","14,055","6,811,748"
Lesotho,"2,178","1,013",0,0%,NA,44,20,0,0%,"27,391",851,"1,283",597,"2,149,781"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,109,652"
Libya,"89,183","12,902",0,0%,NA,"1,273",184,0,0%,"474,223","28,688","59,222","8,567","6,912,525"
Liechtenstein,"1,441",NA,0,0%,20,19,NA,0,0%,"15,808",140,"1,282",NA,"38,177"
Lithuania,"86,949","32,142","3,067",3.66%,178,764,282,29,3.95%,"1,387,528","50,017","36,168","13,370","2,705,144"
Luxembourg,"40,037",NA,0,0%,47,384,NA,0,0%,"1,475,746","8,755","30,898",NA,"630,461"
Madagascar,"17,473",624,0,0%,16,255,9,0,0%,"95,472",291,"16,927",605,"28,001,580"
Malawi,"6,053",313,2,0.03%,4,186,10,0,0%,"77,683",378,"5,489",284,"19,345,577"
Malaysia,"78,499","2,412",0,0%,124,396,12,0,0%,"2,871,261","11,867","66,236","2,035","32,549,129"
Maldives,"13,308",NA,0,0%,12,47,NA,0,0%,"263,107",640,"12,621",NA,"544,730"
Mali,"5,576",272,0,0%,NA,184,9,0,0%,"110,916","1,890","3,502",171,"20,504,523"
Malta,"10,884",NA,0,0%,18,164,NA,0,0%,"455,897","1,872","8,848",NA,"442,067"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,367"
Mauritania,"10,268","2,183",0,0%,37,210,45,0,0%,"108,500","2,101","7,957","1,692","4,702,946"
Mauritius,515,405,0,0%,NA,10,8,0,0%,"289,552",27,478,376,"1,272,709"
Moldova,"122,685","30,445",0,0%,286,"2,500",620,0,0%,"496,181","14,947","105,238","26,115","4,029,769"
Monaco,657,NA,0,0%,4,3,NA,0,0%,"51,953",63,591,NA,"39,365"
Mongolia,905,274,7,0.78%,6,NA,NA,0,0%,"387,484",NA,384,116,"3,301,533"
Montenegro,"40,165",NA,0,0%,68,566,NA,0,0%,"149,825","10,545","29,054",NA,"628,101"
Morocco,"391,529","10,552",0,0%,965,"6,492",175,0,0%,"4,141,842","39,103","345,934","9,323","37,103,931"
Mozambique,"16,521",522,0,0%,NA,139,4,0,0%,"243,314","1,667","14,715",465,"31,636,589"
Namibia,"15,773","6,159",0,0%,10,158,62,0,0%,"170,817","1,397","14,218","5,551","2,561,127"
Nepal,"245,650","8,365",0,0%,NA,"1,663",57,0,0%,"1,813,204","12,386","231,601","7,886","29,367,131"
New Zealand,"2,092",418,4,0.19%,NA,25,5,0,0%,"1,332,470",57,"2,010",402,"5,002,100"
Nicaragua,"5,887",884,0,0%,NA,162,24,0,0%,NA,NA,"4,225",634,"6,659,389"
Niger,"2,126",86,0,0%,9,80,3,0,0%,"50,488",797,"1,249",51,"24,584,933"
Nigeria,"71,344",342,0,0%,10,"1,190",6,0,0%,"829,743","4,680","65,474",314,"208,370,519"
North Macedonia,"70,883","34,024",0,0%,138,"2,051",984,0,0%,"357,102","21,468","47,364","22,735","2,083,336"
Norway,"40,023","7,357",0,0%,33,382,70,0,0%,"2,421,445","5,178","34,463","6,335","5,440,045"
Oman,"125,669","24,339",0,0%,65,"1,463",283,0,0%,"571,472","6,879","117,327","22,723","5,163,300"
Panama,"185,424","42,678",0,0%,173,"3,287",757,0,0%,"1,020,898","24,249","157,888","36,341","4,344,682"
Papua New Guinea,684,76,0,0%,NA,7,1,0,0%,"32,221",76,601,67,"9,021,444"
Paraguay,"90,958","12,684",0,0%,151,"1,914",267,0,0%,"489,070","24,517","64,527","8,998","7,171,248"
Philippines,"447,039","4,056","1,504",0.34%,"1,401","8,709",79,8,0.09%,"6,122,123","29,001","409,329","3,714","110,224,876"
Poland,"1,102,096","29,134",0,0%,"1,775","21,630",572,0,0%,"6,586,361","288,347","792,119","20,940","37,828,086"
Portugal,"335,207","32,917",0,0%,509,"5,278",518,0,0%,"4,899,189","70,381","259,548","25,487","10,183,403"
Qatar,"140,516","50,045",0,0%,24,240,85,0,0%,"1,154,919","2,243","138,033","49,160","2,807,805"
Romania,"539,107","28,108",0,0%,"1,288","12,948",675,0,0%,"4,356,567","91,480","434,679","22,663","19,180,085"
Rwanda,"6,349",485,0,0%,NA,53,4,0,0%,"657,995",507,"5,789",442,"13,092,413"
Saint Kitts and Nevis,26,NA,0,0%,NA,NA,NA,0,0%,"4,358",NA,23,NA,"53,366"
Saint Lucia,271,NA,0,0%,NA,3,NA,0,0%,"17,063",91,177,NA,"184,000"
Saint Vincent and the Grenadines,91,NA,0,0%,NA,NA,NA,0,0%,"11,526",NA,80,NA,"111,097"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"198,999"
San Marino,"1,868",NA,0,0%,7,49,NA,0,0%,"20,145",295,"1,524",NA,"33,963"
SÃ£o TomÃ© and PrÃ­ncipe,"1,009",NA,0,0%,NA,17,NA,0,0%,"7,498",46,946,NA,"220,947"
Saudi Arabia,"359,415","10,254",0,0%,537,"6,012",172,0,0%,"10,032,199","3,531","349,872","9,981","35,052,696"
Senegal,"16,766",990,0,0%,12,343,20,0,0%,"241,073",473,"15,950",942,"16,936,300"
Serbia,"249,224","28,575",0,0%,323,"2,172",249,0,0%,"1,980,272","215,516","31,536","3,616","8,721,606"
Seychelles,184,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,617"
Sierra Leone,"2,435",303,0,0%,NA,74,9,0,0%,NA,NA,"1,847",229,"8,048,120"
Singapore,"58,305","9,931",8,0.01%,NA,29,5,0,0%,"4,834,370",88,"58,188","9,912","5,870,751"
Slovakia,"124,921","22,876",0,0%,286,"1,104",202,0,0%,"1,177,178","32,362","91,455","16,747","5,460,822"
Slovenia,"91,922","44,213",0,0%,187,"1,949",937,0,0%,"577,208","20,803","69,170","33,270","2,079,066"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"694,241"
Somalia,"4,579",285,0,0%,NA,121,8,0,0%,NA,NA,"3,529",219,"16,086,247"
South Africa,"836,764","14,030",0,0%,546,"22,747",381,0,0%,"5,735,470","57,346","756,671","12,688","59,638,974"
South Sudan,"3,181",283,0,0%,1,62,6,0,0%,"62,494",116,"3,003",267,"11,251,738"
Sri Lanka,"30,613","1,427",0,0%,NA,146,7,0,0%,"941,468","8,206","22,261","1,038","21,453,199"
Sudan,"20,468",462,0,0%,NA,"1,319",30,0,0%,NA,NA,"11,673",264,"44,296,929"
Suriname,"5,337",NA,0,0%,2,117,NA,0,0%,"22,493",2,"5,218",NA,"588,961"
Switzerland,"368,695","42,463",0,0%,449,"5,824",671,0,0%,"2,985,976","74,471","288,400","33,215","8,682,709"
Syria,"8,787",497,0,0%,NA,476,27,0,0%,NA,NA,"4,174",236,"17,686,381"
Taiwan,725,30,1,0.14%,NA,7,NA,0,0%,"113,962",123,595,25,"23,835,994"
Tajikistan,"12,588","1,307",0,0%,NA,88,9,0,0%,NA,NA,"12,009","1,247","9,631,396"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,474,462"
Thailand,"4,180",60,11,0.26%,1,60,1,0,0%,"977,854",217,"3,903",56,"69,878,022"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,471"
Togo,"3,182",380,0,0%,NA,66,8,0,0%,"157,992",402,"2,714",325,"8,363,558"
Trinidad and Tobago,"6,833","4,875",0,0%,2,122,87,0,0%,"38,077",651,"6,060","4,324","1,401,506"
Tunisia,"107,814","9,080",0,0%,273,"3,758",317,0,0%,"499,552","21,863","82,193","6,922","11,873,347"
Turkey,"1,748,567","20,634",0,0%,"5,943","15,751",186,0,0%,"20,500,579","578,483","1,154,333","13,622","84,740,585"
Uganda,"25,730",555,0,0%,NA,220,5,0,0%,"666,328","15,905","9,605",207,"46,367,555"
United Arab Emirates,"181,405","18,244",0,0%,NA,602,61,0,0%,"17,955,603","19,062","161,741","16,266","9,943,209"
Uruguay,"8,487","2,439",0,0%,33,90,26,0,0%,"490,659","2,650","5,747","1,652","3,479,090"
Uzbekistan,"74,664","2,217",166,0.22%,179,611,18,0,0%,"1,377,915","2,132","71,921","2,135","33,683,082"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,283"
Venezuela,"106,280","3,742",0,0%,35,938,33,0,0%,"2,337,527","3,958","101,384","3,570","28,399,883"
Vietnam,"1,385",14,0,0%,NA,35,NA,0,0%,"1,339,465",125,"1,225",13,"97,726,671"
Palestine,"104,879","20,352",0,0%,81,910,177,0,0%,"753,340","25,254","78,715","15,275","5,153,273"
Yemen,"2,081",69,0,0%,23,606,20,0,0%,"17,404",92,"1,383",46,"30,113,564"
Zambia,"18,091",972,0,0%,NA,364,20,0,0%,"467,787",420,"17,307",930,"18,608,060"
Zimbabwe,"11,081",741,0,0%,NA,305,20,0,0%,"189,370","1,523","9,253",619,"14,958,320"
United States,"16,039,393","48,331",0,0%,"27,352","299,692",903,0,0%,"215,116,047","6,408,836","9,330,865","28,116","331,865,090"
India,"9,796,992","7,068",0,0%,"8,944","142,222",103,0,0%,"151,632,223","363,936","9,290,834","6,703","1,386,012,075"
Brazil,"6,783,543","31,813",0,0%,"8,318","179,801",843,0,0%,"25,700,000","671,965","5,931,777","27,819","213,230,064"
Russia,"2,597,711","17,797","28,585",1.11%,"2,300","45,893",314,613,1.35%,"81,564,365","491,978","2,059,840","14,112","145,962,393"
United Kingdom,"1,787,783","26,274",0,0%,"1,243","63,082",927,0,0%,"46,730,999",NA,NA,NA,"68,044,545"
Italy,"1,787,147","29,578",0,0%,"3,517","62,626","1,036",0,0%,"23,676,174","696,527","1,027,994","17,014","60,422,081"
Spain,"1,720,056","36,783",0,0%,"2,158","47,344","1,012",0,0%,"24,101,272","1,522,336","150,376","3,216","46,762,862"
Colombia,"1,399,911","27,383",0,0%,"2,376","38,484",753,0,0%,"6,915,466","65,007","1,296,420","25,359","51,122,861"
Germany,"1,270,432","15,142",0,0%,"4,339","21,233",253,0,0%,"30,494,036","327,099","922,100","10,990","83,903,248"
Mexico,"1,217,126","9,396","11,897",0.99%,"3,515","112,326",867,671,0.6%,"3,118,237","208,670","896,130","6,918","129,532,213"
Peru,"979,111","29,514",0,0%,"1,019","36,499","1,100",0,0%,"5,217,086","28,012","914,600","27,569","33,174,480"
Ukraine,"872,228","19,998","13,514",1.57%,177,"14,755",338,285,1.97%,"4,838,979","377,125","480,348","11,013","43,615,882"
Belgium,"600,397","51,705","2,754",0.46%,657,"17,692","1,524",89,0.51%,"6,231,437","541,916","40,789","3,513","11,612,063"
Netherlands,"585,685","34,147",0,0%,491,"9,902",577,0,0%,"5,077,285",NA,NA,NA,"17,151,770"
Chile,"566,440","29,519",0,0%,671,"15,774",822,0,0%,"5,659,403","10,378","540,288","28,156","19,188,940"
Canada,"445,815","11,766",0,0%,530,"13,129",347,0,0%,"12,317,829","71,679","361,007","9,528","37,888,820"
Pakistan,"432,327","1,941","3,047",0.71%,"2,538","8,653",39,50,0.58%,"5,948,742","44,582","379,092","1,702","222,774,877"
Sweden,"312,728","30,880",0,0%,252,"7,354",726,0,0%,"3,718,476",NA,NA,NA,"10,127,237"
Japan,"168,573","1,335",0,0%,543,"2,465",20,0,0%,"3,898,969","23,102","143,006","1,132","126,303,155"
Australia,"28,011","1,093",11,0.04%,NA,908,35,0,0%,"10,333,110","1,438","25,665","1,001","25,630,685"
French Polynesia,"15,535",NA,0,0%,25,91,NA,0,0%,"26,355","10,602","4,842",NA,"281,630"
French Guiana,"11,677",NA,0,0%,NA,71,NA,0,0%,"88,135","1,611","9,995",NA,"302,059"
Guadeloupe,"8,472",NA,0,0%,7,151,NA,0,0%,"78,966","6,079","2,242",NA,"400,155"
Reunion,"8,345",NA,0,0%,8,41,NA,0,0%,"48,859",575,"7,729",NA,"898,148"
Martinique,"5,575",NA,0,0%,10,42,NA,0,0%,"67,378","5,435",98,NA,"375,135"
Mayotte,"5,499",NA,0,0%,4,51,NA,0,0%,"27,129","2,484","2,964",NA,"275,691"
Aruba,"5,011",NA,0,0%,4,46,NA,0,0%,"54,368",100,"4,865",NA,"106,968"
Curacao,"3,404",NA,0,0%,19,8,NA,0,0%,"27,211","1,828","1,568",NA,"164,392"
Channel Islands,"1,844",NA,0,0%,10,48,NA,0,0%,"199,491",708,"1,088",NA,"174,573"
Sint Maarten,"1,201",NA,16,1.35%,4,26,NA,0,0%,"8,306",117,"1,058",NA,"43,091"
Gibraltar,"1,069",NA,0,0%,1,5,NA,0,0%,"99,733",49,"1,015",NA,"33,687"
Saint Martin,801,NA,0,0%,7,12,NA,0,0%,"7,838",114,675,NA,"38,956"
Turks and Caicos Islands,768,NA,0,0%,1,6,NA,0,0%,"10,171",22,740,NA,"38,948"
Faroe Islands,519,NA,0,0%,NA,NA,NA,0,0%,"174,047",NA,503,NA,"48,946"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"19,291",1,344,NA,"85,233"
Bermuda,364,NA,0,0%,2,9,NA,0,0%,"116,258",126,229,NA,"62,175"
Cayman Islands,298,NA,0,0%,1,2,NA,0,0%,"55,584",29,267,NA,"66,063"
Caribbean Netherlands,172,NA,0,0%,NA,3,NA,0,0%,"3,873",9,160,NA,"26,331"
Saint Barthelemy,162,NA,0,0%,NA,1,NA,0,0%,"5,315",34,127,NA,"9,890"
British Virgin Islands,75,NA,0,0%,NA,1,NA,0,0%,"8,846",2,72,NA,"30,320"
New Caledonia,36,NA,0,0%,NA,NA,NA,0,0%,"18,012",NA,32,NA,"286,714"
Greenland,19,NA,0,0%,NA,NA,NA,0,0%,"13,742",NA,18,NA,"56,814"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,746",NA,17,NA,"3,524"
Saint Pierre and Miquelon,14,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,781"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,626,0,12,NA,"4,993"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,753"
Anguilla,10,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,062"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,150"
China,"86,688",60,15,0.02%,5,"4,634",3,0,0%,"160,000,000",292,"81,762",57,"1,439,323,776"
