Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Cape Verde,"11,063",NA,0,0%,23,109,NA,0,0%,"105,672",358,"10,596",NA,"558,593"
Cambodia,348,21,2,0.58%,NA,NA,NA,0,0%,"241,529",NA,306,18,"16,818,521"
Cameroon,"24,752",923,0,0%,52,443,17,0,0%,"149,000",965,"23,344",870,"26,827,122"
Central African Republic,"4,922","1,012",0,0%,2,63,13,0,0%,"32,711","2,935","1,924",395,"4,865,775"
Chad,"1,725",104,0,0%,NA,102,6,0,0%,NA,NA,"1,564",94,"16,625,715"
Hong Kong,"6,976",927,78,1.13%,36,112,15,0,0%,"4,382,709","1,238","5,626",748,"7,523,290"
Macao,46,NA,0,0%,NA,NA,NA,0,0%,"4,238",NA,46,NA,"653,144"
Comoros,616,NA,0,0%,NA,7,NA,0,0%,NA,NA,600,NA,"877,514"
Congo,"5,774","1,036",0,0%,NA,94,17,0,0%,NA,NA,"4,988",895,"5,575,915"
DR Congo,"13,527",149,0,0%,NA,344,4,0,0%,NA,NA,"11,947",132,"90,713,889"
Costa Rica,"143,685","28,095",0,0%,212,"1,773",347,0,0%,"404,440","46,123","95,789","18,730","5,114,220"
Ivory Coast,"21,485",806,0,0%,NA,132,5,0,0%,"225,399",244,"21,109",792,"26,656,340"
Croatia,"152,239","37,184","1,886",1.25%,277,"2,233",545,59,2.71%,"816,241","22,124","127,882","31,235","4,094,183"
Cuba,"8,782",776,0,0%,8,136,12,0,0%,"1,176,522",683,"7,963",703,"11,323,603"
Cyprus,"12,451","10,280",0,0%,15,61,50,0,0%,"639,047","10,333","2,057","1,698","1,211,164"
Czechia,"546,833","51,022",0,0%,576,"8,902",831,0,0%,"3,190,257","59,837","478,094","44,608","10,717,622"
Denmark,"90,603","15,618",0,0%,42,885,153,0,0%,"7,897,759","18,842","70,876","12,218","5,801,061"
Djibouti,"5,701",NA,0,0%,NA,61,61,0,0%,"93,540",47,"5,593",NA,"994,178"
Dominica,85,NA,0,0%,NA,NA,NA,0,0%,"5,655",NA,72,NA,"72,064"
Dominican Republic,"148,453","13,626",0,0%,187,"2,345",215,0,0%,"753,133","29,235","116,873","10,727","10,894,882"
Ecuador,"197,998","11,150",0,0%,356,"13,778",776,0,0%,"672,259","10,032","174,188","9,809","17,758,178"
Egypt,"118,432","1,148",0,0%,46,"6,771",66,0,0%,"1,000,000","8,160","103,501","1,003","103,160,870"
El Salvador,"40,131","6,174",0,0%,65,"1,164",179,5,0.43%,"564,906","2,442","36,525","5,619","6,500,400"
Equatorial Guinea,"5,159","3,627",0,0%,NA,85,60,0,0%,"70,998",51,"5,023","3,531","1,422,445"
Eritrea,632,177,0,0%,NA,NA,NA,0,0%,"21,655",NA,508,142,"3,567,540"
Estonia,"15,226","11,475",248,1.66%,26,134,101,3,2.29%,"514,534","6,083","9,009","6,789","1,326,923"
Eswatini,"6,501","5,579",0,0%,11,122,105,0,0%,"63,144",289,"6,090","5,226","1,165,349"
Ethiopia,"113,295",975,0,0%,317,"1,747",15,0,0%,"1,669,754","30,717","80,831",696,"116,175,822"
Fiji,44,NA,0,0%,NA,2,2,0,0%,"16,703",9,33,NA,"899,257"
Finland,"27,881","5,029",250,0.9%,21,415,75,0,0%,"2,050,313","9,366","18,100","3,265","5,544,465"
France,"2,292,497","35,088",0,0%,"3,220","55,155",844,0,0%,"21,041,852","2,067,756","169,586","2,596","65,336,312"
Gabon,"9,254","4,116",0,0%,6,60,27,0,0%,"311,091",88,"9,106","4,051","2,248,117"
The Gambia,"3,770","1,542",0,0%,2,123,50,0,0%,"26,072",32,"3,615","1,478","2,445,473"
Georgia,"164,976","41,391","2,501",1.54%,NA,"1,540",386,36,2.39%,"1,586,536","25,937","137,499","34,497","3,985,826"
Ghana,"52,274","1,667",0,0%,20,325,10,0,0%,"606,736",886,"51,063","1,629","31,350,125"
Greece,"115,471","11,102",0,0%,600,"3,003",289,0,0%,"2,479,161","89,394","23,074","2,218","10,400,786"
Grenada,43,NA,2,4.88%,NA,NA,NA,0,0%,"6,252",NA,41,NA,"112,749"
Guatemala,"125,550","6,953",0,0%,5,"4,250",235,0,0%,"556,522","6,985","114,315","6,331","18,057,524"
Guinea,"13,233",996,0,0%,24,76,6,0,0%,"79,810",802,"12,355",930,"13,284,077"
Guinea-Bissau,"2,441","1,228",0,0%,5,44,22,0,0%,"31,569",70,"2,327","1,171","1,987,824"
Guyana,"5,665",NA,0,0%,4,153,NA,0,0%,"32,011",753,"4,759",NA,"788,199"
Haiti,"9,370",817,0,0%,NA,233,20,0,0%,"34,734",991,"8,146",711,"11,462,429"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"111,023","11,133",300,0.27%,121,"2,946",295,1,0.03%,"271,223","58,621","49,456","4,959","9,972,253"
Hungary,"254,148","26,338","3,870",1.55%,674,"5,984",620,116,1.98%,"1,963,148","173,881","74,283","7,698","9,649,643"
Iceland,"5,496",NA,14,0.26%,3,27,NA,0,0%,"399,472",197,"5,272",NA,"342,202"
Indonesia,"581,550","2,116","5,754",1%,NA,"17,867",65,127,0.72%,"6,059,415","84,481","479,202","1,744","274,771,891"
Iran,"1,051,374","12,449","10,827",1.04%,"5,796","50,594",599,284,0.56%,"6,432,228","257,825","742,955","8,797","84,455,969"
Iraq,"564,200","13,894",0,0%,235,"12,432",306,0,0%,"3,671,654","58,201","493,567","12,155","40,607,617"
Ireland,"74,246","14,964",0,0%,28,"2,099",423,0,0%,"2,010,334","48,783","23,364","4,709","4,961,577"
Israel,"345,661","37,582",755,0.22%,342,"2,917",317,0,0%,"5,605,071","13,158","329,586","35,834","9,197,590"
Jamaica,"11,120","3,748",0,0%,7,265,89,0,0%,"119,099","3,857","6,998","2,359","2,966,776"
Jordan,"240,089","23,430",0,0%,401,"3,056",298,0,0%,"2,684,520","49,589","187,444","18,293","10,246,875"
Kazakhstan,"180,089","9,542",712,0.4%,221,"2,488",132,0,0%,"4,206,738","25,846","151,755","8,041","18,873,514"
Kenya,"88,380","1,628",0,0%,76,"1,526",28,0,0%,"927,082","17,925","68,929","1,270","54,276,885"
South Korea,"38,161",744,615,1.64%,126,549,11,4,0.73%,"3,209,376","8,311","29,301",571,"51,288,392"
Kosovo,"42,805",NA,0,0%,NA,"1,106",NA,0,0%,NA,NA,"28,504",NA,NA
Kuwait,"144,599","33,646",230,0.16%,84,897,209,6,0.67%,"1,146,420","3,361","140,341","32,655","4,297,721"
Kyrgyzstan,"75,395","11,475",422,0.56%,133,"1,297",197,2,0.15%,"519,585","6,698","67,400","10,258","6,570,391"
Laos,41,6,2,5.13%,NA,NA,NA,0,0%,"82,178",NA,26,4,"7,320,957"
Latvia,"21,520","11,465",207,0.97%,45,272,145,10,3.82%,"675,899","19,382","1,866",994,"1,877,032"
Lebanon,"137,112","20,128",0,0%,374,"1,099",161,0,0%,"1,697,089","45,784","90,229","13,245","6,812,081"
Lesotho,"2,150","1,000",0,0%,NA,44,20,0,0%,"26,557",828,"1,278",595,"2,149,596"
Liberia,"1,676",328,0,0%,2,83,16,0,0%,"35,957",235,"1,358",266,"5,108,349"
Libya,"87,097","12,602",517,0.6%,NA,"1,243",180,12,0.97%,"460,914","28,474","57,380","8,302","6,911,504"
Liechtenstein,"1,396",NA,0,0%,16,17,NA,0,0%,"15,235",196,"1,183",NA,"38,176"
Lithuania,"76,036","28,104","1,386",1.86%,132,637,235,11,1.76%,"1,334,308","44,950","30,449","11,254","2,705,556"
Luxembourg,"38,215",NA,0,0%,40,353,NA,0,0%,"1,418,680","9,833","28,029",NA,"630,350"
Madagascar,"17,513",626,0,0%,16,255,9,0,0%,"95,472",331,"16,927",605,"27,993,775"
Malawi,"6,051",313,0,0%,4,185,10,0,0%,"76,148",390,"5,476",283,"19,340,157"
Malaysia,"74,294","2,283","1,600",2.2%,129,384,12,2,0.52%,"2,806,767","11,604","62,306","1,914","32,544,597"
Maldives,"13,198",NA,0,0%,12,47,NA,0,0%,"251,156",830,"12,321",NA,"544,625"
Mali,"5,135",251,0,0%,NA,164,8,0,0%,"108,259","1,602","3,369",164,"20,498,122"
Malta,"10,659",NA,139,1.32%,18,155,NA,4,2.65%,"448,586","2,007","8,497",NA,"442,054"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,363"
Mauritania,"9,516","2,024",0,0%,30,188,40,0,0%,"106,996","1,479","7,849","1,669","4,701,606"
Mauritius,508,399,0,0%,NA,10,8,0,0%,"289,552",33,465,365,"1,272,686"
Moldova,"116,365","28,876",0,0%,281,"2,419",600,0,0%,"482,229","12,702","101,244","25,123","4,029,871"
Monaco,638,NA,0,0%,4,3,NA,0,0%,"51,953",61,574,NA,"39,362"
Mongolia,887,269,38,4.48%,2,NA,NA,0,0%,"293,869",NA,384,116,"3,300,956"
Montenegro,"38,246",NA,0,0%,68,533,NA,0,0%,"143,533","10,714","26,999",NA,"628,101"
Morocco,"379,657","10,234",0,0%,940,"6,245",168,0,0%,"4,074,451","42,111","331,301","8,930","37,099,151"
Mozambique,"16,244",514,0,0%,NA,133,4,0,0%,"238,362","1,695","14,416",456,"31,626,982"
Namibia,"15,078","5,888",0,0%,5,152,59,0,0%,"164,815",987,"13,939","5,444","2,560,623"
Nepal,"241,995","8,242","1,014",0.42%,NA,"1,614",55,20,1.25%,"1,790,739","12,948","227,433","7,746","29,361,396"
New Zealand,"2,079",416,1,0.05%,NA,25,5,0,0%,"1,312,307",56,"1,998",399,"5,002,100"
Nicaragua,"5,838",877,0,0%,NA,161,24,0,0%,NA,NA,"4,225",635,"6,658,528"
Niger,"1,856",76,0,0%,9,77,3,0,0%,"47,907",542,"1,237",50,"24,575,298"
Nigeria,"69,255",332,0,0%,10,"1,180",6,0,0%,"803,621","3,301","64,774",311,"208,314,512"
North Macedonia,"67,968","32,625",0,0%,138,"1,924",924,0,0%,"348,795","22,398","43,646","20,950","2,083,337"
Norway,"38,323","7,045",0,0%,37,354,65,0,0%,"2,350,736","10,555","27,414","5,040","5,439,582"
Oman,"125,115","24,238",229,0.18%,78,"1,452",281,8,0.55%,"571,472","7,157","116,506","22,570","5,161,876"
Panama,"177,719","40,912",0,0%,161,"3,193",735,0,0%,"980,089","21,636","152,890","35,196","4,343,939"
Papua New Guinea,671,74,0,0%,NA,7,1,0,0%,"32,221",67,597,66,"9,019,589"
Paraguay,"87,920","12,262",0,0%,139,"1,853",258,0,0%,"473,438","24,119","61,948","8,640","7,170,290"
Philippines,"441,399","4,005","1,574",0.36%,"1,401","8,572",78,18,0.21%,"5,979,315","24,125","408,702","3,708","110,208,935"
Poland,"1,067,870","28,229","4,423",0.42%,"1,886","20,181",533,92,0.46%,"6,456,364","325,243","722,446","19,098","37,828,537"
Portugal,"322,474","31,666",0,0%,514,"4,963",487,0,0%,"4,722,013","74,456","243,055","23,867","10,183,726"
Qatar,"139,908","49,828",0,0%,33,239,85,0,0%,"1,136,425","2,393","137,276","48,891","2,807,805"
Romania,"517,236","26,965","3,660",0.71%,"1,289","12,447",649,127,1.03%,"4,255,481","95,668","409,121","21,329","19,181,480"
Rwanda,"6,129",468,0,0%,NA,51,4,0,0%,"644,631",382,"5,696",435,"13,088,893"
Saint Kitts and Nevis,25,NA,0,0%,NA,NA,NA,0,0%,"4,313",NA,20,NA,"53,362"
Saint Lucia,265,NA,0,0%,NA,2,NA,0,0%,"16,641",105,158,NA,"183,991"
Saint Vincent and the Grenadines,87,NA,0,0%,NA,NA,NA,0,0%,"10,423",NA,80,NA,"111,093"
San Marino,"1,789",NA,0,0%,8,48,NA,0,0%,"19,028",329,"1,412",NA,"33,962"
SÃ£o TomÃ© and PrÃ­ncipe,999,NA,0,0%,NA,17,NA,0,0%,"7,498",45,937,NA,"220,902"
Saudi Arabia,"358,713","10,235",0,0%,600,"5,965",170,0,0%,"9,863,493","3,869","348,879","9,955","35,046,766"
Senegal,"16,553",978,76,0.46%,11,340,20,2,0.59%,"237,944",407,"15,806",934,"16,931,461"
Serbia,"219,652","25,184",0,0%,278,"1,949",223,0,0%,"1,899,946","186,167","31,536","3,616","8,721,989"
Seychelles,184,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,611"
Sierra Leone,"2,426",302,0,0%,NA,74,9,0,0%,NA,NA,"1,846",229,"8,046,344"
Singapore,"58,273","9,927",13,0.02%,NA,29,5,0,0%,"4,658,858",84,"58,160","9,908","5,870,248"
Slovakia,"117,283","21,477",552,0.47%,255,"1,018",186,22,2.21%,"1,138,526","31,415","84,850","15,538","5,460,794"
Slovenia,"86,285","41,502",480,0.56%,196,"1,796",864,52,2.98%,"557,637","20,490","63,999","30,783","2,079,062"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"694,056"
Somalia,"4,525",281,0,0%,NA,121,8,0,0%,NA,NA,"3,480",216,"16,081,382"
South Africa,"814,565","13,660",0,0%,546,"22,206",372,0,0%,"5,592,663","47,579","744,780","12,490","59,630,802"
South Sudan,"3,181",283,0,0%,1,62,6,0,0%,"62,494",142,"2,977",265,"11,250,304"
Sri Lanka,"27,877","1,299",0,0%,NA,140,7,0,0%,"917,741","6,933","20,804",970,"21,452,220"
Sudan,"19,468",440,0,0%,NA,"1,295",29,0,0%,NA,NA,"11,021",249,"44,285,711"
Suriname,"5,324",NA,0,0%,2,117,NA,0,0%,"22,195",NA,"5,210",NA,"588,904"
Switzerland,"354,306","40,809","9,809",2.85%,465,"5,407",623,58,1.08%,"2,896,303","88,299","260,600","30,016","8,682,019"
Syria,"8,403",475,0,0%,NA,447,25,0,0%,NA,NA,"3,943",223,"17,681,721"
Taiwan,716,30,0,0%,NA,7,NA,0,0%,"112,558",135,574,24,"23,835,525"
Tajikistan,"12,428","1,291",0,0%,NA,87,9,0,0%,NA,NA,"11,833","1,229","9,629,049"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,455,793"
Thailand,"4,107",59,21,0.51%,1,60,1,0,0%,"977,854",179,"3,868",55,"69,876,113"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,932",NA,30,23,"1,329,196"
Togo,"3,095",370,0,0%,NA,65,8,0,0%,"154,616",377,"2,653",317,"8,361,432"
Trinidad and Tobago,"6,767","4,829",0,0%,38,122,87,0,0%,"37,482",708,"5,937","4,236","1,401,457"
Tunisia,"104,002","8,760",0,0%,298,"3,561",300,0,0%,"485,097","24,000","76,441","6,439","11,871,996"
Turkey,"828,295","9,776",0,0%,"5,805","14,900",176,0,0%,"19,691,845","382,142","431,253","5,090","84,730,672"
Uganda,"22,499",485,0,0%,NA,206,4,0,0%,"641,893","13,118","9,175",198,"46,351,691"
United Arab Emirates,"177,577","17,861","1,148",0.65%,NA,594,60,2,0.34%,"17,503,360","17,272","159,711","16,064","9,941,903"
Uruguay,"7,303","2,099",0,0%,26,82,24,0,0%,"468,182","2,159","5,062","1,455","3,478,959"
Uzbekistan,"74,053","2,199",149,0.2%,177,611,18,0,0%,"1,377,915","2,127","71,315","2,118","33,677,779"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,205"
Venezuela,"104,442","3,677",0,0%,117,919,32,0,0%,"2,325,906","4,029","99,494","3,503","28,400,759"
Vietnam,"1,366",14,0,0%,NA,35,NA,0,0%,"1,339,465",111,"1,220",12,"97,717,109"
Palestine,"99,758","19,363","1,720",1.75%,76,848,165,20,2.42%,"735,622","24,857","74,053","14,374","5,151,974"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,592"
Yemen,"2,337",78,0,0%,4,639,21,0,0%,"17,157",149,"1,549",51,"30,106,368"
Zambia,"17,916",963,0,0%,NA,364,20,0,0%,"440,644",379,"17,173",923,"18,602,411"
Zimbabwe,"10,718",717,0,0%,NA,291,19,0,0%,"186,397","1,547","8,880",594,"14,955,954"
United States,"15,159,529","45,683",0,0%,"26,448","288,906",871,0,0%,"207,456,975","6,015,030","8,855,593","26,686","331,843,917"
India,"9,678,600","6,984","1,799",0.02%,"8,944","140,620",101,30,0.02%,"147,787,656","398,047","9,139,933","6,595","1,385,863,914"
Brazil,"6,603,540","30,971",0,0%,"8,318","176,962",830,0,0%,"25,700,000","650,396","5,776,182","27,091","213,213,576"
Russia,"2,488,912","17,052","28,142",1.14%,"2,300","43,597",299,456,1.06%,"79,700,000","488,727","1,956,588","13,405","145,961,711"
Italy,"1,728,878","28,613",0,0%,"3,517","60,078",994,0,0%,"23,125,664","755,306","913,494","15,118","60,423,049"
United Kingdom,"1,723,242","25,327",0,0%,"1,274","61,245",900,0,0%,"44,812,139",NA,NA,NA,"68,040,655"
Spain,"1,684,647","36,025",0,0%,"2,371","46,252",989,0,0%,"22,992,742","1,488,019","150,376","3,216","46,762,664"
Colombia,"1,371,103","26,823",0,0%,"2,376","37,808",740,0,0%,"6,737,972","75,885","1,257,410","24,599","51,116,937"
Germany,"1,185,093","14,125",248,0.02%,"4,108","19,166",228,7,0.04%,"29,141,172","302,627","863,300","10,290","83,900,328"
Mexico,"1,175,850","9,079","7,455",0.64%,"3,363","109,717",847,261,0.24%,"3,016,042","199,947","866,186","6,688","129,517,418"
Peru,"973,912","29,362",0,0%,987,"36,274","1,094",0,0%,"5,167,466","29,984","907,654","27,364","33,169,459"
Ukraine,"821,947","18,844","8,641",1.06%,177,"13,733",315,145,1.07%,"4,807,961","384,510","423,704","9,714","43,618,738"
Belgium,"591,756","50,963","1,814",0.31%,739,"17,320","1,492",66,0.38%,"6,105,524","535,169","39,267","3,382","11,611,513"
Chile,"560,382","29,206",0,0%,658,"15,628",815,0,0%,"5,537,774","9,965","534,789","27,872","19,187,149"
Netherlands,"557,224","32,489",0,0%,495,"9,687",565,0,0%,"5,077,285",NA,NA,NA,"17,151,357"
Pakistan,"420,294","1,887","3,795",0.91%,"2,539","8,398",38,37,0.44%,"5,794,242","55,354","356,542","1,601","222,727,923"
Canada,"418,835","11,055",0,0%,530,"12,687",335,0,0%,"11,977,563","71,786","334,362","8,826","37,885,207"
Sweden,"278,912","27,543",0,0%,249,"7,067",698,0,0%,"3,457,247",NA,NA,NA,"10,126,550"
Japan,"160,098","1,268",0,0%,519,"2,315",18,0,0%,"3,740,146","22,506","135,277","1,071","126,307,368"
Australia,"27,972","1,091",7,0.03%,NA,908,35,0,0%,"10,198,588","1,422","25,642","1,001","25,627,453"
French Polynesia,"15,107",NA,0,0%,25,79,NA,0,0%,"26,355","10,186","4,842",NA,"281,612"
French Guiana,"11,407",NA,0,0%,1,71,NA,0,0%,"85,265","1,341","9,995",NA,"301,974"
Guadeloupe,"8,427",NA,0,0%,7,149,NA,0,0%,"77,192","6,036","2,242",NA,"400,154"
Reunion,"8,200",NA,0,0%,17,41,NA,0,0%,"48,859",430,"7,729",NA,"898,078"
Martinique,"5,520",NA,0,0%,9,41,NA,0,0%,"65,748","5,381",98,NA,"375,138"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,619"
Aruba,"4,965",NA,0,0%,4,45,NA,0,0%,"52,719",132,"4,788",NA,"106,963"
Curacao,"3,136",NA,0,0%,15,7,NA,0,0%,"25,522","1,792","1,337",NA,"164,384"
Channel Islands,"1,645",NA,0,0%,10,48,NA,0,0%,"199,491",509,"1,088",NA,"174,555"
Sint Maarten,"1,141",NA,2,0.18%,4,26,NA,0,0%,"7,893",98,"1,017",NA,"43,086"
Gibraltar,"1,055",NA,2,0.19%,2,5,NA,0,0%,"96,367",60,990,NA,"33,687"
Turks and Caicos Islands,756,NA,0,0%,1,6,NA,0,0%,"9,247",10,740,NA,"38,942"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,949"
Faroe Islands,510,NA,0,0%,NA,NA,NA,0,0%,"171,175",NA,501,NA,"48,944"
Isle of Man,370,NA,0,0%,NA,25,NA,0,0%,"18,834",1,344,NA,"85,228"
Bermuda,288,NA,0,0%,1,9,NA,0,0%,"111,870",63,216,NA,"62,177"
Cayman Islands,288,NA,0,0%,1,2,NA,0,0%,"53,727",29,257,NA,"66,055"
Caribbean Netherlands,164,NA,0,0%,NA,3,NA,0,0%,"3,681",3,158,NA,"26,328"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,72,NA,0,0%,NA,1,NA,0,0%,"6,431",0,71,NA,"30,318"
New Caledonia,35,NA,0,0%,NA,NA,NA,0,0%,"17,928",NA,32,NA,"286,684"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,813"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,454",NA,15,NA,"3,523"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,9,NA,2,28.57%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,061"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,152"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,2,NA,"198,985"
China,"86,634",60,15,0.02%,6,"4,634",3,0,0%,"160,000,000",281,"81,719",57,"1,439,323,776"
