Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Bhutan,418,NA,3,0.72%,NA,NA,NA,0,0%,"206,639",NA,386,NA,"775,204"
Bolivia,"145,186","12,367",192,0.13%,71,"8,982",765,10,0.11%,"365,758","12,189","124,015","10,563","11,740,239"
Bosnia and Herzegovina,"92,793","28,359","1,254",1.37%,NA,"2,865",876,53,1.88%,"432,980","32,383","57,545","17,587","3,272,050"
Botswana,"11,531","4,862",0,0%,1,34,14,0,0%,"438,332","2,519","8,978","3,786","2,371,542"
Brunei,151,NA,0,0%,NA,3,NA,0,0%,"77,829",2,146,NA,"439,254"
Bulgaria,"155,193","22,407",0,0%,523,"4,503",650,0,0%,"999,867","93,549","57,141","8,250","6,925,945"
Burkina Faso,"3,062",145,0,0%,NA,68,3,0,0%,NA,NA,"2,679",127,"21,141,907"
Myanmar,"96,520","1,769","1,502",1.58%,NA,"2,059",38,31,1.53%,"1,246,524","19,488","74,973","1,374","54,564,789"
Burundi,692,57,0,0%,NA,1,NA,0,0%,"62,215",116,575,48,"12,037,860"
Cape Verde,"10,938",NA,0,0%,23,107,NA,0,0%,"105,008",377,"10,454",NA,"558,543"
Cambodia,335,20,4,1.21%,NA,NA,NA,0,0%,"237,040",NA,304,18,"16,816,624"
Cameroon,"24,487",913,0,0%,52,441,16,0,0%,"149,000","1,869","22,177",827,"26,821,689"
Central African Republic,"4,918","1,011",0,0%,2,63,13,0,0%,"32,711","2,931","1,924",395,"4,865,086"
Chad,"1,708",103,0,0%,NA,102,6,0,0%,NA,NA,"1,539",93,"16,621,836"
Hong Kong,"6,702",891,112,1.7%,23,112,15,1,0.9%,"4,382,709","1,125","5,465",726,"7,522,792"
Macao,46,NA,0,0%,NA,NA,NA,0,0%,"4,238",NA,46,NA,"653,072"
Comoros,615,NA,0,0%,NA,7,NA,0,0%,NA,NA,590,NA,"877,362"
Congo,"5,774","1,036",0,0%,NA,94,17,0,0%,NA,NA,"4,988",895,"5,574,798"
DR Congo,"13,132",145,0,0%,NA,337,4,0,0%,NA,NA,"11,753",130,"90,691,470"
Costa Rica,"142,505","27,867",0,0%,224,"1,757",344,0,0%,"404,440","49,324","91,424","17,878","5,113,840"
Ivory Coast,"21,389",803,0,0%,NA,132,5,0,0%,"221,219",235,"21,022",789,"26,650,970"
Croatia,"143,370","35,016","3,955",2.84%,262,"2,032",496,68,3.46%,"790,883","24,190","117,148","28,612","4,094,389"
Cuba,"8,531",753,0,0%,4,136,12,0,0%,"1,146,603",625,"7,770",686,"11,323,659"
Cyprus,"11,523","9,515",0,0%,15,54,45,0,0%,"629,102","9,412","2,057","1,698","1,211,092"
Czechia,"537,663","50,167",0,0%,586,"8,641",806,0,0%,"3,131,585","60,720","468,302","43,695","10,717,460"
Denmark,"86,743","14,953","1,603",1.88%,40,867,149,9,1.05%,"7,731,119","17,244","68,632","11,831","5,800,894"
Djibouti,"5,689",NA,0,0%,NA,61,61,0,0%,"92,691",37,"5,591",NA,"994,060"
Dominica,85,NA,0,0%,NA,NA,NA,0,0%,"5,655",NA,63,NA,"72,062"
Dominican Republic,"146,009","13,403",0,0%,183,"2,335",214,0,0%,"732,425","27,682","115,992","10,647","10,893,991"
Ecuador,"195,884","11,032",0,0%,350,"13,612",767,0,0%,"662,183","12,468","169,804","9,563","17,755,981"
Egypt,"117,156","1,136",0,0%,46,"6,713",65,0,0%,"1,000,000","7,361","103,082",999,"103,145,026"
El Salvador,"39,718","6,110",203,0.51%,48,"1,142",176,8,0.71%,"560,018","2,290","36,286","5,582","6,500,132"
Equatorial Guinea,"5,159","3,628",0,0%,NA,85,60,0,0%,"70,998",51,"5,023","3,532","1,422,065"
Eritrea,594,167,0,0%,NA,NA,NA,0,0%,"21,655",NA,498,140,"3,567,137"
Estonia,"13,939","10,505",470,3.49%,17,125,94,2,1.63%,"499,566","5,265","8,549","6,443","1,326,916"
Eswatini,"6,474","5,556",0,0%,11,122,105,0,0%,"63,144",308,"6,044","5,187","1,165,251"
Ethiopia,"111,579",961,0,0%,331,"1,724",15,0,0%,"1,652,517","32,470","77,385",666,"116,152,410"
Fiji,44,NA,2,4.76%,NA,2,2,0,0%,"16,703",9,33,NA,"899,204"
Finland,"26,758","4,826",336,1.27%,21,408,74,0,0%,"2,033,123","8,250","18,100","3,265","5,544,394"
France,"2,257,331","34,550",0,0%,"3,425","54,140",829,0,0%,"20,787,734","2,036,251","166,940","2,555","65,335,131"
Gabon,"9,239","4,110",0,0%,7,60,27,0,0%,"303,373",90,"9,089","4,044","2,247,685"
The Gambia,"3,767","1,541",0,0%,2,123,50,0,0%,"25,521",34,"3,610","1,477","2,444,914"
Georgia,"152,704","38,311","5,068",3.43%,NA,"1,425",358,38,2.74%,"1,207,234","24,375","126,904","31,838","3,985,889"
Ghana,"51,667","1,648",0,0%,16,323,10,0,0%,"592,285",797,"50,547","1,613","31,344,797"
Greece,"111,537","10,723",0,0%,622,"2,706",260,0,0%,"2,432,614","85,757","23,074","2,218","10,401,201"
Grenada,41,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,30,NA,"112,745"
Guatemala,"124,805","6,913",752,0.61%,5,"4,224",234,15,0.36%,"551,173","7,308","113,273","6,274","18,054,804"
Guinea,"13,186",993,19,0.14%,24,76,6,0,0%,"78,418",840,"12,270",924,"13,281,146"
Guinea-Bissau,"2,441","1,228",0,0%,5,44,22,0,0%,"29,037",70,"2,327","1,171","1,987,442"
Guyana,"5,528",NA,0,0%,4,151,NA,0,0%,"31,040",759,"4,618",NA,"788,167"
Haiti,"9,331",814,0,0%,NA,233,20,0,0%,"34,734",984,"8,114",708,"11,461,290"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"109,760","11,008",616,0.56%,121,"2,938",295,8,0.27%,"271,223","57,869","48,953","4,910","9,970,961"
Hungary,"238,056","24,669","6,212",2.68%,639,"5,513",571,189,3.55%,"1,876,274","164,018","68,525","7,101","9,649,843"
Iceland,"5,462",NA,14,0.26%,2,27,NA,0,0%,"396,283",212,"5,223",NA,"342,184"
Indonesia,"563,680","2,052","5,803",1.04%,NA,"17,479",64,124,0.71%,"5,926,986","80,023","466,178","1,697","274,748,198"
Iran,"1,016,835","12,041","13,341",1.33%,"5,824","49,695",588,347,0.7%,"6,256,715","259,034","708,106","8,385","84,447,157"
Iraq,"560,622","13,808","1,855",0.33%,256,"12,387",305,26,0.21%,"3,609,466","58,463","489,772","12,063","40,600,201"
Ireland,"73,228","14,760",0,0%,27,"2,080",419,0,0%,"1,998,479","47,784","23,364","4,709","4,961,126"
Israel,"341,760","37,158",718,0.21%,324,"2,896",315,5,0.17%,"5,605,071","11,898","326,966","35,549","9,197,590"
Jamaica,"10,987","3,703",76,0.7%,10,260,88,1,0.39%,"117,668","3,997","6,730","2,269","2,966,671"
Jordan,"234,353","22,873","3,116",1.35%,409,"2,960",289,51,1.75%,"2,648,917","54,198","177,195","17,294","10,246,046"
Kazakhstan,"177,386","9,400",819,0.46%,221,"2,438",129,0,0%,"4,206,738","25,513","149,435","7,918","18,871,673"
Kenya,"86,383","1,592",0,0%,74,"1,500",28,0,0%,"911,596","17,095","67,788","1,249","54,267,154"
South Korea,"36,332",708,629,1.76%,116,536,10,7,1.32%,"3,157,410","7,185","28,611",558,"51,288,031"
Kosovo,"40,117",NA,0,0%,NA,"1,026",NA,0,0%,NA,NA,"25,586",NA,NA
Kuwait,"143,917","33,491",343,0.24%,84,886,206,2,0.23%,"1,130,744","3,883","139,148","32,381","4,297,203"
Kyrgyzstan,"74,373","11,321",440,0.6%,133,"1,285",196,4,0.31%,"509,160","6,975","66,113","10,064","6,569,508"
Laos,39,5,0,0%,NA,NA,NA,0,0%,"80,962",NA,26,4,"7,320,091"
Latvia,"19,993","10,650",686,3.55%,46,242,129,7,2.98%,"658,086","17,902","1,849",985,"1,877,202"
Lebanon,"132,817","19,497",0,0%,370,"1,067",157,0,0%,"1,660,610","47,608","84,142","12,351","6,812,330"
Lesotho,"2,145",998,0,0%,NA,44,20,0,0%,"26,464",823,"1,278",595,"2,149,457"
Liberia,"1,663",326,0,0%,2,83,16,0,0%,"34,105",222,"1,358",266,"5,107,372"
Libya,"85,529","12,376",680,0.8%,NA,"1,219",176,7,0.58%,"450,525","28,262","56,048","8,110","6,910,738"
Liechtenstein,"1,351",NA,12,0.9%,16,17,NA,0,0%,"14,040",151,"1,183",NA,"38,175"
Lithuania,"69,582","25,715","2,518",3.75%,132,590,218,26,4.61%,"1,304,400","41,232","27,760","10,259","2,705,865"
Luxembourg,"36,429",NA,0,0%,41,339,NA,0,0%,"1,407,284","8,734","27,356",NA,"630,266"
Madagascar,"17,513",626,0,0%,16,255,9,0,0%,"93,734",601,"16,657",595,"27,987,921"
Malawi,"6,043",313,0,0%,4,185,10,0,0%,"75,150",386,"5,472",283,"19,336,091"
Malaysia,"70,236","2,158","1,141",1.65%,129,376,12,0,0%,"2,748,881","10,799","59,061","1,815","32,541,198"
Maldives,"13,106",NA,0,0%,12,47,NA,0,0%,"248,889",905,"12,154",NA,"544,547"
Mali,"4,880",238,0,0%,NA,162,8,0,0%,"104,321","1,437","3,281",160,"20,493,322"
Malta,"10,320",NA,123,1.21%,18,149,NA,1,0.68%,"439,477","2,051","8,120",NA,"442,044"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,360"
Mauritania,"9,005","1,916",0,0%,10,181,39,0,0%,"106,996","1,039","7,785","1,656","4,700,601"
Mauritius,508,399,0,0%,NA,10,8,0,0%,"289,552",33,465,365,"1,272,669"
Moldova,"112,307","27,868",0,0%,302,"2,363",586,0,0%,"472,705","12,395","97,549","24,206","4,029,947"
Monaco,630,NA,0,0%,4,3,NA,0,0%,"51,953",57,570,NA,"39,360"
Mongolia,831,252,12,1.47%,3,NA,NA,0,0%,"236,269",NA,365,111,"3,300,523"
Montenegro,"36,932",NA,0,0%,68,516,NA,0,0%,"139,029","10,550","25,866",NA,"628,100"
Morocco,"368,624","9,937",0,0%,969,"6,063",163,0,0%,"4,016,991","43,574","318,987","8,599","37,095,566"
Mozambique,"15,918",503,0,0%,NA,132,4,0,0%,"235,439","1,756","14,030",444,"31,619,776"
Namibia,"14,599","5,702",0,0%,8,151,59,0,0%,"159,915",674,"13,774","5,380","2,560,245"
Nepal,"238,861","8,136","1,272",0.54%,NA,"1,567",53,16,1.03%,"1,771,950","15,447","221,847","7,557","29,357,095"
New Zealand,"2,069",414,0,0%,NA,25,5,0,0%,"1,298,455",61,"1,983",396,"5,002,100"
Nicaragua,"5,838",877,0,0%,NA,161,24,0,0%,NA,NA,"4,225",635,"6,657,882"
Niger,"1,640",67,0,0%,9,76,3,0,0%,"47,083",337,"1,227",50,"24,568,072"
Nigeria,"68,303",328,0,0%,10,"1,179",6,0,0%,"779,708","2,833","64,291",309,"208,272,507"
North Macedonia,"65,231","31,311",0,0%,138,"1,847",887,0,0%,"341,261","21,728","41,656","19,995","2,083,337"
Norway,"37,371","6,871",0,0%,38,354,65,1,0.28%,"2,350,736","9,603","27,414","5,040","5,439,235"
Oman,"124,329","24,091",0,0%,106,"1,435",278,0,0%,"571,472","7,028","115,866","22,451","5,160,808"
Panama,"171,219","39,421",0,0%,161,"3,141",723,0,0%,"942,262","19,682","148,396","34,166","4,343,382"
Papua New Guinea,671,74,2,0.3%,NA,7,1,0,0%,"32,221",67,597,66,"9,018,198"
Paraguay,"85,477","11,922",0,0%,145,"1,796",251,0,0%,"461,111","23,595","60,086","8,381","7,169,572"
Philippines,"436,345","3,960",934,0.21%,"1,401","8,509",77,63,0.75%,"5,906,862","28,491","399,345","3,624","110,196,978"
Poland,"1,041,846","27,541","13,239",1.29%,"1,961","19,359",512,531,2.82%,"6,396,712","356,074","666,413","17,617","37,828,876"
Portugal,"307,618","30,206",0,0%,525,"4,724",464,0,0%,"4,675,744","73,876","229,018","22,488","10,183,969"
Qatar,"139,643","49,734",166,0.12%,33,239,85,0,0%,"1,129,685","2,532","136,872","48,747","2,807,805"
Romania,"500,273","26,080","8,062",1.64%,"1,275","12,052",628,176,1.48%,"4,205,480","98,009","390,212","20,342","19,182,526"
Rwanda,"6,011",459,0,0%,NA,50,4,0,0%,"635,310",365,"5,596",428,"13,086,253"
Saint Kitts and Nevis,22,NA,0,0%,NA,NA,NA,0,0%,"3,677",NA,19,NA,"53,359"
Saint Lucia,262,NA,0,0%,NA,2,NA,0,0%,"16,376",119,141,NA,"183,984"
Saint Vincent and the Grenadines,87,NA,0,0%,NA,NA,NA,0,0%,"10,423",NA,80,NA,"111,090"
San Marino,"1,714",NA,0,0%,11,46,NA,0,0%,"18,364",312,"1,356",NA,"33,961"
SÃ£o TomÃ© and PrÃ­ncipe,997,NA,0,0%,NA,17,NA,0,0%,"7,498",43,937,NA,"220,869"
Saudi Arabia,"358,336","10,226",234,0.07%,596,"5,940",170,10,0.17%,"9,796,082","4,158","348,238","9,938","35,042,319"
Senegal,"16,297",963,80,0.49%,7,336,20,1,0.3%,"234,564",254,"15,707",928,"16,927,832"
Serbia,"206,940","23,725","7,782",3.91%,270,"1,834",210,69,3.91%,"1,867,228","173,570","31,536","3,616","8,722,276"
Seychelles,184,NA,1,0.55%,NA,NA,NA,0,0%,"5,200",NA,168,NA,"98,606"
Sierra Leone,"2,416",300,0,0%,NA,74,9,0,0%,NA,NA,"1,840",229,"8,045,011"
Singapore,"58,242","9,922",3,0.01%,NA,29,5,0,0%,"4,658,858",68,"58,145","9,906","5,869,872"
Slovakia,"113,392","20,765","2,184",1.96%,246,957,175,27,2.9%,"1,115,246","35,293","77,142","14,127","5,460,772"
Slovenia,"81,349","39,128",0,0%,195,"1,592",766,0,0%,"538,770","20,288","59,469","28,604","2,079,060"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"693,918"
Somalia,"4,525",281,0,0%,NA,121,8,0,0%,NA,NA,"3,480",216,"16,077,734"
South Africa,"800,872","13,432",0,0%,546,"21,803",366,0,0%,"5,500,669","39,702","739,367","12,400","59,624,674"
South Sudan,"3,154",280,0,0%,NA,62,6,0,0%,"61,101",115,"2,977",265,"11,249,228"
Sri Lanka,"26,290","1,226",252,0.97%,NA,129,6,0,0%,"876,044","6,723","19,438",906,"21,451,486"
Sudan,"18,535",419,0,0%,NA,"1,271",29,0,0%,NA,NA,"10,672",241,"44,277,296"
Suriname,"5,322",NA,0,0%,2,117,NA,0,0%,"21,961",2,"5,203",NA,"588,861"
Switzerland,"344,497","39,682","4,382",1.29%,479,"5,243",604,62,1.2%,"2,836,245","78,654","260,600","30,018","8,681,501"
Syria,"8,147",461,0,0%,NA,432,24,0,0%,NA,NA,"3,748",212,"17,678,226"
Taiwan,690,29,4,0.58%,NA,7,NA,0,0%,"112,125",111,572,24,"23,835,172"
Tajikistan,"12,308","1,278",0,0%,NA,87,9,0,0%,NA,NA,"11,718","1,217","9,627,289"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,441,791"
Thailand,"4,053",58,14,0.35%,1,60,1,0,0%,"977,854",154,"3,839",55,"69,874,681"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,371",NA,30,23,"1,328,989"
Togo,"3,039",364,0,0%,NA,65,8,0,0%,"151,802",407,"2,567",307,"8,359,837"
Trinidad and Tobago,"6,725","4,799",0,0%,38,121,86,0,0%,"37,155",743,"5,861","4,182","1,401,420"
Tunisia,"99,280","8,363",0,0%,310,"3,359",283,0,0%,"468,749","22,314","73,607","6,201","11,870,983"
Turkey,"733,261","8,655",0,0%,"5,611","14,316",169,0,0%,"19,143,746","300,614","418,331","4,938","84,723,237"
Uganda,"21,612",466,0,0%,NA,206,4,0,0%,"635,916","12,296","9,110",197,"46,339,794"
United Arab Emirates,"174,062","17,510","1,311",0.76%,NA,586,59,1,0.17%,"17,240,432","15,648","157,828","15,877","9,940,924"
Uruguay,"6,455","1,855",0,0%,23,80,23,0,0%,"448,386","1,668","4,707","1,353","3,478,860"
Uzbekistan,"73,592","2,185",161,0.22%,174,611,18,0,0%,"1,377,915","2,120","70,861","2,104","33,673,801"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,146"
Venezuela,"103,548","3,646",0,0%,117,909,32,0,0%,"2,317,442","4,118","98,521","3,469","28,401,417"
Vietnam,"1,361",14,0,0%,NA,35,NA,0,0%,"1,339,465",106,"1,220",12,"97,709,938"
Palestine,"94,676","18,380","1,968",2.12%,71,797,155,17,2.18%,"714,525","23,673","70,206","13,630","5,150,999"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,471"
Yemen,"2,239",74,0,0%,4,624,21,0,0%,"16,855",90,"1,525",51,"30,100,971"
Zambia,"17,730",953,0,0%,NA,357,19,0,0%,"423,002",271,"17,102",920,"18,598,175"
Zimbabwe,"10,424",697,0,0%,NA,280,19,0,0%,"183,098","1,390","8,754",585,"14,954,180"
United States,"14,551,141","43,851","15,945",0.11%,"26,201","283,067",853,238,0.08%,"201,868,506","5,698,424","8,569,650","25,826","331,828,037"
India,"9,590,086","6,920","18,306",0.19%,"8,944","139,433",101,206,0.15%,"144,727,749","412,572","9,038,081","6,522","1,385,752,793"
Brazil,"6,487,516","30,429",0,0%,"8,318","175,307",822,0,0%,"25,700,000","587,199","5,725,010","26,853","213,201,210"
Russia,"2,402,949","16,463","27,403",1.15%,"2,300","42,176",289,569,1.37%,"78,227,415","472,021","1,888,752","12,940","145,961,200"
Spain,"1,675,902","35,839",0,0%,"2,440","46,038",985,0,0%,"22,992,742","1,479,488","150,376","3,216","46,762,516"
United Kingdom,"1,674,134","24,606",0,0%,"1,315","60,113",884,0,0%,"44,416,420",NA,NA,NA,"68,037,738"
Italy,"1,664,829","27,553",0,0%,"3,597","58,038",961,0,0%,"22,561,071","759,982","846,809","14,015","60,423,775"
Colombia,"1,343,322","26,282",0,0%,"2,376","37,305",730,0,0%,"6,592,775","72,902","1,233,115","24,126","51,112,494"
Mexico,"1,144,643","8,839","11,030",0.97%,"3,377","108,173",835,608,0.57%,"2,948,516","193,239","843,231","6,511","129,506,321"
Germany,"1,138,012","13,564","9,270",0.82%,"3,957","18,393",219,133,0.73%,"29,141,172","299,019","820,600","9,781","83,898,137"
Peru,"968,846","29,212",0,0%,957,"36,104","1,089",0,0%,"5,119,245","31,198","901,544","27,183","33,165,694"
Ukraine,"787,891","18,062","15,131",1.96%,177,"13,195",302,235,1.81%,"4,528,772","376,887","397,809","9,120","43,620,881"
Belgium,"584,857","50,371","2,605",0.45%,788,"17,033","1,467",122,0.72%,"6,012,323","529,247","38,577","3,322","11,611,101"
Chile,"555,406","28,949",0,0%,687,"15,519",809,0,0%,"5,414,795","9,417","530,470","27,649","19,185,805"
Netherlands,"543,924","31,714","5,874",1.09%,488,"9,623",561,58,0.61%,"4,043,482",NA,NA,NA,"17,151,047"
Pakistan,"410,072","1,841","3,262",0.8%,"2,395","8,260",37,55,0.67%,"5,672,166","51,507","350,305","1,573","222,692,708"
Canada,"399,757","10,553",0,0%,530,"12,422",328,0,0%,"11,739,689","68,098","319,237","8,427","37,882,498"
Sweden,"278,912","27,544",0,0%,249,"7,067",698,20,0.28%,"3,457,247",NA,NA,NA,"10,126,035"
Japan,"155,232","1,229","2,405",1.57%,505,"2,240",18,27,1.22%,"3,675,244","21,816","131,176","1,039","126,310,527"
Australia,"27,949","1,091",10,0.04%,NA,908,35,0,0%,"10,133,929","1,412","25,629","1,000","25,625,028"
French Polynesia,"14,897",NA,0,0%,26,78,NA,0,0%,"26,355","9,977","4,842",NA,"281,599"
French Guiana,"11,318",NA,0,0%,1,70,NA,0,0%,"84,302","1,253","9,995",NA,"301,910"
Guadeloupe,"8,427",NA,0,0%,7,149,NA,0,0%,"77,192","6,036","2,242",NA,"400,153"
Reunion,"8,102",NA,0,0%,17,40,NA,0,0%,"48,859",890,"7,172",NA,"898,026"
Martinique,"5,520",NA,0,0%,9,41,NA,0,0%,"65,748","5,381",98,NA,"375,141"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,565"
Aruba,"4,923",NA,0,0%,4,45,NA,0,0%,"51,383",145,"4,733",NA,"106,959"
Curacao,"2,740",NA,0,0%,12,7,NA,0,0%,"23,520","1,488","1,245",NA,"164,379"
Channel Islands,"1,458",NA,0,0%,10,48,NA,0,0%,"199,491",398,"1,012",NA,"174,542"
Sint Maarten,"1,105",NA,13,1.19%,6,25,NA,0,0%,"7,893",87,993,NA,"43,082"
Gibraltar,"1,042",NA,4,0.39%,NA,5,NA,0,0%,"94,777",68,969,NA,"33,687"
Turks and Caicos Islands,751,NA,0,0%,1,6,NA,0,0%,"8,958",12,733,NA,"38,938"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,943"
Faroe Islands,505,NA,0,0%,NA,NA,NA,0,0%,"169,645",NA,500,NA,"48,942"
Isle of Man,369,NA,0,0%,NA,25,NA,0,0%,"18,691",0,344,NA,"85,224"
Cayman Islands,288,NA,0,0%,1,2,NA,0,0%,"53,727",29,257,NA,"66,048"
Bermuda,272,NA,0,0%,1,9,NA,0,0%,"110,130",47,216,NA,"62,179"
Caribbean Netherlands,164,NA,0,0%,NA,3,NA,0,0%,"3,681",3,158,NA,"26,326"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,72,NA,0,0%,NA,1,NA,0,0%,"6,431",0,71,NA,"30,317"
New Caledonia,34,NA,0,0%,NA,NA,NA,0,0%,"17,835",NA,32,NA,"286,661"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,812"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,454",NA,15,NA,"3,522"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,7,NA,1,16.67%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,060"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,154"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,NA,NA,"198,974"
China,"86,584",60,17,0.02%,5,"4,634",3,0,0%,"160,000,000",271,"81,679",57,"1,439,323,776"
