Name,Confirmed,Confirmed Per Million,Confirmed Changes Today,Confirmed Percentage Day Change,Critical,Deceased,Deceased Per Million,Deceased Changes Today,Death Percentage Day Change,Tests,Active,Recovered,Recovered Per Million,Population
Costa Rica,"141,340","27,639",0,0%,224,"1,739",340,0,0%,"398,784","51,375","88,226","17,253","5,113,713"
Ivory Coast,"21,361",802,0,0%,NA,132,5,0,0%,"219,775",219,"21,010",788,"26,649,180"
Croatia,"134,881","32,942",0,0%,252,"1,916",468,0,0%,"769,091","22,610","110,355","26,952","4,094,458"
Cuba,"8,456",747,0,0%,4,136,12,0,0%,"1,115,144",606,"7,714",681,"11,323,678"
Cyprus,"11,175","9,227",0,0%,15,52,43,0,0%,"625,577","9,066","2,057","1,699","1,211,068"
Czechia,"533,042","49,736",0,0%,689,"8,515",795,0,0%,"3,109,602","62,928","461,599","43,070","10,717,406"
Denmark,"83,535","14,401",0,0%,36,852,147,0,0%,"7,575,946","16,597","66,086","11,392","5,800,838"
Djibouti,"5,682",NA,0,0%,NA,61,61,0,0%,"92,384",34,"5,587",NA,"994,021"
Dominica,85,NA,0,0%,NA,NA,NA,0,0%,"5,655",NA,63,NA,"72,062"
Dominican Republic,"145,197","13,329",0,0%,185,"2,334",214,0,0%,"727,606","27,252","115,611","10,613","10,893,694"
Ecuador,"194,876","10,976",0,0%,360,"13,562",764,0,0%,"658,661","11,510","169,804","9,564","17,755,249"
Egypt,"116,724","1,132",0,0%,46,"6,694",65,0,0%,"1,000,000","7,081","102,949",998,"103,139,744"
El Salvador,"39,130","6,020",0,0%,33,"1,134",174,5,0.44%,"552,608","2,157","35,839","5,514","6,500,043"
Equatorial Guinea,"5,156","3,626",0,0%,NA,85,60,0,0%,"70,718",62,"5,009","3,523","1,421,939"
Eritrea,577,162,0,0%,NA,NA,NA,0,0%,"21,655",NA,498,140,"3,567,003"
Estonia,"13,469","10,151",451,3.46%,17,123,93,1,0.82%,"494,885","5,164","8,182","6,166","1,326,914"
Eswatini,"6,455","5,540",0,0%,11,122,105,0,0%,"62,652",301,"6,032","5,177","1,165,218"
Ethiopia,"110,984",956,0,0%,331,"1,715",15,0,0%,"1,645,995","33,202","76,067",655,"116,144,606"
Fiji,42,NA,0,0%,NA,2,2,0,0%,"16,229",7,33,NA,"899,186"
Finland,"25,882","4,668",0,0%,21,408,74,0,0%,"1,971,368","7,374","18,100","3,265","5,544,371"
France,"2,244,635","34,356",0,0%,"3,488","53,816",824,0,0%,"20,678,186","2,025,256","165,563","2,534","65,334,738"
Gabon,"9,239","4,111",0,0%,7,60,27,0,0%,"303,373",90,"9,089","4,044","2,247,541"
The Gambia,"3,765","1,540",0,0%,2,123,50,0,0%,"25,431",33,"3,609","1,476","2,444,728"
Georgia,"147,636","37,039","4,260",2.97%,NA,"1,387",348,45,3.35%,"1,207,234","21,681","124,568","31,252","3,985,909"
Ghana,"51,667","1,648",0,0%,16,323,10,0,0%,"592,285",797,"50,547","1,613","31,343,022"
Greece,"109,655","10,542",0,0%,613,"2,606",251,0,0%,"2,413,710","83,975","23,074","2,218","10,401,340"
Grenada,41,NA,0,0%,NA,NA,NA,0,0%,"6,252",NA,30,NA,"112,744"
Guatemala,"123,460","6,838",0,0%,5,"4,191",232,0,0%,"543,324","7,088","112,181","6,214","18,053,897"
Guinea,"13,167",991,24,0.18%,24,76,6,0,0%,"76,906",887,"12,204",919,"13,280,170"
Guinea-Bissau,"2,441","1,228",0,0%,5,44,22,0,0%,"29,037",70,"2,327","1,171","1,987,314"
Guyana,"5,449",NA,0,0%,3,151,NA,0,0%,"30,736",768,"4,530",NA,"788,157"
Haiti,"9,313",813,0,0%,NA,233,20,0,0%,"34,734",989,"8,091",706,"11,460,910"
Vatican City,27,NA,0,0%,NA,NA,NA,0,0%,NA,NA,15,NA,802
Honduras,"109,144","10,947",503,0.46%,128,"2,930",294,3,0.1%,"269,711","57,337","48,877","4,902","9,970,530"
Hungary,"231,844","24,026","6,635",2.95%,663,"5,324",552,182,3.54%,"1,876,274","159,487","67,033","6,946","9,649,910"
Iceland,"5,413",NA,0,0%,2,27,NA,0,0%,"391,989",199,"5,187",NA,"342,178"
Indonesia,"549,508","2,000",0,0%,NA,"17,199",63,0,0%,"5,805,224","73,429","458,880","1,670","274,740,300"
Iran,"989,572","11,719",0,0%,"5,828","48,990",580,0,0%,"6,212,694","252,528","688,054","8,148","84,444,220"
Iraq,"556,728","13,713",0,0%,277,"12,340",304,0,0%,"3,543,722","58,075","486,313","11,979","40,597,729"
Ireland,"73,066","14,728",0,0%,31,"2,074",418,0,0%,"1,986,285","47,628","23,364","4,710","4,960,975"
Israel,"339,939","36,960",320,0.09%,267,"2,883",313,0,0%,"5,605,071","11,751","325,305","35,369","9,197,590"
Jamaica,"10,864","3,662",0,0%,10,258,87,0,0%,"116,201","4,106","6,500","2,191","2,966,635"
Jordan,"227,208","22,176",0,0%,426,"2,854",279,0,0%,"2,601,896","55,925","168,429","16,439","10,245,769"
Kazakhstan,"176,342","9,345",769,0.44%,221,"2,436",129,0,0%,"4,206,738","25,174","148,732","7,881","18,871,060"
Kenya,"85,130","1,569",0,0%,74,"1,484",27,0,0%,"901,426","27,182","56,464","1,041","54,263,910"
South Korea,"35,703",696,540,1.54%,117,529,10,3,0.57%,"3,131,886","6,822","28,352",553,"51,287,911"
Kosovo,"40,117",NA,0,0%,NA,"1,026",NA,0,0%,NA,NA,"25,586",NA,NA
Kuwait,"143,260","33,339",0,0%,79,882,205,0,0%,"1,107,581","4,244","138,134","32,146","4,297,030"
Kyrgyzstan,"73,933","11,254",420,0.57%,133,"1,281",195,4,0.31%,"509,160","7,063","65,589","9,984","6,569,214"
Laos,39,5,0,0%,NA,NA,NA,0,0%,"79,557",NA,26,4,"7,319,802"
Latvia,"18,377","9,789",0,0%,39,224,119,0,0%,"641,351","16,330","1,823",971,"1,877,258"
Lebanon,"131,297","19,273",0,0%,368,"1,055",155,0,0%,"1,646,418","47,208","83,034","12,189","6,812,413"
Lesotho,"2,142",997,0,0%,NA,44,20,0,0%,"26,392",820,"1,278",595,"2,149,411"
Liberia,"1,595",312,0,0%,2,83,16,0,0%,"34,105",169,"1,343",263,"5,107,047"
Libya,"84,087","12,168",0,0%,NA,"1,200",174,0,0%,"440,899","28,175","54,712","7,917","6,910,483"
Liechtenstein,"1,318",NA,0,0%,11,16,NA,0,0%,"14,040",153,"1,149",NA,"38,174"
Lithuania,"67,066","24,784","2,450",3.79%,132,564,208,17,3.11%,"1,290,467","39,666","26,836","9,917","2,705,968"
Luxembourg,"35,802",NA,0,0%,41,334,NA,0,0%,"1,395,562","8,971","26,497",NA,"630,238"
Madagascar,"17,341",620,0,0%,16,251,9,0,0%,"93,734",433,"16,657",595,"27,985,969"
Malawi,"6,040",312,0,0%,4,185,10,0,0%,"74,996",384,"5,471",283,"19,334,736"
Malaysia,"68,020","2,090",0,0%,122,365,11,0,0%,"2,707,207","10,686","56,969","1,751","32,540,065"
Maldives,"13,070",NA,0,0%,12,47,NA,0,0%,"248,889","1,022","12,001",NA,"544,521"
Mali,"4,837",236,0,0%,NA,161,8,0,0%,"101,908","1,413","3,263",159,"20,491,721"
Malta,"10,101",NA,0,0%,18,146,NA,0,0%,"433,468","2,068","7,887",NA,"442,041"
Marshall Islands,4,NA,0,0%,NA,NA,NA,0,0%,NA,NA,4,NA,"59,359"
Mauritania,"8,863","1,886",0,0%,10,179,38,0,0%,"105,867",904,"7,780","1,655","4,700,266"
Mauritius,508,399,0,0%,NA,10,8,0,0%,"289,552",33,465,365,"1,272,663"
Moldova,"110,580","27,439",0,0%,279,"2,343",581,0,0%,"468,776","11,526","96,711","23,998","4,029,973"
Monaco,621,NA,0,0%,4,3,NA,0,0%,"51,953",55,563,NA,"39,359"
Mongolia,819,248,7,0.86%,3,NA,NA,0,0%,"216,658",NA,365,111,"3,300,379"
Montenegro,"36,351",NA,0,0%,68,510,NA,0,0%,"137,304","10,432","25,409",NA,"628,100"
Morocco,"364,190","9,818",0,0%,991,"5,985",161,0,0%,"3,995,885","43,968","314,237","8,471","37,094,371"
Mozambique,"15,866",502,0,0%,NA,132,4,0,0%,"234,514","1,720","14,014",443,"31,617,375"
Namibia,"14,477","5,655",0,0%,8,151,59,0,0%,"158,582",629,"13,697","5,350","2,560,119"
Nepal,"236,246","8,048",0,0%,NA,"1,538",52,0,0%,"1,754,630","16,547","218,161","7,432","29,355,661"
New Zealand,"2,069",414,9,0.44%,NA,25,5,0,0%,"1,291,609",70,"1,974",395,"5,002,100"
Nicaragua,"5,838",877,0,0%,NA,161,24,0,0%,NA,NA,"4,225",635,"6,657,666"
Niger,"1,640",67,0,0%,9,76,3,0,0%,"47,083",337,"1,227",50,"24,565,663"
Nigeria,"67,960",326,0,0%,10,"1,177",6,0,0%,"779,708","2,944","63,839",307,"208,258,505"
North Macedonia,"63,890","30,667",0,0%,138,"1,825",876,0,0%,"337,862","21,088","40,977","19,669","2,083,338"
Norway,"36,969","6,797",0,0%,37,351,65,0,0%,"2,294,651","9,204","27,414","5,040","5,439,119"
Oman,"124,145","24,057",0,0%,105,"1,430",277,0,0%,"571,472","7,102","115,613","22,404","5,160,452"
Panama,"169,339","38,989",0,0%,164,"3,114",717,0,0%,"927,315","19,649","146,576","33,748","4,343,196"
Papua New Guinea,669,74,0,0%,NA,7,1,0,0%,"32,221",65,597,66,"9,017,734"
Paraguay,"84,482","11,784",0,0%,143,"1,783",249,0,0%,"456,916","23,234","59,465","8,294","7,169,333"
Philippines,"435,413","3,951","1,061",0.24%,"1,401","8,446",77,10,0.12%,"5,836,021","27,642","399,325","3,624","110,192,993"
Poland,"1,013,747","26,798",0,0%,"2,023","18,208",481,0,0%,"6,317,532","372,559","622,980","16,468","37,828,989"
Portugal,"303,846","29,835",0,0%,525,"4,645",456,0,0%,"4,640,505","75,755","223,446","21,941","10,184,050"
Qatar,"139,256","49,596",0,0%,29,239,85,0,0%,"1,120,706","2,504","136,513","48,619","2,807,805"
Romania,"484,550","25,260",0,0%,"1,260","11,665",608,0,0%,"4,137,893","101,654","371,231","19,352","19,182,875"
Rwanda,"5,994",458,0,0%,NA,50,4,0,0%,"631,598",369,"5,575",426,"13,085,373"
Saint Kitts and Nevis,22,NA,0,0%,NA,NA,NA,0,0%,"3,677",NA,19,NA,"53,358"
Saint Lucia,261,NA,0,0%,NA,2,NA,0,0%,"16,302",118,141,NA,"183,982"
Saint Vincent and the Grenadines,85,NA,0,0%,NA,NA,NA,0,0%,"10,072",NA,80,NA,"111,089"
San Marino,"1,687",NA,0,0%,11,46,NA,0,0%,"18,063",301,"1,340",NA,"33,961"
SÃ£o TomÃ© and PrÃ­ncipe,997,NA,0,0%,NA,17,NA,0,0%,"7,498",46,934,NA,"220,858"
Saudi Arabia,"357,872","10,213",0,0%,632,"5,919",169,0,0%,"9,709,651","4,440","347,513","9,917","35,040,837"
Senegal,"16,173",955,0,0%,6,334,20,0,0%,"232,594",182,"15,657",925,"16,926,622"
Serbia,"191,356","21,939",0,0%,270,"1,704",195,0,0%,"1,822,488","158,116","31,536","3,616","8,722,371"
Seychelles,183,NA,0,0%,NA,NA,NA,0,0%,"5,200",NA,162,NA,"98,604"
Sierra Leone,"2,416",300,0,0%,NA,74,9,0,0%,NA,NA,"1,838",228,"8,044,567"
Singapore,"58,239","9,922",9,0.02%,NA,29,5,0,0%,"4,658,858",66,"58,144","9,906","5,869,746"
Slovakia,"109,226","20,002",0,0%,245,898,164,0,0%,"1,093,761","36,590","71,738","13,137","5,460,765"
Slovenia,"79,566","38,270",0,0%,197,"1,547",744,0,0%,"532,166","20,572","57,447","27,631","2,079,059"
Solomon Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,500",NA,5,NA,"693,872"
Somalia,"4,525",281,0,0%,NA,121,8,0,0%,NA,NA,"3,480",216,"16,076,518"
South Africa,"796,472","13,359",0,0%,546,"21,709",364,0,0%,"5,468,670","40,458","734,305","12,316","59,622,631"
South Sudan,"3,118",277,0,0%,NA,61,5,0,0%,"59,677",91,"2,966",264,"11,248,870"
Sri Lanka,"25,410","1,185",0,0%,NA,124,6,0,0%,"848,814","6,982","18,304",853,"21,451,241"
Sudan,"18,254",412,0,0%,NA,"1,265",29,0,0%,NA,NA,"10,493",237,"44,274,492"
Suriname,"5,320",NA,0,0%,1,117,NA,0,0%,"21,840",3,"5,200",NA,"588,846"
Switzerland,"335,660","38,665",0,0%,491,"5,045",581,0,0%,"2,780,856","73,015","257,600","29,673","8,681,328"
Syria,"8,059",456,0,0%,NA,426,24,0,0%,NA,NA,"3,689",209,"17,677,061"
Taiwan,686,29,1,0.15%,NA,7,NA,0,0%,"111,230",107,572,24,"23,835,055"
Tajikistan,"12,269","1,274",0,0%,NA,87,9,0,0%,NA,NA,"11,677","1,213","9,626,702"
Tanzania,509,8,0,0%,7,21,NA,0,0%,NA,NA,183,3,"60,437,124"
Thailand,"4,039",58,13,0.32%,1,60,1,0,0%,"977,854",147,"3,832",55,"69,874,204"
Timor-Leste,31,23,0,0%,NA,NA,NA,0,0%,"14,371",NA,30,23,"1,328,921"
Togo,"3,014",361,0,0%,NA,65,8,0,0%,"151,073",406,"2,543",304,"8,359,305"
Trinidad and Tobago,"6,704","4,784",0,0%,38,121,86,0,0%,"37,075",740,"5,843","4,169","1,401,407"
Tunisia,"99,280","8,363",0,0%,310,"3,359",283,0,0%,"468,749","22,314","73,607","6,201","11,870,646"
Turkey,"700,880","8,273",0,0%,"5,502","14,129",167,0,0%,"18,956,228","272,610","414,141","4,888","84,720,759"
Uganda,"21,409",462,0,0%,NA,206,4,0,0%,"633,932","12,159","9,044",195,"46,335,828"
United Arab Emirates,"171,434","17,246",0,0%,NA,580,58,0,0%,"16,994,124","14,474","156,380","15,731","9,940,597"
Uruguay,"6,225","1,789",0,0%,24,80,23,0,0%,"442,787","1,561","4,584","1,318","3,478,828"
Uzbekistan,"73,431","2,181",96,0.13%,177,611,18,0,0%,"1,377,915","2,108","70,712","2,100","33,672,475"
Vanuatu,1,NA,0,0%,NA,NA,NA,0,0%,NA,NA,1,NA,"310,126"
Venezuela,"103,067","3,629",0,0%,117,905,32,0,0%,"2,297,557","4,132","98,030","3,452","28,401,636"
Vietnam,"1,358",14,0,0%,NA,35,NA,0,0%,"1,339,465",122,"1,201",12,"97,707,547"
Palestine,"90,192","17,511",0,0%,67,763,148,0,0%,"693,362","22,440","66,989","13,006","5,150,674"
Western Sahara,10,NA,0,0%,NA,1,NA,0,0%,NA,NA,8,NA,"603,431"
Yemen,"2,217",74,0,0%,4,621,21,0,0%,"16,855",78,"1,518",50,"30,099,172"
Zambia,"17,700",952,0,0%,NA,357,19,0,0%,"416,206",257,"17,086",919,"18,596,763"
Zimbabwe,"10,129",677,0,0%,NA,277,19,0,0%,"179,942","1,209","8,643",578,"14,953,588"
United States,"14,314,265","43,138",0,0%,"26,187","279,867",843,0,0%,"199,906,513","5,571,964","8,462,434","25,503","331,822,744"
India,"9,534,964","6,881","1,493",0.02%,"8,944","138,657",100,0,0%,"143,557,647","422,934","8,973,373","6,476","1,385,715,753"
Brazil,"6,436,650","30,191",0,0%,"8,318","174,531",819,0,0%,"25,700,000","563,766","5,698,353","26,728","213,197,088"
Russia,"2,375,546","16,275","28,145",1.2%,"2,300","41,607",285,554,1.35%,"77,693,654","474,088","1,859,851","12,742","145,961,030"
Spain,"1,665,775","35,622",0,0%,"2,485","45,784",979,0,0%,"22,992,742","1,469,615","150,376","3,216","46,762,467"
United Kingdom,"1,659,256","24,388",0,0%,"1,351","59,699",877,0,0%,"44,059,851",NA,NA,NA,"68,036,766"
Italy,"1,641,610","27,168",0,0%,"3,616","57,045",944,0,0%,"22,334,342","761,230","823,335","13,626","60,424,017"
Colombia,"1,334,089","26,102",0,0%,"2,376","37,117",726,0,0%,"6,535,154","71,337","1,225,635","23,980","51,111,013"
Mexico,"1,133,613","8,754","11,251",1%,"3,335","107,565",831,800,0.75%,"2,919,879","189,481","836,567","6,460","129,502,622"
Germany,"1,105,832","13,181",0,0%,"3,957","17,812",212,0,0%,"27,859,242","308,520","779,500","9,291","83,897,407"
Peru,"967,075","29,160",0,0%,961,"36,076","1,088",0,0%,"5,103,401","31,786","899,213","27,114","33,164,438"
Ukraine,"772,760","17,715","14,496",1.91%,177,"12,960",297,243,1.91%,"4,528,772","375,374","384,426","8,813","43,621,595"
Belgium,"582,252","50,147","3,040",0.52%,829,"16,911","1,456",125,0.74%,"5,976,114","527,080","38,261","3,295","11,610,963"
Chile,"553,898","28,871",0,0%,694,"15,438",805,0,0%,"5,378,733","8,959","529,501","27,599","19,185,358"
Netherlands,"532,444","31,045",0,0%,501,"9,504",554,0,0%,"4,043,482",NA,NA,NA,"17,150,944"
Pakistan,"406,810","1,827","3,499",0.87%,"2,469","8,205",37,39,0.48%,"5,627,539","51,654","346,951","1,558","222,680,970"
Canada,"393,493","10,387",0,0%,530,"12,341",326,0,0%,"11,652,814","66,636","314,516","8,303","37,881,595"
Sweden,"266,158","26,285",0,0%,221,"6,972",689,0,0%,"3,174,798",NA,NA,NA,"10,125,863"
Japan,"150,386","1,191",0,0%,488,"2,172",17,0,0%,"3,591,597","20,910","127,304","1,008","126,311,581"
Australia,"27,939","1,090",16,0.06%,NA,908,35,0,0%,"10,103,629","1,413","25,618","1,000","25,624,220"
French Polynesia,"14,716",NA,0,0%,23,77,NA,0,0%,"26,355","9,797","4,842",NA,"281,594"
French Guiana,"11,283",NA,0,0%,1,70,NA,0,0%,"83,906","1,218","9,995",NA,"301,889"
Guadeloupe,"8,427",NA,0,0%,7,149,NA,0,0%,"77,192","6,036","2,242",NA,"400,153"
Reunion,"8,102",NA,0,0%,17,40,NA,0,0%,"48,859",890,"7,172",NA,"898,008"
Martinique,"5,520",NA,0,0%,9,41,NA,0,0%,"65,748","5,381",98,NA,"375,141"
Mayotte,"5,181",NA,0,0%,4,49,NA,0,0%,"25,231","2,168","2,964",NA,"275,547"
Aruba,"4,902",NA,0,0%,4,45,NA,0,0%,"50,953",139,"4,718",NA,"106,958"
Curacao,"2,658",NA,0,0%,2,7,NA,0,0%,"23,152","1,433","1,218",NA,"164,377"
Channel Islands,"1,397",NA,0,0%,10,48,NA,0,0%,"199,491",337,"1,012",NA,"174,538"
Sint Maarten,"1,092",NA,20,1.87%,6,25,NA,0,0%,"7,893",91,976,NA,"43,081"
Gibraltar,"1,035",NA,0,0%,3,5,NA,0,0%,"92,652",76,954,NA,"33,687"
Turks and Caicos Islands,751,NA,1,0.13%,1,6,NA,0,0%,"8,958",12,733,NA,"38,937"
Saint Martin,717,NA,0,0%,7,12,NA,0,0%,"7,149",64,641,NA,"38,942"
Faroe Islands,503,NA,0,0%,NA,NA,NA,0,0%,"168,493",NA,500,NA,"48,942"
Isle of Man,369,NA,0,0%,1,25,NA,0,0%,"18,691",0,344,NA,"85,223"
Cayman Islands,285,NA,0,0%,1,2,NA,0,0%,"53,497",27,256,NA,"66,046"
Bermuda,267,NA,0,0%,1,9,NA,0,0%,"109,448",43,215,NA,"62,180"
Caribbean Netherlands,162,NA,0,0%,NA,3,NA,0,0%,"3,637",2,157,NA,"26,326"
Saint Barthelemy,147,NA,0,0%,NA,1,NA,0,0%,"4,767",41,105,NA,"9,890"
British Virgin Islands,72,NA,0,0%,NA,1,NA,0,0%,"6,431",0,71,NA,"30,316"
New Caledonia,33,NA,0,0%,NA,NA,NA,0,0%,"17,565",NA,32,NA,"286,654"
Greenland,18,NA,0,0%,NA,NA,NA,0,0%,"13,021",NA,18,NA,"56,812"
Falkland Islands,17,NA,0,0%,NA,NA,NA,0,0%,"4,454",NA,15,NA,"3,522"
Saint Pierre and Miquelon,16,NA,0,0%,NA,NA,NA,0,0%,"2,882",NA,14,NA,"5,782"
Montserrat,13,NA,0,0%,NA,1,NA,0,0%,577,0,12,NA,"4,993"
Anguilla,6,NA,0,0%,NA,NA,NA,0,0%,"2,651",NA,3,NA,"15,059"
Wallis and Futuna,3,NA,0,0%,NA,NA,NA,0,0%,"1,149",NA,1,NA,"11,154"
Samoa,2,NA,0,0%,NA,NA,NA,0,0%,NA,NA,NA,NA,"198,971"
China,"86,567",60,16,0.02%,6,"4,634",3,0,0%,"160,000,000",266,"81,667",57,"1,439,323,776"
