Name,Confirmed rate,Deceased rate,Recovered rate,Increase rate,Judgement Value
Hong Kong,0.001026231497731845,0.015799015799015798,0.8216783216783217,0.014489286220354962,0.9393338409563055
Ethiopia,0.0010086352467063037,0.015429624196107198,0.8122089353644598,0.004516572584636028,0.9381041486511338
Croatia,0.04332534043118678,0.015251637930062359,0.8563696027244331,0.023574584008187644,0.9379678667292863
Armenia,0.05028031477796851,0.016959495708154505,0.8546942060085837,0.006620319569890598,0.937757286460153
Malta,0.025456930872240317,0.015461169362004621,0.8280611338190865,0.00943385201576453,0.9360006788166998
Bolivia,0.012545310670236063,0.06124401913875598,0.8581153076113882,0.0012909054205877796,0.9357314230611424
Congo,0.0011113317841607258,0.016129032258064516,0.8045161290322581,0.005185007038491081,0.9354605450304442
Indonesia,0.0022902062430729137,0.030362439607962137,0.8208328500911143,0.010496876255725358,0.9349940401458184
Georgia,0.04890031987182045,0.009661364802462801,0.8454899948691637,0.024286045421623912,0.9348806022388114
Fiji,5.114526478237134e-05,0.043478260869565216,0.8260869565217391,0.006648113790970934,0.933772605310811
Panama,0.04478710367800618,0.017377542788730802,0.8392500218375389,0.011512416063600662,0.9336381053856008
Kenya,0.0016952153915208183,0.01730487208733909,0.7979142903698876,0.0069019159100539434,0.9327237342503762
Myanmar,0.0020066060861407744,0.020929213236905546,0.8047611220688143,0.01358711857993154,0.9326098533410475
Romania,0.029177540280384114,0.024114212803371057,0.8234287072430203,0.011779845011560005,0.9307329865100646
Canada,0.012477609975585363,0.028698813680846518,0.814302664723661,0.015437704679236691,0.9302460971170625
Saint Barthelemy,0.01637852593266606,0.006172839506172839,0.7839506172839507,0.00728862973760933,0.9281454073895253
Liberia,0.00032792305938909654,0.049522673031026254,0.8102625298329356,0.0036036019053830655,0.927599435989918
Russia,0.018552260690261977,0.017713801425065873,0.793815974844393,0.011041930775248588,0.9265362972369453
The Bahamas,0.019430356830881963,0.021240552514985665,0.7909825384414908,0.0012508974229505276,0.9258773719567884
San Marino,0.05694264515369214,0.026370217166494313,0.8314374353671148,0.013155121960089094,0.9253112358777495
Dominican Republic,0.014240646592014248,0.015233529229817506,0.7797646664604598,0.005370305040515886,0.9249936337651118
Palestine,0.02155406471108276,0.009000738060520963,0.7835772533347735,0.018923037743791456,0.9241459827429364
Somalia,0.0002845670507151433,0.02642498362087792,0.7706922908932081,0.0020399413627330627,0.9229030592146104
Switzerland,0.044286454614551905,0.016002829229477034,0.8017016983178047,0.011709015899805508,0.9228816946878894
Costa Rica,0.029943681972835662,0.012639633346173181,0.773727059653063,0.0066429542568341785,0.9198438642603328
Afghanistan,0.0012640124938948956,0.04025913928736696,0.7746011307164558,0.004775895459443743,0.9192702099863362
Portugal,0.03446285745205355,0.01609686041409024,0.7815540066906405,0.01174756648404737,0.9192592945473446
Sierra Leone,0.00030373063204791714,0.03067484662576687,0.7570552147239263,0.0009714859564440086,0.9176924548779692
Luxembourg,0.06644760630031146,0.009785202863961813,0.7963484486873509,0.013629358830241906,0.9173126683474027
Poland,0.03015181890171035,0.020130250435746275,0.7713217578548307,0.01014872572651367,0.9162971886413207
Tunisia,0.009378006918575951,0.03496735841093381,0.7609576063433339,0.010102247906779436,0.9139372354640591
South Korea,0.0008649748418546048,0.013524479307546659,0.7339058696240195,0.01780862012386521,0.9132268803658984
Sri Lanka,0.0015604419801122187,0.004600035844435152,0.7261186450803513,0.024188634592561938,0.9124371770868626
Slovakia,0.024817194243168327,0.009230905455162593,0.7401179135644872,0.016995148633474743,0.9105125315769841
Western Sahara,1.6558649079173523e-05,0.1,0.8,0.0,0.9099958603377303
Mauritania,0.0023669904423328004,0.020475976650202066,0.7290525370453524,0.01862116281560629,0.909188046085621
Slovenia,0.04653284715418295,0.021778903302496253,0.7624166623598119,0.017662297303270503,0.9079087713331584
Nicaragua,0.0008839007544761833,0.027518260574146424,0.7176830304059792,0.0012663846397689194,0.9066384980649655
Germany,0.016174508172033312,0.01686412834038615,0.7252009923803053,0.0171549513589264,0.9058841894651284
Paraguay,0.013137243009646266,0.020918459399509672,0.7136474109293909,0.009604188063273069,0.9030937464970618
Denmark,0.01949407619331946,0.008400017684247757,0.7123568681197223,0.02475719241102034,0.9025999572206593
Iran,0.01320758806397299,0.04700520716635149,0.7378142448712548,0.010694138461698038,0.902336693526223
Montenegro,0.06655447682064378,0.013994210941798436,0.744874769753367,0.012226028695283856,0.9007916441340169
Burkina Faso,0.00019892058290678125,0.016868614872891423,0.6985032074126871,0.02741560834860826,0.9003283063639207
Lebanon,0.021671411641867123,0.00819711001063592,0.6981566664182693,0.010268799056126472,0.9000296941534043
Jamaica,0.003974307209363619,0.023151289009497963,0.6867367706919946,0.006554087743898213,0.8970989545408234
Libya,0.01321420104614896,0.01438313429731712,0.6726687610144817,0.007061832856994356,0.893122862825063
Mexico,0.009695121634920353,0.09100347618660896,0.7386729343123345,0.008636309885742564,0.8905816105461262
Uruguay,0.0028825418103650214,0.009472529663974475,0.6573935586798285,0.03919436867040305,0.8877765179516044
Algeria,0.002094589903898866,0.028175858829119733,0.6575591001868311,0.007675814586709669,0.8871399527433321
Finland,0.0056108120040716716,0.01481838637094182,0.6428801028608164,0.016088583784597713,0.8846025243782547
North Macedonia,0.035448451641238686,0.02907205048002058,0.6776617784457895,0.01272721246083033,0.8838057236102965
Latvia,0.01379371718430186,0.01359860923314661,0.6516901680509948,0.030586689295282025,0.8833910349549867
Azerbaijan,0.0175809629836776,0.010984099315030227,0.6416200149732382,0.028528492414136998,0.8805162600894223
Bosnia and Herzegovina,0.031014171129533172,0.03342170883393619,0.6552862676299268,0.010329366603263295,0.8772564198659244
Estonia,0.0140789770170987,0.008403811155122579,0.624611925917996,0.029252030542747443,0.8769548855931752
Mali,0.00028453132021411226,0.034441398217957504,0.6220013708019191,0.015470464674416838,0.8738762892439723
Channel Islands,0.012211466865227104,0.0225140712945591,0.6177298311444653,0.03609914151902509,0.8700969900108113
Lesotho,0.0010590860231808209,0.01932367149758454,0.5884936319718929,0.005527621824750131,0.8696570733627847
Italy,0.030713386052431936,0.03503244263599853,0.6011719333073599,0.010580321566209446,0.860576452453369
Ukraine,0.02084427712032639,0.017028166876035384,0.5751604365722784,0.014313979348041603,0.860081514726585
Angola,0.0004884886745024728,0.02285433433679425,0.5482582785525588,0.005192792881894123,0.8567201421638195
United States,0.05105056110427035,0.018183991245931945,0.5826551763621276,0.014137715038385162,0.8544580580030333
Niger,9.441109109946554e-05,0.03531438415159346,0.5572782084409992,0.02947727686784948,0.8521439529838695
Bermuda,0.006932381136202793,0.02088167053364269,0.5522041763341067,0.03727379771946945,0.8520725867981681
Sudan,0.0004872918633385444,0.0627576304941874,0.5767217822240749,0.013879556594325184,0.8519854890639829
Mayotte,0.02012960404405232,0.00936768149882904,0.5339578454332553,0.00505959836492429,0.8515857084145761
Albania,0.017101835028880272,0.020654184708584905,0.5045638429794068,0.018286284952422745,0.838154495981163
Curacao,0.022268991903843696,0.003004643540016389,0.4853865064190112,0.03139112495614058,0.8344386421443164
Honduras,0.011492127017866116,0.026072469077650425,0.45086443013904154,0.004109790100187531,0.8239480880489226
Syria,0.0005258028625901664,0.05697699419479682,0.47645667598365943,0.011857857536470392,0.8239337751905407
Belize,0.023391098062008737,0.02100885144502506,0.4707262450677189,0.03567606506535214,0.8237160338115032
Bulgaria,0.026218079822863616,0.0321574935001983,0.47138985590270127,0.01605874878878886,0.8228063764467166
Lithuania,0.03566046469668714,0.008947455729274665,0.4319765271845063,0.03158824800230388,0.813255368062052
Central African Republic,0.0010140493913546537,0.012763371150729336,0.3897893030794165,0.00033382596188033254,0.8128041933364853
Yemen,6.918816355192111e-05,0.2907869481765835,0.6641074856046065,-0.002893405124810813,0.8124128749562406
Uganda,0.0005986190884289923,0.008067420586328602,0.3573074983793128,0.022156362854995875,0.8012989141375385
Tanzania,8.414178323582254e-06,0.0412573673870334,0.35952848722986247,0.0,0.7954792324082678
Ireland,0.015404461569244514,0.027809389266046647,0.30561550837813445,0.003752587682891425,0.7789278321888815
French Polynesia,0.0559104126797019,0.0060963993141550776,0.3074871404076967,0.006563322142846774,0.77545512083671
Hungary,0.029615480558878544,0.025325182056459374,0.2908529095789168,0.01852548161715287,0.7694756258744446
Guadeloupe,0.021171795929077482,0.01782341831916903,0.26463644948064213,0.0010919461526920364,0.7685871684432688
Greece,0.012036236887696245,0.029455233956204613,0.18433687776117852,0.012455788662311574,0.7415870656202214
Cyprus,0.012754312319675075,0.0053074433656957925,0.13313915857605177,0.027623563589657955,0.7310174019447393
Serbia,0.031115360769928713,0.008770507510207692,0.11621290959744107,0.03191648380448344,0.7196664078630153
Spain,0.03746298975009312,0.02740649495057892,0.08583673348235385,0.0043751326649586215,0.7075070542222655
France,0.03642385474260118,0.02448910990518569,0.0746442625051735,0.004901620313122873,0.7052053390473776
Martinique,0.014861435441391298,0.007533632286995516,0.01757847533632287,0.002123642511567314,0.6989795476777153
Belgium,0.05246114720261495,0.02963505255157901,0.06844919083864211,0.003845482334551817,0.6979521323352824
